ID            : 5944
TypeExp       : DISNEU
TypeTheo      : SIG
TypeCurrent   : CCWM
A1            : 56
A2            : 0
Z1            : 26
Z2            : 0
KinVar        : [X, Q2, Y ]

X	Q2	Y	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.350	13.296	0.450	0.38220	0.34525	0.04917	0.04917	0.56487	0.56487
0.350	16.251	0.550	0.23850	0.24085	0.04543	0.04543	0.00267	0.00267
0.450	9.497	0.250	0.32040	0.39563	0.03725	0.03725	4.07889	4.07889
0.450	13.296	0.350	0.23440	0.28534	0.04103	0.04103	1.54122	1.54122
0.450	17.095	0.450	0.21900	0.20011	0.04786	0.04786	0.15576	0.15576
0.550	16.251	0.350	0.13090	0.15076	0.03726	0.03726	0.28422	0.28422
0.550	20.894	0.450	0.04595	0.10296	0.02778	0.02778	4.21143	4.21143
0.080	4.540	0.550	0.87940	0.81723	0.07144	0.07144	0.75735	0.75735
0.080	5.365	0.650	0.75480	0.69738	0.08448	0.08448	0.46202	0.46202
0.125	4.514	0.350	1.02300	1.04883	0.07393	0.07393	0.12203	0.12203
0.125	5.804	0.450	0.91860	0.86768	0.07014	0.07014	0.52696	0.52696
0.125	7.094	0.550	0.72490	0.71062	0.07511	0.07511	0.03616	0.03616
0.125	8.383	0.650	0.58570	0.58081	0.07075	0.07075	0.00478	0.00478
0.175	4.514	0.250	1.13900	1.13693	0.07456	0.07456	0.00077	0.00077
0.175	6.320	0.350	1.04700	0.92208	0.06818	0.06818	3.35709	3.35709
0.175	8.125	0.450	0.64010	0.73421	0.06683	0.06683	1.98321	1.98321
0.175	9.931	0.550	0.54780	0.57590	0.06393	0.06393	0.19315	0.19315
0.175	11.737	0.650	0.37650	0.44785	0.06517	0.06517	1.19854	1.19854
0.225	5.804	0.250	0.95450	0.99426	0.07653	0.07653	0.26989	0.26989
0.225	8.125	0.350	0.81770	0.78278	0.06966	0.06966	0.25128	0.25128
0.225	10.447	0.450	0.58050	0.60339	0.06217	0.06217	0.13562	0.13562
0.225	12.769	0.550	0.31590	0.45512	0.07030	0.07030	3.92211	3.92211
0.225	15.090	0.650	0.21880	0.33694	0.07162	0.07162	2.72104	2.72104
0.275	7.094	0.250	0.83990	0.84388	0.07263	0.07263	0.00300	0.00300
0.275	9.931	0.350	0.62760	0.64829	0.05499	0.05499	0.14162	0.14162
0.275	12.769	0.450	0.42140	0.48640	0.06149	0.06149	1.11751	1.11751
0.275	15.606	0.550	0.46840	0.35433	0.07689	0.07689	2.20102	2.20102
0.275	18.443	0.650	0.10550	0.25044	0.06016	0.06016	5.80460	5.80460
0.350	9.028	0.250	0.55960	0.62800	0.04712	0.04712	2.10738	2.10738
0.350	12.640	0.350	0.49550	0.46826	0.03694	0.03694	0.54384	0.54384
0.350	16.251	0.450	0.36230	0.33982	0.04751	0.04751	0.22383	0.22383
0.350	19.862	0.550	0.23500	0.23734	0.04307	0.04307	0.00295	0.00295
0.450	11.608	0.250	0.35650	0.38450	0.03045	0.03045	0.84526	0.84526
0.450	16.251	0.350	0.27700	0.27765	0.03524	0.03524	0.00034	0.00034
0.450	20.894	0.450	0.17800	0.19501	0.03943	0.03943	0.18607	0.18607
0.450	25.537	0.550	0.06901	0.13074	0.02463	0.02463	6.28091	6.28091
0.550	14.187	0.250	0.18690	0.20654	0.02301	0.02301	0.72877	0.72877
0.550	19.862	0.350	0.12960	0.14490	0.02445	0.02445	0.39176	0.39176
0.550	25.537	0.450	0.09629	0.09929	0.03526	0.03526	0.00725	0.00725
0.650	23.473	0.350	0.05684	0.06363	0.01925	0.01925	0.12426	0.12426
0.650	30.180	0.450	0.03213	0.04257	0.01640	0.01640	0.40498	0.40498
0.045	4.115	0.750	0.77980	0.67182	0.13260	0.13260	0.66315	0.66315
0.080	4.390	0.450	1.10500	0.97669	0.08138	0.08138	2.48578	2.48578
0.080	5.365	0.550	1.09300	0.83416	0.07463	0.07463	12.02897	12.02897
0.080	6.341	0.650	0.87340	0.71266	0.08600	0.08600	3.49337	3.49337
0.080	7.316	0.750	0.76990	0.61547	0.11500	0.11500	1.80330	1.80330
0.125	5.335	0.350	1.06200	1.05969	0.06566	0.06566	0.00123	0.00123
0.125	6.859	0.450	1.05900	0.87643	0.08130	0.08130	5.04304	5.04304
0.125	8.383	0.550	0.77970	0.71803	0.06177	0.06177	0.99676	0.99676
0.125	9.908	0.650	0.61830	0.58740	0.06319	0.06319	0.23912	0.23912
0.125	11.432	0.750	0.45550	0.48599	0.08036	0.08036	0.14398	0.14398
0.175	5.335	0.250	1.08400	1.14127	0.06194	0.06194	0.85475	0.85475
0.175	7.469	0.350	0.87210	0.92475	0.07110	0.07110	0.54828	0.54828
0.175	9.603	0.450	0.77360	0.73622	0.05526	0.05526	0.45762	0.45762
0.175	11.737	0.550	0.64950	0.57770	0.06240	0.06240	1.32415	1.32415
0.175	13.871	0.650	0.40790	0.44962	0.06616	0.06616	0.39762	0.39762
0.175	16.005	0.750	0.29130	0.35205	0.06986	0.06986	0.75621	0.75621
0.225	4.115	0.150	1.17900	1.23607	0.10290	0.10290	0.30762	0.30762
0.225	6.859	0.250	0.93090	0.99214	0.06006	0.06006	1.03977	1.03977
0.225	9.603	0.350	0.83730	0.78061	0.05812	0.05812	0.95124	0.95124
0.225	12.346	0.450	0.66680	0.60171	0.06282	0.06282	1.07343	1.07343
0.225	15.090	0.550	0.50960	0.45405	0.05970	0.05970	0.86569	0.86569
0.225	17.834	0.650	0.35110	0.33649	0.07426	0.07426	0.03872	0.03872
0.225	20.577	0.750	0.23850	0.24809	0.08814	0.08814	0.01184	0.01184
0.275	5.030	0.150	1.05100	1.07207	0.09468	0.09468	0.04951	0.04951
0.275	8.383	0.250	0.90600	0.83781	0.07360	0.07360	0.85841	0.85841
0.275	11.737	0.350	0.61760	0.64339	0.05509	0.05509	0.21916	0.21916
0.275	15.090	0.450	0.41330	0.48262	0.04937	0.04937	1.97165	1.97165
0.275	18.443	0.550	0.34040	0.35191	0.05463	0.05463	0.04436	0.04436
0.275	21.797	0.650	0.39810	0.24905	0.08688	0.08688	2.94310	2.94310
0.350	6.402	0.150	0.79160	0.81950	0.06653	0.06653	0.17583	0.17583
0.350	10.670	0.250	0.54140	0.61913	0.03278	0.03278	5.62254	5.62254
0.350	14.938	0.350	0.44710	0.46168	0.03946	0.03946	0.13657	0.13657
0.350	19.206	0.450	0.27570	0.33520	0.03297	0.03297	3.25666	3.25666
0.350	23.473	0.550	0.26970	0.23439	0.04358	0.04358	0.65663	0.65663
0.350	27.741	0.650	0.19310	0.15615	0.04585	0.04585	0.64946	0.64946
0.450	13.718	0.250	0.34330	0.37549	0.02855	0.02855	1.27100	1.27100
0.450	19.206	0.350	0.26080	0.27142	0.03064	0.03064	0.12002	0.12002
0.450	24.693	0.450	0.16190	0.19092	0.02699	0.02699	1.15596	1.15596
0.450	30.180	0.550	0.07512	0.12814	0.02628	0.02628	4.06958	4.06958
0.550	16.767	0.250	0.18090	0.19950	0.02261	0.02261	0.67648	0.67648
0.550	23.473	0.350	0.13240	0.14039	0.02465	0.02465	0.10504	0.10504
0.550	30.180	0.450	0.10130	0.09636	0.02628	0.02628	0.03527	0.03527
0.550	36.887	0.550	0.04334	0.06286	0.01897	0.01897	1.05832	1.05832
0.650	27.741	0.350	0.05370	0.06090	0.01640	0.01640	0.19282	0.19282
0.650	35.667	0.450	0.04356	0.04086	0.02205	0.02205	0.01495	0.01495
0.045	4.115	0.650	0.95110	0.78160	0.08303	0.08303	4.16728	4.16728
0.045	4.749	0.750	0.85180	0.69307	0.10100	0.10100	2.47003	2.47003
0.080	5.065	0.450	1.11300	0.99266	0.07352	0.07352	2.67927	2.67927
0.080	6.191	0.550	0.91760	0.84811	0.06286	0.06286	1.22223	1.22223
0.080	7.316	0.650	0.76810	0.72523	0.07160	0.07160	0.35855	0.35855
0.080	8.442	0.750	0.80940	0.62715	0.10740	0.10740	2.87951	2.87951
0.125	4.397	0.250	1.28100	1.27250	0.06434	0.06434	0.01743	0.01743
0.125	6.156	0.350	1.06200	1.06822	0.06172	0.06172	0.01016	0.01016
0.125	7.914	0.450	0.90420	0.88324	0.06971	0.06971	0.09037	0.09037
0.125	9.673	0.550	0.78390	0.72378	0.06112	0.06112	0.96740	0.96740
0.125	11.432	0.650	0.60510	0.59250	0.05960	0.05960	0.04467	0.04467
0.125	13.191	0.750	0.54240	0.49071	0.07933	0.07933	0.42459	0.42459
0.175	6.156	0.250	1.11000	1.14415	0.07673	0.07673	0.19812	0.19812
0.175	8.618	0.350	0.92070	0.92639	0.06250	0.06250	0.00830	0.00830
0.175	11.080	0.450	0.75870	0.73740	0.05746	0.05746	0.13747	0.13747
0.175	13.542	0.550	0.60480	0.57874	0.06267	0.06267	0.17285	0.17285
0.175	16.005	0.650	0.44820	0.45073	0.07862	0.07862	0.00104	0.00104
0.175	18.467	0.750	0.33490	0.35327	0.06753	0.06753	0.07401	0.07401
0.225	4.749	0.150	1.19200	1.23504	0.08181	0.08181	0.27683	0.27683
0.225	7.914	0.250	1.05000	0.98973	0.06413	0.06413	0.88318	0.88318
0.225	11.080	0.350	0.78760	0.77832	0.06311	0.06311	0.02164	0.02164
0.225	14.246	0.450	0.60370	0.59990	0.05335	0.05335	0.00508	0.00508
0.225	17.412	0.550	0.53350	0.45282	0.06995	0.06995	1.33020	1.33020
0.225	20.577	0.650	0.25780	0.33582	0.05715	0.05715	1.86378	1.86378
0.225	23.743	0.750	0.31470	0.24795	0.08451	0.08451	0.62392	0.62392
0.275	5.804	0.150	1.02500	1.06618	0.08008	0.08008	0.26445	0.26445
0.275	9.673	0.250	0.79590	0.83223	0.05616	0.05616	0.41857	0.41857
0.275	13.542	0.350	0.53360	0.63891	0.05266	0.05266	3.99934	3.99934
0.275	17.412	0.450	0.58180	0.47930	0.05961	0.05961	2.95667	2.95667
0.275	21.281	0.550	0.39720	0.34966	0.05726	0.05726	0.68926	0.68926
0.275	25.150	0.650	0.28660	0.24772	0.07264	0.07264	0.28655	0.28655
0.350	7.387	0.150	0.80540	0.80970	0.05175	0.05175	0.00689	0.00689
0.350	12.311	0.250	0.64950	0.61144	0.03800	0.03800	1.00311	1.00311
0.350	17.236	0.350	0.52730	0.45598	0.03646	0.03646	3.82605	3.82605
0.350	22.160	0.450	0.35480	0.33124	0.03333	0.03333	0.49972	0.49972
0.350	27.085	0.550	0.16360	0.23177	0.03506	0.03506	3.78103	3.78103
0.350	32.009	0.650	0.16190	0.15456	0.03828	0.03828	0.03674	0.03674
0.450	9.497	0.150	0.51580	0.50654	0.04590	0.04590	0.04069	0.04069
0.450	15.829	0.250	0.34500	0.36796	0.02762	0.02762	0.69109	0.69109
0.450	22.160	0.350	0.24890	0.26626	0.02759	0.02759	0.39610	0.39610
0.450	28.492	0.450	0.15180	0.18745	0.02497	0.02497	2.03815	2.03815
0.450	34.823	0.550	0.10250	0.12591	0.02596	0.02596	0.81304	0.81304
0.450	41.155	0.650	0.12060	0.07894	0.05679	0.05679	0.53807	0.53807
0.550	19.346	0.250	0.19020	0.19377	0.02516	0.02516	0.02019	0.02019
0.550	27.085	0.350	0.11670	0.13669	0.02064	0.02064	0.93794	0.93794
0.550	34.823	0.450	0.07977	0.09394	0.02215	0.02215	0.40928	0.40928
0.550	42.562	0.550	0.05957	0.06135	0.02467	0.02467	0.00520	0.00520
0.650	22.864	0.250	0.07055	0.08558	0.01286	0.01286	1.36622	1.36622
0.650	32.009	0.350	0.06161	0.05872	0.01514	0.01514	0.03644	0.03644
0.650	41.155	0.450	0.01374	0.03949	0.01417	0.01417	3.30167	3.30167
0.045	4.664	0.650	0.78260	0.80102	0.06952	0.06952	0.07023	0.07023
0.045	5.382	0.750	0.69160	0.71153	0.07498	0.07498	0.07064	0.07064
0.080	4.465	0.350	1.19900	1.16921	0.06959	0.06959	0.18320	0.18320
0.080	5.741	0.450	1.06000	1.00612	0.07763	0.07763	0.48166	0.48166
0.080	7.016	0.550	0.96400	0.85985	0.07689	0.07689	1.83483	1.83483
0.080	8.292	0.650	0.83640	0.73578	0.06819	0.06819	2.17715	2.17715
0.080	9.568	0.750	0.75390	0.63694	0.10310	0.10310	1.28685	1.28685
0.125	4.983	0.250	1.30500	1.28176	0.07188	0.07188	0.10456	0.10456
0.125	6.976	0.350	1.01700	1.07509	0.05746	0.05746	1.02193	1.02193
0.125	8.970	0.450	0.84780	0.88869	0.06359	0.06359	0.41358	0.41358
0.125	10.963	0.550	0.71890	0.72836	0.05591	0.05591	0.02865	0.02865
0.125	12.956	0.650	0.65880	0.59654	0.05926	0.05926	1.10378	1.10378
0.125	14.949	0.750	0.56100	0.49444	0.08069	0.08069	0.68046	0.68046
0.175	4.186	0.150	1.28500	1.38759	0.09228	0.09228	1.23591	1.23591
0.175	6.976	0.250	1.20700	1.14608	0.08719	0.08719	0.48820	0.48820
0.175	9.767	0.350	0.88340	0.92736	0.05813	0.05813	0.57183	0.57183
0.175	12.557	0.450	0.76090	0.73802	0.05597	0.05597	0.16704	0.16704
0.175	15.348	0.550	0.54490	0.57932	0.04883	0.04883	0.49699	0.49699
0.175	18.139	0.650	0.49780	0.45139	0.06229	0.06229	0.55517	0.55517
0.175	20.929	0.750	0.40480	0.35407	0.07369	0.07369	0.47384	0.47384
0.225	5.382	0.150	1.27900	1.23345	0.08824	0.08824	0.26652	0.26652
0.225	8.970	0.250	1.02700	0.98719	0.06651	0.06651	0.35833	0.35833
0.225	12.557	0.350	0.78490	0.77596	0.05863	0.05863	0.02323	0.02323
0.225	16.145	0.450	0.57980	0.59802	0.05234	0.05234	0.12124	0.12124
0.225	19.733	0.550	0.42790	0.45151	0.06130	0.06130	0.14832	0.14832
0.225	23.321	0.650	0.30890	0.33509	0.05227	0.05227	0.25111	0.25111
0.225	26.909	0.750	0.30860	0.24762	0.09021	0.09021	0.45691	0.45691
0.275	6.578	0.150	1.09600	1.06058	0.09252	0.09252	0.14657	0.14657
0.275	10.963	0.250	0.89740	0.82710	0.06336	0.06336	1.23117	1.23117
0.275	15.348	0.350	0.60620	0.63480	0.05242	0.05242	0.29758	0.29758
0.275	19.733	0.450	0.45990	0.47623	0.05417	0.05417	0.09084	0.09084
0.275	24.118	0.550	0.34920	0.34760	0.05057	0.05057	0.00100	0.00100
0.275	28.503	0.650	0.33180	0.24640	0.07465	0.07465	1.30870	1.30870
0.275	32.889	0.750	0.07852	0.17110	0.03495	0.03495	7.01699	7.01699
0.350	8.372	0.150	0.79050	0.80100	0.04981	0.04981	0.04440	0.04440
0.350	13.953	0.250	0.53070	0.60467	0.03684	0.03684	4.03165	4.03165
0.350	19.534	0.350	0.47850	0.45096	0.04340	0.04340	0.40277	0.40277
0.350	25.115	0.450	0.30650	0.32775	0.03031	0.03031	0.49152	0.49152
0.350	30.696	0.550	0.19880	0.22942	0.03172	0.03172	0.93201	0.93201
0.350	36.277	0.650	0.05272	0.15311	0.02015	0.02015	24.82120	24.82120
0.450	10.764	0.150	0.43410	0.49728	0.03663	0.03663	2.97534	2.97534
0.450	17.939	0.250	0.36410	0.36152	0.03068	0.03068	0.00707	0.00707
0.450	25.115	0.350	0.27130	0.26186	0.02947	0.02947	0.10250	0.10250
0.450	32.291	0.450	0.20260	0.18444	0.02650	0.02650	0.46973	0.46973
0.450	39.466	0.550	0.07826	0.12396	0.02376	0.02376	3.69974	3.69974
0.450	46.642	0.650	0.01177	0.07780	0.01293	0.01293	26.07660	26.07660
0.550	21.926	0.250	0.20660	0.18906	0.02302	0.02302	0.58051	0.58051
0.550	30.696	0.350	0.13300	0.13356	0.02422	0.02422	0.00054	0.00054
0.550	39.466	0.450	0.11430	0.09188	0.02691	0.02691	0.69421	0.69421
0.550	48.237	0.550	0.06296	0.06006	0.01902	0.01902	0.02326	0.02326
0.650	25.912	0.250	0.07914	0.08274	0.01386	0.01386	0.06743	0.06743
0.650	36.277	0.350	0.03558	0.05691	0.01007	0.01007	4.48875	4.48875
0.650	46.642	0.450	0.02212	0.03834	0.01286	0.01286	1.59085	1.59085
0.650	57.007	0.550	0.04155	0.02454	0.02908	0.02908	0.34203	0.34203
0.045	4.411	0.550	0.99240	0.92658	0.08240	0.08240	0.63803	0.63803
0.045	5.213	0.650	0.78290	0.81816	0.07132	0.07132	0.24441	0.24441
0.045	6.015	0.750	0.74770	0.72780	0.07663	0.07663	0.06747	0.06747
0.045	6.817	0.850	0.53540	0.65853	0.15460	0.15460	0.63430	0.63430
0.080	4.990	0.350	1.24200	1.18292	0.07740	0.07740	0.58254	0.58254
0.080	6.416	0.450	1.19900	1.01768	0.09033	0.09033	4.02912	4.02912
0.080	7.842	0.550	0.93170	0.86991	0.09087	0.09087	0.46240	0.46240
0.080	9.267	0.650	0.87130	0.74481	0.08135	0.08135	2.41775	2.41775
0.080	10.693	0.750	0.82950	0.64502	0.08220	0.08220	5.03668	5.03668
0.080	12.119	0.850	0.57520	0.57290	0.12920	0.12920	0.00032	0.00032
0.125	5.569	0.250	1.34000	1.28946	0.07949	0.07949	0.40419	0.40419
0.125	7.797	0.350	1.08800	1.08072	0.06858	0.06858	0.01128	0.01128
0.125	10.025	0.450	1.00200	0.89313	0.06720	0.06720	2.62471	2.62471
0.125	12.253	0.550	0.76590	0.73207	0.06210	0.06210	0.29685	0.29685
0.125	14.480	0.650	0.61450	0.59980	0.05887	0.05887	0.06236	0.06236
0.125	16.708	0.750	0.43170	0.49744	0.06130	0.06130	1.15017	1.15017
0.175	4.678	0.150	1.47300	1.39104	0.10320	0.10320	0.63066	0.63066
0.175	7.797	0.250	0.99750	1.14733	0.07833	0.07833	3.65903	3.65903
0.175	10.916	0.350	0.92780	0.92785	0.06777	0.06777	0.00000	0.00000
0.175	14.035	0.450	0.70970	0.73827	0.05839	0.05839	0.23947	0.23947
0.175	17.154	0.550	0.55950	0.57957	0.06339	0.06339	0.10022	0.10022
0.175	20.273	0.650	0.52330	0.45173	0.06115	0.06115	1.36971	1.36971
0.175	23.391	0.750	0.27710	0.35462	0.06361	0.06361	1.48498	1.48498
0.225	6.015	0.150	1.37200	1.23154	0.09672	0.09672	2.10887	2.10887
0.225	10.025	0.250	0.93230	0.98462	0.06819	0.06819	0.58879	0.58879
0.225	14.035	0.350	0.78540	0.77363	0.05986	0.05986	0.03869	0.03869
0.225	18.045	0.450	0.68580	0.59616	0.06333	0.06333	2.00359	2.00359
0.225	22.055	0.550	0.40450	0.45022	0.05835	0.05835	0.61390	0.61390
0.225	26.065	0.650	0.27880	0.33428	0.04462	0.04462	1.54591	1.54591
0.225	30.075	0.750	0.28390	0.24718	0.09150	0.09150	0.16102	0.16102
0.275	7.352	0.150	1.03300	1.05529	0.07843	0.07843	0.08076	0.08076
0.275	12.253	0.250	0.79710	0.82234	0.06268	0.06268	0.16219	0.16219
0.275	17.154	0.350	0.64830	0.63099	0.06850	0.06850	0.06385	0.06385
0.275	22.055	0.450	0.51600	0.47344	0.05922	0.05922	0.51650	0.51650
0.275	26.956	0.550	0.22490	0.34564	0.03855	0.03855	9.81038	9.81038
0.275	31.857	0.650	0.30610	0.24513	0.06591	0.06591	0.85580	0.85580
0.275	36.758	0.750	0.14840	0.17035	0.05489	0.05489	0.15993	0.15993
0.350	9.357	0.150	0.83090	0.79319	0.05291	0.05291	0.50798	0.50798
0.350	15.594	0.250	0.58400	0.59863	0.03968	0.03968	0.13588	0.13588
0.350	21.832	0.350	0.39070	0.44654	0.04282	0.04282	1.70049	1.70049
0.350	28.070	0.450	0.28360	0.32460	0.03386	0.03386	1.46631	1.46631
0.350	34.307	0.550	0.24320	0.22728	0.03979	0.03979	0.15998	0.15998
0.350	40.545	0.650	0.13240	0.15177	0.03451	0.03451	0.31502	0.31502
0.450	12.030	0.150	0.41200	0.48923	0.03204	0.03204	5.80986	5.80986
0.450	20.050	0.250	0.35790	0.35591	0.03755	0.03755	0.00281	0.00281
0.450	28.070	0.350	0.24130	0.25800	0.03088	0.03088	0.29249	0.29249
0.450	36.090	0.450	0.16360	0.18178	0.02557	0.02557	0.50561	0.50561
0.450	44.109	0.550	0.13660	0.12223	0.02991	0.02991	0.23070	0.23070
0.450	52.129	0.650	0.08572	0.07677	0.03970	0.03970	0.05082	0.05082
0.550	14.703	0.150	0.24310	0.26354	0.02943	0.02943	0.48254	0.48254
0.550	24.505	0.250	0.18230	0.18505	0.02252	0.02252	0.01494	0.01494
0.550	34.307	0.350	0.12590	0.13086	0.02418	0.02418	0.04212	0.04212
0.550	44.109	0.450	0.05898	0.09009	0.01396	0.01396	4.96603	4.96603
0.550	53.912	0.550	0.02758	0.05893	0.01352	0.01352	5.37763	5.37763
0.650	28.961	0.250	0.06714	0.08035	0.01441	0.01441	0.84004	0.84004
0.650	40.545	0.350	0.03832	0.05538	0.01176	0.01176	2.10560	2.10560
0.650	52.129	0.450	0.02789	0.03736	0.01878	0.01878	0.25431	0.25431
0.650	63.714	0.550	0.03696	0.02394	0.03097	0.03097	0.17665	0.17665
0.045	4.179	0.450	1.13300	1.07500	0.06985	0.06985	0.68948	0.68948
0.045	5.107	0.550	1.14000	0.95071	0.07818	0.07818	5.86223	5.86223
0.045	6.036	0.650	0.93750	0.84051	0.06259	0.06259	2.40151	2.40151
0.045	6.965	0.750	0.90530	0.74896	0.07747	0.07747	4.07249	4.07249
0.045	7.893	0.850	0.86730	0.67908	0.13350	0.13350	1.98769	1.98769
0.080	4.127	0.250	1.46400	1.37616	0.07160	0.07160	1.50513	1.50513
0.080	5.778	0.350	1.15800	1.20032	0.06045	0.06045	0.49011	0.49011
0.080	7.429	0.450	1.03700	1.03232	0.05695	0.05695	0.00676	0.00676
0.080	9.080	0.550	0.93230	0.88260	0.05729	0.05729	0.75250	0.75250
0.080	10.731	0.650	0.78520	0.75588	0.06020	0.06020	0.23717	0.23717
0.080	12.382	0.750	0.77150	0.65550	0.06927	0.06927	2.80423	2.80423
0.080	14.032	0.850	0.58560	0.58286	0.08892	0.08892	0.00095	0.00095
0.125	6.449	0.250	1.34400	1.29869	0.06982	0.06982	0.42114	0.42114
0.125	9.028	0.350	1.15500	1.08747	0.07216	0.07216	0.87577	0.87577
0.125	11.608	0.450	0.92140	0.89840	0.05527	0.05527	0.17319	0.17319
0.125	14.187	0.550	0.75310	0.73642	0.04501	0.04501	0.13729	0.13729
0.125	16.767	0.650	0.70610	0.60361	0.05446	0.05446	3.54149	3.54149
0.125	19.346	0.750	0.56510	0.50095	0.05474	0.05474	1.37325	1.37325
0.125	21.926	0.850	0.55090	0.42899	0.09020	0.09020	1.82660	1.82660
0.175	5.417	0.150	1.39000	1.39470	0.06619	0.06619	0.00504	0.00504
0.175	9.028	0.250	1.12300	1.14835	0.05969	0.05969	0.18042	0.18042
0.175	12.640	0.350	0.92920	0.92798	0.05205	0.05205	0.00055	0.00055
0.175	16.251	0.450	0.81080	0.73816	0.06147	0.06147	1.39630	1.39630
0.175	19.862	0.550	0.56020	0.57951	0.04165	0.04165	0.21492	0.21492
0.175	23.473	0.650	0.47140	0.45194	0.05391	0.05391	0.13029	0.13029
0.175	27.085	0.750	0.39080	0.35501	0.06065	0.06065	0.34821	0.34821
0.225	6.965	0.150	1.18900	1.22839	0.06301	0.06301	0.39075	0.39075
0.225	11.608	0.250	1.02600	0.98080	0.05950	0.05950	0.57721	0.57721
0.225	16.251	0.350	0.68540	0.77018	0.05074	0.05074	2.79213	2.79213
0.225	20.894	0.450	0.57870	0.59343	0.04320	0.04320	0.11627	0.11627
0.225	25.537	0.550	0.42430	0.44828	0.03875	0.03875	0.38287	0.38287
0.225	30.180	0.650	0.32960	0.33297	0.03991	0.03991	0.00714	0.00714
0.225	34.823	0.750	0.14960	0.24640	0.03750	0.03750	6.66297	6.66297
0.225	39.466	0.850	0.14660	0.18770	0.06612	0.06612	0.38640	0.38640
0.275	8.512	0.150	0.98140	1.04791	0.05824	0.05824	1.30419	1.30419
0.275	14.187	0.250	0.76180	0.81583	0.05137	0.05137	1.10608	1.10608
0.275	19.862	0.350	0.48860	0.62578	0.04509	0.04509	9.25573	9.25573
0.275	25.537	0.450	0.49210	0.46961	0.04355	0.04355	0.26679	0.26679
0.275	31.212	0.550	0.36680	0.34290	0.03961	0.03961	0.36398	0.36398
0.275	36.887	0.650	0.25690	0.24330	0.04474	0.04474	0.09240	0.09240
0.275	42.562	0.750	0.16170	0.16923	0.04394	0.04394	0.02939	0.02939
0.350	10.834	0.150	0.79720	0.78283	0.04601	0.04601	0.09758	0.09758
0.350	18.056	0.250	0.56240	0.59063	0.03142	0.03142	0.80734	0.80734
0.350	25.279	0.350	0.40080	0.44071	0.03102	0.03102	1.65496	1.65496
0.350	32.502	0.450	0.27030	0.32039	0.02610	0.02610	3.68281	3.68281
