ID            : 5942
TypeExp       : DISNEU
TypeTheo      : SIG
TypeCurrent   : CCWP
A1            : 56
A2            : 0
Z1            : 26
Z2            : 0
KinVar        : [X, Q2, Y ]

X	Q2	Y	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.350	7.387	0.250	1.10601	1.10668	0.03950	0.03770	0.68454	-0.00063
0.350	10.340	0.350	1.06585	1.07072	0.04018	0.03548	0.79049	0.01405
0.350	13.300	0.450	1.06482	1.04224	0.04419	0.03986	0.03474	0.35698
0.350	16.250	0.550	1.00664	1.01888	0.05577	0.04630	0.55040	0.04767
0.450	9.497	0.250	0.71829	0.70563	0.04391	0.03177	0.03427	0.23119
0.450	13.300	0.350	0.64507	0.67174	0.03217	0.02982	1.98669	0.71181
0.450	17.100	0.450	0.63982	0.64717	0.04157	0.03499	0.38744	0.02009
0.550	16.250	0.350	0.41223	0.36489	0.03212	0.02559	1.21535	3.76624
0.550	20.890	0.450	0.40708	0.34688	0.04890	0.03308	0.98031	3.26820
0.080	4.540	0.550	1.73935	1.66448	0.07540	0.05140	0.10572	2.13272
0.080	5.365	0.650	1.63328	1.63759	0.09917	0.05295	0.27061	-0.01704
0.125	4.514	0.350	1.78569	1.79554	0.07119	0.04657	0.74725	0.02633
0.125	5.804	0.450	1.78672	1.77117	0.05862	0.04804	0.38083	0.15856
0.125	7.094	0.550	1.77127	1.74447	0.06224	0.05006	0.15463	0.36929
0.125	8.383	0.650	1.59826	1.71895	0.05509	0.05137	9.18423	5.74481
0.175	4.514	0.250	1.74861	1.75561	0.06116	0.04693	0.88717	0.02889
0.175	6.320	0.350	1.77333	1.73114	0.07835	0.04892	0.01362	0.77808
0.175	8.125	0.450	1.72802	1.70338	0.05260	0.05024	0.23284	0.31357
0.175	9.931	0.550	1.67138	1.67648	0.06608	0.05255	0.65498	-0.00466
0.175	11.740	0.650	1.71154	1.65206	0.07529	0.05918	0.01745	1.12642
0.225	5.804	0.250	1.66005	1.60776	0.05424	0.04745	0.00612	1.21620
0.225	8.125	0.350	1.58899	1.57674	0.05502	0.04814	0.37611	0.08530
0.225	10.450	0.450	1.56428	1.54731	0.05609	0.05074	0.25468	0.17182
0.225	12.770	0.550	1.39951	1.52077	0.06695	0.05173	5.83821	4.91200
0.225	15.090	0.650	1.43761	1.49737	0.06458	0.06067	2.46376	0.88193
0.275	7.094	0.250	1.44585	1.41200	0.05651	0.04556	0.02005	0.66265
0.275	9.931	0.350	1.30374	1.37714	0.04732	0.04552	5.51723	2.41403
0.275	12.770	0.450	1.45718	1.34739	0.05307	0.05225	1.62335	4.34222
0.275	15.610	0.550	1.34596	1.32148	0.08314	0.05588	0.03034	0.24220
0.275	18.440	0.650	1.22753	1.29935	0.06530	0.06326	2.70240	1.22680
0.350	9.028	0.250	1.09675	1.08847	0.03906	0.02957	0.36094	0.10486
0.350	12.640	0.350	1.08027	1.05185	0.03355	0.03150	0.00722	0.94759
0.350	16.250	0.450	0.98347	1.02318	0.03528	0.03309	3.73577	1.30032
0.350	19.860	0.550	1.08954	0.99973	0.04260	0.04066	1.87104	5.24145
0.450	11.610	0.250	0.69316	0.68565	0.04008	0.02423	0.09810	0.20181
0.450	16.250	0.350	0.68688	0.65280	0.03328	0.02691	0.18197	1.54620
0.450	20.890	0.450	0.62962	0.62903	0.04169	0.03004	0.17875	0.00465
0.450	25.540	0.550	0.57268	0.61071	0.04800	0.03564	1.29448	1.04584
0.550	14.190	0.250	0.40276	0.37503	0.02211	0.01889	0.52798	2.21843
0.550	19.860	0.350	0.37485	0.35027	0.02507	0.02128	0.29989	1.56179
0.550	25.540	0.450	0.35003	0.33363	0.02937	0.02489	0.04562	0.55712
0.650	23.470	0.350	0.17538	0.15698	0.01948	0.01525	0.46743	1.71134
0.650	30.180	0.450	0.15293	0.14706	0.01981	0.01851	0.00529	0.13782
0.045	4.115	0.750	1.28314	1.40358	0.06224	0.05926	6.41009	4.15073
0.080	4.390	0.450	1.87425	1.72102	0.05715	0.04925	2.99952	10.09354
0.080	5.365	0.550	1.77436	1.69281	0.05101	0.04907	0.35031	2.73140
0.080	6.341	0.650	1.73008	1.66412	0.05610	0.05023	0.08008	1.76793
0.080	7.316	0.750	1.55089	1.63802	0.09985	0.06171	1.74815	1.67712
0.125	5.335	0.350	1.86395	1.81295	0.04695	0.04506	0.00394	1.23462
0.125	6.859	0.450	1.74758	1.78575	0.05105	0.04464	3.02271	0.63276
0.125	8.383	0.550	1.83821	1.75705	0.07479	0.04754	0.13967	3.48089
0.125	9.908	0.650	1.69300	1.73005	0.07591	0.04811	1.28498	0.49384
0.125	11.430	0.750	1.54265	1.70639	0.08849	0.06120	5.54506	7.06956
0.175	5.335	0.250	1.76200	1.76267	0.06374	0.04435	0.65722	-0.00438
0.175	7.469	0.350	1.64769	1.73481	0.04762	0.04360	8.01417	3.93542
0.175	9.603	0.450	1.65387	1.70492	0.05350	0.04559	3.41893	1.10411
0.175	11.740	0.550	1.64975	1.67657	0.05797	0.04789	1.65434	0.33739
0.175	13.870	0.650	1.68786	1.65104	0.06039	0.05315	0.03976	0.48725
0.175	16.000	0.750	1.61062	1.62899	0.08159	0.07180	0.63447	0.09182
0.225	4.115	0.150	1.63122	1.63545	0.06518	0.06377	0.62309	-0.00152
0.225	6.859	0.250	1.61783	1.60447	0.05430	0.04393	0.38006	0.10579
0.225	9.603	0.350	1.51897	1.57100	0.05757	0.04376	2.78107	1.26839
0.225	12.350	0.450	1.50661	1.54010	0.05521	0.04580	1.95026	0.51473
0.225	15.090	0.550	1.54368	1.51258	0.05963	0.05008	0.05185	0.49412
0.225	17.830	0.650	1.59311	1.48851	0.06339	0.05780	0.85143	3.19324
0.225	20.580	0.750	1.48292	1.46775	0.10271	0.07909	0.07299	0.07564
0.275	5.030	0.150	1.36759	1.44459	0.07516	0.05991	2.40625	1.50615
0.275	8.383	0.250	1.41187	1.40187	0.05968	0.04229	0.26751	-0.00432
0.275	11.740	0.350	1.30889	1.36541	0.04879	0.04208	3.74524	1.80081
0.275	15.090	0.450	1.33360	1.33465	0.04665	0.04565	0.72224	-0.00229
0.275	18.440	0.550	1.29859	1.30840	0.05855	0.04989	0.65532	0.00551
0.275	21.800	0.650	1.23783	1.28593	0.08128	0.05659	1.06616	0.62148
0.350	6.402	0.150	1.10395	1.12463	0.04420	0.03958	1.41793	0.26478
0.350	10.670	0.250	1.09572	1.07304	0.04079	0.02730	0.04915	0.80433
0.350	14.940	0.350	1.01652	1.03605	0.03301	0.02804	2.19959	0.41000
0.350	19.210	0.450	0.99953	1.00726	0.04220	0.03059	0.75457	-0.00829
0.350	23.470	0.550	1.07409	0.98407	0.05790	0.03637	1.03558	5.94312
0.350	27.740	0.650	0.95082	0.96459	0.04910	0.04292	0.70708	0.11840
0.450	13.720	0.250	0.73487	0.66961	0.03917	0.02329	1.26143	7.85451
0.450	19.210	0.350	0.66083	0.63752	0.03562	0.02423	0.01379	0.92612
0.450	24.690	0.450	0.58823	0.61462	0.03120	0.02583	1.93663	1.07970
0.450	30.180	0.550	0.55198	0.59666	0.03844	0.03072	2.48970	1.87293
0.550	16.770	0.250	0.40461	0.36230	0.02299	0.01730	1.77225	6.28883
0.550	23.470	0.350	0.34210	0.33909	0.02058	0.01822	0.11208	0.02553
0.550	30.180	0.450	0.35703	0.32321	0.02476	0.02257	0.90013	2.16819
0.650	27.740	0.350	0.16014	0.15018	0.01864	0.01284	0.08146	0.65390
0.650	35.670	0.450	0.18166	0.14095	0.02957	0.01737	1.43700	5.25448
0.750	41.150	0.450	0.05774	0.04687	0.01519	0.00969	0.36671	1.20626
0.045	4.115	0.650	1.64872	1.46889	0.07236	0.05330	3.33338	11.31926
0.045	4.749	0.750	1.58796	1.43656	0.06521	0.05577	2.61447	7.20820
0.080	5.065	0.450	1.78569	1.74590	0.06524	0.04877	0.03330	0.65038
0.080	6.191	0.550	1.83821	1.71568	0.07017	0.05067	0.97599	5.75114
0.080	7.316	0.650	1.81452	1.68545	0.05973	0.05163	1.64249	6.25283
0.080	8.442	0.750	1.60547	1.65824	0.07769	0.05299	1.63146	1.22064
0.125	4.397	0.250	1.82894	1.84805	0.04682	0.04483	2.36846	0.20988
0.125	6.156	0.350	1.92059	1.82629	0.07909	0.04675	0.23956	4.25870
0.125	7.914	0.450	1.85880	1.79680	0.05018	0.04669	0.02670	1.60675
0.125	9.673	0.550	1.74038	1.76646	0.06991	0.04618	1.19619	0.51868
0.125	11.430	0.650	1.82688	1.73822	0.05527	0.04991	0.41907	3.36083
0.125	13.190	0.750	1.68271	1.71366	0.07110	0.05411	1.25543	0.23692
0.175	6.156	0.250	1.68477	1.76724	0.05181	0.04404	6.41829	3.72033
0.175	8.618	0.350	1.68786	1.73669	0.06139	0.04487	2.53223	1.27454
0.175	11.080	0.450	1.73935	1.70511	0.07189	0.04686	0.05022	0.56657
0.175	13.540	0.550	1.66417	1.67557	0.06529	0.04818	0.83249	0.08643
0.175	16.000	0.650	1.56737	1.64921	0.05197	0.05033	5.99025	2.54656
0.175	18.470	0.750	1.66314	1.62649	0.06950	0.06115	0.02734	0.37887
0.225	4.749	0.150	1.68477	1.63551	0.06345	0.05556	0.00006	0.75301
0.225	7.914	0.250	1.67859	1.60058	0.05457	0.04537	0.29060	2.60707
0.225	11.080	0.350	1.57355	1.56521	0.05101	0.04477	0.53220	0.02375
0.225	14.250	0.450	1.53338	1.53315	0.05387	0.04621	0.67190	-0.00035
0.225	17.410	0.550	1.51279	1.50489	0.05373	0.04925	0.44616	-0.00757
0.225	20.580	0.650	1.48086	1.48026	0.05903	0.05444	0.51258	-0.00108
0.225	23.740	0.750	1.57664	1.45915	0.09096	0.06940	0.62394	2.37619
0.275	5.804	0.150	1.47057	1.43788	0.05967	0.05272	0.02741	0.39908
0.275	9.673	0.250	1.45100	1.39250	0.04814	0.04332	0.11748	1.71021
0.275	13.540	0.350	1.36450	1.35491	0.04623	0.04320	0.41860	0.06709
0.275	17.410	0.450	1.33772	1.32347	0.04778	0.04517	0.26225	0.08045
0.275	21.280	0.550	1.32536	1.29686	0.05892	0.04949	0.02800	0.23239
0.275	25.150	0.650	1.33360	1.27420	0.07610	0.05788	0.07471	1.10088
0.350	7.387	0.150	1.03908	1.11214	0.05272	0.03203	3.82797	5.23809
0.350	12.310	0.250	1.06276	1.05972	0.04051	0.02713	0.46811	0.00277
0.350	17.240	0.350	1.02816	1.02248	0.02900	0.02798	0.68944	0.03220
0.350	22.160	0.450	1.03805	0.99383	0.04070	0.03063	0.12116	1.72477
0.350	27.080	0.550	0.98810	0.97067	0.03839	0.03428	0.08464	0.23136
0.350	32.010	0.650	0.93826	0.95115	0.03953	0.04016	1.02643	0.10861
0.450	9.497	0.150	0.70151	0.70610	0.03173	0.02647	0.61582	-0.00550
0.450	15.830	0.250	0.68596	0.65624	0.03042	0.02218	0.10511	2.04694
0.450	22.160	0.350	0.66258	0.62500	0.03022	0.02380	0.37072	2.64419
0.450	28.490	0.450	0.61830	0.60255	0.03071	0.02613	0.00488	0.26888
0.450	34.820	0.550	0.54590	0.58487	0.03664	0.02955	2.23427	1.65328
0.550	19.350	0.250	0.38505	0.35200	0.02502	0.01667	0.76641	3.76127
0.550	27.080	0.350	0.31080	0.32997	0.02235	0.01672	1.58957	1.24996
0.550	34.820	0.450	0.36568	0.31466	0.02320	0.02209	3.03943	5.08622
0.550	42.560	0.550	0.28206	0.30300	0.03094	0.02442	0.88482	0.83099
0.650	22.860	0.250	0.19103	0.15790	0.01286	0.01171	4.60432	8.08857
0.650	32.010	0.350	0.17661	0.14476	0.01574	0.01321	2.88752	5.75570
0.650	41.150	0.450	0.15911	0.13607	0.01870	0.01546	0.97227	2.37470
0.750	36.930	0.350	0.04916	0.04858	0.00865	0.00631	0.00944	0.01063
0.750	47.490	0.450	0.03635	0.04470	0.00884	0.00737	1.13101	1.22194
0.045	4.664	0.650	1.67859	1.49799	0.07172	0.05802	3.38756	9.63849
0.045	5.382	0.750	1.68271	1.46470	0.06751	0.05988	6.28929	12.87786
0.080	4.465	0.350	1.97002	1.79383	0.06461	0.05598	3.40207	9.67515
0.080	5.741	0.450	1.85160	1.76661	0.05789	0.05417	0.29399	2.27959
0.080	7.016	0.550	1.87219	1.73461	0.07553	0.05516	1.21888	6.23324
0.080	8.292	0.650	1.86292	1.70309	0.06049	0.05611	3.06570	7.92011
0.080	9.568	0.750	1.61680	1.67490	0.07157	0.05470	2.14821	1.04883
0.125	4.983	0.250	1.87116	1.86151	0.06084	0.04998	0.53510	0.04863
0.125	6.976	0.350	1.86910	1.83682	0.06812	0.04999	0.10258	0.23532
0.125	8.970	0.450	1.88352	1.80541	0.07389	0.05047	0.10195	2.12610
0.125	10.960	0.550	1.79496	1.77366	0.06228	0.05037	0.24241	0.19575
0.125	12.960	0.650	1.83718	1.74445	0.07729	0.05296	0.26184	2.86337
0.125	14.950	0.750	1.77127	1.71910	0.08416	0.05697	0.00011	0.76900
0.175	4.186	0.150	1.85571	1.79280	0.06388	0.05574	0.02076	1.08420
0.175	6.976	0.250	1.83924	1.77020	0.05773	0.05057	0.07493	1.92223
0.175	9.767	0.350	1.68580	1.73743	0.06026	0.04832	2.77759	1.35545
0.175	12.560	0.450	1.63122	1.70445	0.05053	0.04843	5.68145	2.42963
0.175	15.350	0.550	1.72596	1.67395	0.06284	0.05185	0.00107	1.21165
0.175	18.140	0.650	1.70330	1.64688	0.07129	0.05552	0.00998	0.86408
0.175	20.930	0.750	1.71772	1.62362	0.07280	0.06353	0.37169	2.11899
0.225	5.382	0.150	1.62092	1.63450	0.06782	0.05328	0.79567	0.07762
0.225	8.970	0.250	1.60444	1.59642	0.05467	0.04811	0.49384	0.04371
0.225	12.560	0.350	1.50249	1.55951	0.05218	0.04665	3.70948	1.59654
0.225	16.150	0.450	1.55192	1.52653	0.05848	0.04914	0.11158	0.27826
0.225	19.730	0.550	1.49631	1.49767	0.05263	0.05095	0.72043	0.00114
0.225	23.320	0.650	1.66623	1.47265	0.08481	0.06044	2.93736	10.11831
0.225	26.910	0.750	1.53338	1.45117	0.08813	0.06878	0.18422	1.55447
0.275	6.578	0.150	1.46233	1.43130	0.06401	0.05148	0.03118	0.32126
0.275	10.960	0.250	1.34493	1.38387	0.06323	0.04478	1.51652	0.78109
0.275	15.350	0.350	1.44379	1.34532	0.06024	0.04743	0.88525	3.74829
0.275	19.730	0.450	1.29138	1.31340	0.05730	0.04670	1.07455	0.28599
0.275	24.120	0.550	1.29756	1.28659	0.06461	0.05113	0.16940	0.02677
0.275	28.500	0.650	1.26769	1.26370	0.07589	0.05789	0.18562	-0.00141
0.275	32.890	0.750	1.32742	1.24402	0.08643	0.07714	0.27086	1.29570
0.350	8.372	0.150	1.14927	1.10099	0.03650	0.03301	0.16914	2.10493
0.350	13.950	0.250	1.09778	1.04798	0.03036	0.02952	0.35229	3.01715
0.350	19.530	0.350	1.02178	1.01064	0.03963	0.02964	0.21650	0.17109
0.350	25.110	0.450	0.98203	0.98215	0.03959	0.03102	0.52005	0.00023
0.350	30.700	0.550	0.99315	0.95890	0.04191	0.03550	0.01724	0.94018
0.350	36.280	0.650	0.94001	0.93939	0.04465	0.04108	0.35476	0.00186
0.450	10.760	0.150	0.68915	0.69380	0.04207	0.02530	0.34199	0.00556
0.450	17.940	0.250	0.67360	0.64482	0.03502	0.02342	0.07026	1.58182
0.450	25.110	0.350	0.65609	0.61435	0.02673	0.02457	0.72426	2.83038
0.450	32.290	0.450	0.63580	0.59218	0.03458	0.02758	0.53194	2.39580
0.450	39.470	0.550	0.61006	0.57471	0.03651	0.03194	0.23462	1.22504
0.550	21.930	0.250	0.39545	0.34352	0.02028	0.01797	3.98316	8.84793
0.550	30.700	0.350	0.38659	0.32228	0.03168	0.01988	2.81222	10.38606
0.550	39.470	0.450	0.30822	0.30743	0.02913	0.02042	0.07782	0.00338
0.550	48.240	0.550	0.30626	0.29609	0.04217	0.02559	0.00097	0.00460
0.650	25.910	0.250	0.20545	0.15273	0.01771	0.01258	6.97293	17.64992
0.650	36.280	0.350	0.15643	0.14029	0.01651	0.01239	0.49459	1.53760
0.650	46.640	0.450	0.13727	0.13200	0.01921	0.01446	0.00455	0.09498
0.650	57.010	0.550	0.12801	0.12587	0.02350	0.01829	0.00448	0.02559
0.750	41.860	0.350	0.05247	0.04656	0.00915	0.00649	0.23078	0.82324
0.750	53.820	0.450	0.05496	0.04294	0.01079	0.00867	0.93424	1.64635
0.045	4.411	0.550	1.67653	1.55949	0.07918	0.06630	0.74866	2.62330
0.045	5.213	0.650	1.75788	1.52332	0.10700	0.06745	2.94676	11.58824
0.045	6.015	0.750	1.67138	1.48916	0.09879	0.06632	1.83545	7.13170
0.045	6.817	0.850	1.51897	1.45975	0.14587	0.10339	0.01093	0.28083
0.080	4.990	0.350	1.92471	1.81344	0.07253	0.06338	0.58682	2.90501
0.080	6.416	0.450	1.84542	1.78414	0.10551	0.06147	0.00555	0.84009
0.080	7.842	0.550	1.83718	1.75064	0.07909	0.06179	0.17798	1.90596
0.080	9.267	0.650	1.74244	1.71795	0.06891	0.06046	0.14183	0.22435
0.080	10.690	0.750	1.93604	1.68859	0.07857	0.06692	5.93482	13.71063
0.080	12.120	0.850	1.77539	1.66489	0.14315	0.10751	0.17050	1.01009
0.125	5.569	0.250	1.84336	1.87251	0.05997	0.05621	1.89287	0.28719
0.125	7.797	0.350	1.85365	1.84532	0.06649	0.05666	0.46462	0.02467
0.125	10.020	0.450	1.85880	1.81222	0.09052	0.05716	0.00637	0.68134
0.125	12.250	0.550	1.77436	1.77933	0.06785	0.05617	0.68931	0.00779
0.125	14.480	0.650	1.84027	1.74922	0.09115	0.05968	0.17179	2.06208
0.125	16.710	0.750	1.68065	1.72322	0.08229	0.06079	1.22878	0.61625
0.125	18.940	0.850	1.80319	1.70208	0.13606	0.10947	0.12925	0.76134
0.175	4.678	0.150	1.80113	1.79821	0.09144	0.05858	0.28959	-0.00407
0.175	7.797	0.250	1.76303	1.77205	0.08562	0.05587	0.49192	0.06945
0.175	10.920	0.350	1.72184	1.73742	0.06611	0.05543	0.97926	0.10513
0.175	14.030	0.450	1.73935	1.70326	0.07936	0.05677	0.03231	0.31757
0.175	17.150	0.550	1.69403	1.67195	0.07820	0.05729	0.11876	0.08172
0.175	20.270	0.650	1.63328	1.64429	0.08241	0.05996	0.50024	0.10485
0.175	23.390	0.750	1.62916	1.62049	0.08114	0.06746	0.22497	-0.02321
0.225	6.015	0.150	1.63842	1.63286	0.06777	0.05666	0.38150	-0.00060
0.225	10.020	0.250	1.51485	1.59220	0.05342	0.05293	5.14763	2.22121
0.225	14.030	0.350	1.48910	1.55402	0.05989	0.05297	3.25322	1.46172
0.225	18.040	0.450	1.49940	1.52029	0.06976	0.05425	0.84946	0.15678
0.225	22.050	0.550	1.53029	1.49094	0.07917	0.05705	0.00389	0.38830
0.225	26.060	0.650	1.46027	1.46554	0.09405	0.06146	0.25557	0.02030
0.225	30.070	0.750	1.46027	1.44377	0.08421	0.07173	0.09369	0.02842
0.275	7.352	0.150	1.46645	1.42496	0.06430	0.05448	0.00022	0.74806
0.275	12.250	0.250	1.38818	1.37585	0.06706	0.05145	0.17247	0.05354
0.275	17.150	0.350	1.30786	1.33659	0.05242	0.05030	1.61390	0.36559
0.275	22.050	0.450	1.38818	1.30435	0.08930	0.05395	0.23892	1.85472
0.275	26.960	0.550	1.36553	1.27726	0.08975	0.05748	0.29490	1.87985
0.275	31.860	0.650	1.34287	1.25415	0.07350	0.06466	0.46002	1.63942
0.275	36.760	0.750	1.22135	1.23433	0.07980	0.07543	0.36681	0.04740
0.350	9.357	0.150	1.13279	1.09094	0.04585	0.03473	0.03908	1.59758
0.350	15.590	0.250	1.08439	1.03751	0.05234	0.03330	0.08762	1.88599
0.350	21.830	0.350	0.99768	1.00021	0.03506	0.03249	0.80237	0.01810
0.350	28.070	0.450	0.92837	0.97170	0.03363	0.03313	4.35871	1.83415
0.350	34.310	0.550	0.92085	0.94845	0.03872	0.03655	1.96262	0.65167
0.350	40.550	0.650	0.96596	0.92893	0.05453	0.04450	0.02767	0.41018
0.450	12.030	0.150	0.72128	0.68304	0.03617	0.02719	0.23035	2.03529
0.450	20.050	0.250	0.66876	0.63487	0.03211	0.02607	0.20477	1.44175
0.450	28.070	0.350	0.62581	0.60501	0.04250	0.02655	0.00402	0.73133
0.450	36.090	0.450	0.60275	0.58310	0.04020	0.02893	0.00299	0.34118
0.450	44.110	0.550	0.58689	0.56584	0.03747	0.03312	0.01175	0.41766
0.450	52.130	0.650	0.57669	0.55164	0.04885	0.04178	0.02930	0.42970
0.550	14.700	0.150	0.40667	0.37194	0.02704	0.01947	0.72100	3.25190
0.550	24.510	0.250	0.33036	0.33632	0.02990	0.01783	0.26952	0.13561
0.550	34.310	0.350	0.34571	0.31568	0.02563	0.02011	0.61049	2.20268
0.550	44.110	0.450	0.30338	0.30120	0.02693	0.02178	0.06003	0.02344
0.550	53.910	0.550	0.29051	0.29012	0.03017	0.02638	0.07065	-0.00217
0.650	28.960	0.250	0.17960	0.14839	0.01571	0.01256	2.74252	6.39202
0.650	40.550	0.350	0.14088	0.13651	0.01875	0.01269	0.00025	0.10688
0.650	52.130	0.450	0.15705	0.12855	0.02318	0.01635	1.06783	2.81801
0.650	63.710	0.550	0.11585	0.12264	0.02434	0.01740	0.17359	0.17946
0.750	46.780	0.350	0.05086	0.04488	0.00921	0.00676	0.23964	0.63807
0.750	60.150	0.450	0.04942	0.04147	0.00947	0.00853	0.47358	0.91526
0.750	73.520	0.550	0.04806	0.03903	0.01365	0.01158	0.31336	0.69212
0.045	4.179	0.450	1.96384	1.62964	0.08378	0.06470	10.96001	25.96538
0.045	5.107	0.550	1.84336	1.59364	0.09660	0.06227	4.13146	15.30620
0.045	6.036	0.650	1.72287	1.55590	0.08193	0.05982	2.04259	6.94520
0.045	6.965	0.750	1.61474	1.52059	0.08721	0.05858	0.29548	2.20108
0.045	7.893	0.850	1.63431	1.49042	0.09712	0.07789	0.98886	3.68964
0.080	4.127	0.250	1.94531	1.85625	0.07095	0.05666	0.21312	2.31381
0.080	5.778	0.350	1.93398	1.83806	0.07338	0.05663	0.29620	2.59660
0.080	7.429	0.450	1.88249	1.80607	0.06444	0.05585	0.11575	1.85067
0.080	9.080	0.550	1.80422	1.77058	0.05839	0.05518	0.10122	0.32091
0.080	10.730	0.650	1.78981	1.73612	0.08949	0.05587	0.00044	0.57198
0.080	12.380	0.750	1.89485	1.70594	0.06844	0.05895	3.83671	9.95045
0.080	14.030	0.850	1.58487	1.68136	0.11773	0.07311	1.46219	2.43834
0.125	6.449	0.250	1.95149	1.88570	0.06922	0.05218	0.01803	1.48237
0.125	9.028	0.350	1.80937	1.85533	0.06555	0.05034	2.25031	0.96590
0.125	11.610	0.450	1.89485	1.82016	0.05558	0.05215	0.12735	1.90248
0.125	14.190	0.550	1.81555	1.78575	0.07706	0.05154	0.08719	0.18593
0.125	16.770	0.650	1.81658	1.75452	0.07757	0.05282	0.01495	1.08124
0.125	19.350	0.750	1.72699	1.72766	0.07754	0.05457	0.42691	0.00291
0.125	21.930	0.850	1.65078	1.70572	0.08477	0.07577	1.46839	0.62167
0.175	5.417	0.150	1.77951	1.80401	0.07729	0.05036	0.96719	0.31455
0.175	9.028	0.250	1.80422	1.77343	0.06185	0.05050	0.12008	0.19611
0.175	12.640	0.350	1.70845	1.73647	0.05658	0.04967	1.87474	0.33507
0.175	16.250	0.450	1.65181	1.70085	0.07014	0.04981	1.90689	1.08369
0.175	19.860	0.550	1.59105	1.66852	0.06419	0.04996	3.70276	2.67771
0.175	23.470	0.650	1.61783	1.64003	0.06037	0.05273	1.30735	0.17439
0.175	27.080	0.750	1.66726	1.61565	0.08268	0.05950	0.00164	0.58887
0.175	30.700	0.850	1.44482	1.59546	0.10507	0.08141	3.35519	3.62980
0.225	6.965	0.150	1.56737	1.62969	0.05348	0.04799	4.05427	1.65803
0.225	11.610	0.250	1.56840	1.58584	0.07949	0.04835	0.62492	0.24452
0.225	16.250	0.350	1.45615	1.54611	0.05746	0.04675	5.28683	3.99272
0.225	20.890	0.450	1.44791	1.51150	0.05881	0.04799	3.21819	2.02684
0.225	25.540	0.550	1.41702	1.48153	0.05573	0.04895	3.58498	2.12091
0.225	30.180	0.650	1.41496	1.45567	0.06202	0.05286	1.73424	0.65710
0.225	34.820	0.750	1.35523	1.43353	0.07139	0.05886	2.71016	2.07175
0.275	8.512	0.150	1.41084	1.41595	0.05828	0.04626	0.62173	0.02616
0.275	14.190	0.250	1.32536	1.36482	0.07369	0.04521	1.11533	0.71056
0.275	19.860	0.350	1.37685	1.32471	0.06150	0.04645	0.03991	1.01086
0.275	25.540	0.450	1.27387	1.29212	0.05636	0.04632	0.95645	0.21753
0.275	31.210	0.550	1.29653	1.26471	0.06245	0.04961	0.00835	0.38039
