ID            : 106
TypeExp       : DIS
TypeTheo      : F2
TypeCurrent   : NCGAMMA
A1            : 2
A2            : 0
Z1            : 1
Z2            : 0
KinVar        : [X, Q2 ]

X	Q2	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.450	57.000	0.10251	0.10486	0.00370	0.00370	0.40501	-0.65370
0.450	65.500	0.09825	0.10308	0.00370	0.00370	1.70200	0.06138
0.450	75.000	0.09663	0.10139	0.00380	0.00380	1.56642	0.19621
0.450	86.000	0.09667	0.09973	0.00390	0.00390	0.61412	-0.22509
0.450	99.000	0.09943	0.09807	0.00410	0.00410	0.11022	0.38446
0.450	115.500	0.09581	0.09631	0.00410	0.00410	0.01485	-0.09760
0.450	137.500	0.08823	0.09439	0.00490	0.00490	1.57889	0.92645
0.450	175.000	0.09061	0.09184	0.00460	0.00460	0.07148	-0.08953
0.550	43.000	0.05251	0.05964	0.00390	0.00390	3.34169	-0.01278
0.550	49.500	0.05634	0.05822	0.00430	0.00430	0.19169	-0.52340
0.550	57.000	0.05492	0.05686	0.00270	0.00270	0.51805	-1.09315
0.550	65.500	0.05051	0.05558	0.00270	0.00270	3.52553	0.12950
0.550	75.000	0.05669	0.05438	0.00310	0.00310	0.55591	1.66614
0.550	86.000	0.04728	0.05321	0.00280	0.00280	4.48856	1.96733
0.550	99.000	0.04950	0.05206	0.00310	0.00310	0.68130	-0.11807
0.550	115.500	0.04637	0.05085	0.00310	0.00310	2.08540	0.78524
0.550	137.500	0.04308	0.04954	0.00370	0.00370	3.04437	2.00965
0.550	175.000	0.03951	0.04782	0.00310	0.00310	7.18578	5.30282
0.550	230.000	0.04192	0.04600	0.00460	0.00460	0.78683	0.41580
0.650	49.500	0.02537	0.02647	0.00250	0.00250	0.19512	-0.54504
0.650	57.000	0.02488	0.02565	0.00170	0.00170	0.20697	-0.79963
0.650	65.500	0.02244	0.02489	0.00170	0.00170	2.07772	-0.74970
0.650	75.000	0.02380	0.02419	0.00180	0.00180	0.04624	-0.33993
0.650	86.000	0.02282	0.02351	0.00190	0.00190	0.13308	-0.41299
0.650	99.000	0.02300	0.02286	0.00210	0.00210	0.00474	0.08944
0.650	115.500	0.01989	0.02217	0.00190	0.00190	1.44391	0.24872
0.650	137.500	0.02032	0.02145	0.00250	0.00250	0.20250	-0.10328
0.650	175.000	0.01820	0.02051	0.00240	0.00240	0.92375	0.46745
0.650	230.000	0.01614	0.01953	0.00260	0.00260	1.69876	1.27904
0.750	57.000	0.00911	0.00878	0.00110	0.00110	0.08857	0.47919
0.750	65.500	0.00910	0.00843	0.00110	0.00110	0.37427	1.08177
0.750	75.000	0.00787	0.00811	0.00110	0.00110	0.04603	-0.16062
0.750	86.000	0.00903	0.00780	0.00130	0.00130	0.88885	1.71840
0.750	99.000	0.00808	0.00752	0.00120	0.00120	0.22132	0.66555
0.750	115.500	0.00615	0.00722	0.00120	0.00120	0.79692	0.25282
0.750	137.500	0.00565	0.00691	0.00120	0.00120	1.10819	0.59780
0.750	175.000	0.00542	0.00653	0.00120	0.00120	0.84796	0.52213
