ID            : 5945
TypeExp       : DISNEU
TypeTheo      : SIG
TypeCurrent   : CCWP
A1            : 56
A2            : 0
Z1            : 26
Z2            : 0
KinVar        : [X, Q2, Y ]

X	Q2	Y	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.350	32.502	0.450	0.94860	0.95793	0.02853	0.02853	0.10704	0.10704
0.350	39.724	0.550	0.83290	0.93466	0.02779	0.02779	13.40840	13.40840
0.350	46.947	0.650	0.83140	0.91513	0.03843	0.03843	4.74691	4.74691
0.350	54.169	0.750	0.92740	0.89843	0.06604	0.06604	0.19237	0.19237
0.450	13.929	0.150	0.64910	0.66920	0.02076	0.02076	0.93711	0.93711
0.450	23.215	0.250	0.58000	0.62230	0.02245	0.02245	3.54956	3.54956
0.450	32.502	0.350	0.57940	0.59291	0.02201	0.02201	0.37686	0.37686
0.450	41.788	0.450	0.53470	0.57133	0.02090	0.02090	3.07100	3.07100
0.450	51.074	0.550	0.54680	0.55430	0.02696	0.02696	0.07734	0.07734
0.450	60.360	0.650	0.45090	0.54027	0.03797	0.03797	5.53985	5.53985
0.550	17.025	0.150	0.36700	0.36100	0.01742	0.01742	0.11880	0.11880
0.550	28.375	0.250	0.30160	0.32718	0.01608	0.01608	2.53149	2.53149
0.550	39.724	0.350	0.27600	0.30726	0.01413	0.01413	4.89344	4.89344
0.550	51.074	0.450	0.26630	0.29322	0.01910	0.01910	1.98712	1.98712
0.550	62.424	0.550	0.24410	0.28245	0.02516	0.02516	2.32360	2.32360
0.550	73.774	0.650	0.23810	0.27374	0.03126	0.03126	1.29972	1.29972
0.650	33.533	0.250	0.13360	0.14298	0.00963	0.00963	0.94841	0.94841
0.650	46.947	0.350	0.12000	0.13177	0.00870	0.00870	1.82976	1.82976
0.650	60.360	0.450	0.12030	0.12420	0.01162	0.01162	0.11263	0.11263
0.650	73.774	0.550	0.09833	0.11855	0.01367	0.01367	2.18780	2.18780
0.045	4.939	0.450	1.86500	1.66991	0.06448	0.06448	9.15419	9.15419
0.045	6.036	0.550	1.72500	1.63150	0.06506	0.06506	2.06525	2.06525
0.045	7.133	0.650	1.62100	1.59187	0.06166	0.06166	0.22320	0.22320
0.045	8.231	0.750	1.90200	1.55519	0.07086	0.07086	23.95391	23.95391
0.045	9.328	0.850	1.73400	1.52414	0.10030	0.10030	4.37769	4.37769
0.080	4.878	0.250	1.96300	1.88690	0.06044	0.06044	1.58522	1.58522
0.080	6.829	0.350	1.97300	1.86443	0.06678	0.06678	2.64299	2.64299
0.080	8.780	0.450	1.78600	1.82943	0.06030	0.06030	0.51878	0.51878
0.080	10.731	0.550	1.83800	1.79141	0.06414	0.06414	0.52760	0.52760
0.080	12.682	0.650	1.86800	1.75556	0.07247	0.07247	2.40711	2.40711
0.080	14.633	0.750	1.83200	1.72410	0.07357	0.07357	2.15106	2.15106
0.080	16.584	0.850	1.76800	1.69862	0.09994	0.09994	0.48197	0.48197
0.125	4.573	0.150	1.85300	1.91336	0.05253	0.05253	1.32017	1.32017
0.125	7.621	0.250	1.85000	1.89897	0.06301	0.06301	0.60407	0.60407
0.125	10.670	0.350	1.86300	1.86514	0.05655	0.05655	0.00143	0.00143
0.125	13.718	0.450	1.77100	1.82767	0.05296	0.05296	1.14482	1.14482
0.125	16.767	0.550	1.85000	1.79161	0.06176	0.06176	0.89370	0.89370
0.125	19.815	0.650	1.75300	1.75915	0.05993	0.05993	0.01055	0.01055
0.125	22.864	0.750	1.86600	1.73117	0.06955	0.06955	3.75799	3.75799
0.125	25.912	0.850	1.66200	1.70845	0.10760	0.10760	0.18633	0.18633
0.175	6.402	0.150	1.70900	1.80888	0.05140	0.05140	3.77621	3.77621
0.175	10.670	0.250	1.72900	1.77362	0.05173	0.05173	0.74392	0.74392
0.175	14.938	0.350	1.70000	1.73418	0.06454	0.06454	0.28043	0.28043
0.175	19.206	0.450	1.56100	1.69699	0.04954	0.04954	7.53518	7.53518
0.175	23.473	0.550	1.61700	1.66351	0.05944	0.05944	0.61214	0.61214
0.175	27.741	0.650	1.59800	1.63418	0.06864	0.06864	0.27790	0.27790
0.175	32.009	0.750	1.53800	1.60917	0.07210	0.07210	0.97442	0.97442
0.175	36.277	0.850	1.78500	1.58848	0.14510	0.14510	1.83434	1.83434
0.225	4.115	0.075	1.66800	1.65646	0.11810	0.11810	0.00955	0.00955
0.225	8.231	0.150	1.59900	1.62480	0.05319	0.05319	0.23520	0.23520
0.225	13.718	0.250	1.45000	1.57767	0.05549	0.05549	5.29385	5.29385
0.225	19.206	0.350	1.45600	1.53632	0.05288	0.05288	2.30735	2.30735
0.225	24.693	0.450	1.47300	1.50081	0.05392	0.05392	0.26593	0.26593
0.225	30.180	0.550	1.46500	1.47016	0.06392	0.06392	0.00651	0.00651
0.225	35.667	0.650	1.34000	1.44377	0.06034	0.06034	2.95762	2.95762
0.225	41.155	0.750	1.35900	1.42122	0.08490	0.08490	0.53713	0.53713
0.225	46.642	0.850	1.57900	1.40219	0.17930	0.17930	0.97238	0.97238
0.275	5.030	0.075	1.48800	1.45675	0.12530	0.12530	0.06221	0.06221
0.275	10.060	0.150	1.35900	1.40489	0.05027	0.05027	0.83343	0.83343
0.275	16.767	0.250	1.32100	1.35176	0.04783	0.04783	0.41355	0.41355
0.275	23.473	0.350	1.19800	1.31093	0.04861	0.04861	5.39756	5.39756
0.275	30.180	0.450	1.19200	1.27780	0.04814	0.04814	3.17678	3.17678
0.275	36.887	0.550	1.20700	1.25000	0.05293	0.05293	0.65990	0.65990
0.275	43.594	0.650	1.21400	1.22634	0.06222	0.06222	0.03931	0.03931
0.275	50.300	0.750	1.10300	1.20608	0.09367	0.09367	1.21105	1.21105
0.350	6.402	0.075	1.11600	1.12897	0.07540	0.07540	0.02957	0.02957
0.350	12.804	0.150	0.98140	1.06204	0.03258	0.03258	6.12588	6.12588
0.350	21.340	0.250	0.98600	1.00788	0.03069	0.03069	0.50841	0.50841
0.350	29.875	0.350	0.90230	0.97083	0.03001	0.03001	5.21521	5.21521
0.350	38.411	0.450	0.89150	0.94220	0.03181	0.03181	2.54025	2.54025
0.350	46.947	0.550	0.86930	0.91889	0.03412	0.03412	2.11271	2.11271
0.350	55.483	0.650	0.91370	0.89934	0.04470	0.04470	0.10326	0.10326
0.350	64.019	0.750	0.92240	0.88261	0.07251	0.07251	0.30117	0.30117
0.450	16.462	0.150	0.59970	0.65383	0.02525	0.02525	4.59513	4.59513
0.450	27.436	0.250	0.54110	0.60827	0.02190	0.02190	9.40774	9.40774
0.450	38.411	0.350	0.54010	0.57939	0.02397	0.02397	2.68617	2.68617
0.450	49.386	0.450	0.54910	0.55814	0.02504	0.02504	0.13022	0.13022
0.450	60.360	0.550	0.51040	0.54134	0.03281	0.03281	0.88945	0.88945
0.450	71.335	0.650	0.53180	0.52748	0.03911	0.03911	0.01219	0.01219
0.550	20.120	0.150	0.33490	0.34921	0.01789	0.01789	0.63990	0.63990
0.550	33.533	0.250	0.29170	0.31719	0.01721	0.01721	2.19409	2.19409
0.550	46.947	0.350	0.28940	0.29801	0.01735	0.01735	0.24626	0.24626
0.550	60.360	0.450	0.26860	0.28444	0.02086	0.02086	0.57634	0.57634
0.550	73.774	0.550	0.26030	0.27397	0.02203	0.02203	0.38532	0.38532
0.550	87.187	0.650	0.28120	0.26548	0.03669	0.03669	0.18353	0.18353
0.650	23.778	0.150	0.14430	0.15604	0.01124	0.01124	1.09147	1.09147
0.650	39.630	0.250	0.14130	0.13722	0.01255	0.01255	0.10579	0.10579
0.650	55.483	0.350	0.12880	0.12667	0.01051	0.01051	0.04111	0.04111
0.650	71.335	0.450	0.13930	0.11949	0.01353	0.01353	2.14410	2.14410
0.650	87.187	0.550	0.11300	0.11410	0.01628	0.01628	0.00453	0.00453
0.650	103.039	0.650	0.07889	0.10980	0.02072	0.02072	2.22515	2.22515
0.045	4.432	0.350	1.93900	1.73623	0.08643	0.08643	5.50377	5.50377
0.045	5.698	0.450	1.97400	1.70347	0.07662	0.07662	12.46663	12.46663
0.045	6.965	0.550	1.79300	1.66293	0.07558	0.07558	2.96184	2.96184
0.045	8.231	0.650	1.78100	1.62165	0.07305	0.07305	4.75827	4.75827
0.045	9.497	0.750	1.73700	1.58378	0.09247	0.09247	2.74567	2.74567
0.045	10.764	0.850	1.66800	1.55193	0.10190	0.10190	1.29756	1.29756
0.080	5.628	0.250	1.92800	1.91167	0.06593	0.06593	0.06137	0.06137
0.080	7.879	0.350	1.84700	1.88561	0.06899	0.06899	0.31324	0.31324
0.080	10.130	0.450	1.98800	1.84778	0.06628	0.06628	4.47552	4.47552
0.080	12.382	0.550	1.94200	1.80816	0.06741	0.06741	3.94202	3.94202
0.080	14.633	0.650	1.93300	1.77086	0.07611	0.07611	4.53861	4.53861
0.080	16.884	0.750	1.85200	1.73835	0.07653	0.07653	2.20524	2.20524
0.080	19.135	0.850	1.87800	1.71208	0.10850	0.10850	2.33864	2.33864
0.125	5.276	0.150	1.91600	1.92827	0.05998	0.05998	0.04184	0.04184
0.125	8.794	0.250	1.96900	1.90891	0.05949	0.05949	1.02026	1.02026
0.125	12.311	0.350	1.91000	1.87224	0.06383	0.06383	0.35001	0.35001
0.125	15.829	0.450	1.82300	1.83287	0.05963	0.05963	0.02740	0.02740
0.125	19.346	0.550	1.79000	1.79547	0.06688	0.06688	0.00668	0.00668
0.125	22.864	0.650	1.68700	1.76182	0.06251	0.06251	1.43265	1.43265
0.125	26.381	0.750	1.67700	1.73304	0.07048	0.07048	0.63223	0.63223
0.125	29.899	0.850	1.64000	1.70971	0.10210	0.10210	0.46621	0.46621
0.175	7.387	0.150	1.71300	1.81169	0.06432	0.06432	2.35414	2.35414
0.175	12.311	0.250	1.69400	1.77268	0.06230	0.06230	1.59500	1.59500
0.175	17.236	0.350	1.71400	1.73123	0.05622	0.05622	0.09397	0.09397
0.175	22.160	0.450	1.61700	1.69276	0.06280	0.06280	1.45519	1.45519
0.175	27.085	0.550	1.66600	1.65835	0.06211	0.06211	0.01515	0.01515
0.175	32.009	0.650	1.55900	1.62836	0.06490	0.06490	1.14226	1.14226
0.175	36.934	0.750	1.54200	1.60282	0.08321	0.08321	0.53433	0.53433
0.175	41.858	0.850	1.77000	1.58170	0.12390	0.12390	2.30969	2.30969
0.225	4.749	0.075	1.74300	1.65649	0.11050	0.11050	0.61295	0.61295
0.225	9.497	0.150	1.49200	1.61962	0.05651	0.05651	5.09982	5.09982
0.225	15.829	0.250	1.47100	1.56991	0.05449	0.05449	3.29508	3.29508
0.225	22.160	0.350	1.47600	1.52737	0.05730	0.05730	0.80359	0.80359
0.225	28.492	0.450	1.46400	1.49106	0.05871	0.05871	0.21247	0.21247
0.225	34.823	0.550	1.46400	1.45985	0.06838	0.06838	0.00369	0.00369
0.225	41.155	0.650	1.34000	1.43303	0.06328	0.06328	2.16145	2.16145
0.225	47.486	0.750	1.45700	1.41014	0.07897	0.07897	0.35215	0.35215
0.225	53.818	0.850	1.44600	1.39081	0.13000	0.13000	0.18025	0.18025
0.275	5.804	0.075	1.27600	1.45010	0.08830	0.08830	3.88771	3.88771
0.275	11.608	0.150	1.39800	1.39476	0.06558	0.06558	0.00244	0.00244
0.275	19.346	0.250	1.18900	1.34014	0.05822	0.05822	6.73944	6.73944
0.275	27.085	0.350	1.19200	1.29878	0.05170	0.05170	4.26602	4.26602
0.275	34.823	0.450	1.21500	1.26520	0.05792	0.05792	0.75113	0.75113
0.275	42.562	0.550	1.16500	1.23708	0.05724	0.05724	1.58577	1.58577
0.275	50.300	0.650	1.18800	1.21318	0.07611	0.07611	0.10942	0.10942
0.275	58.039	0.750	1.17800	1.19271	0.07844	0.07844	0.03518	0.03518
0.350	7.387	0.075	1.02500	1.11665	0.06352	0.06352	2.08179	2.08179
0.350	14.774	0.150	1.00500	1.04865	0.03350	0.03350	1.69796	1.69796
0.350	24.622	0.250	0.96640	0.99454	0.03364	0.03364	0.69950	0.69950
0.350	34.471	0.350	0.92150	0.95736	0.03793	0.03793	0.89391	0.89391
0.350	44.321	0.450	0.84100	0.92868	0.03979	0.03979	4.85545	4.85545
0.350	54.169	0.550	0.90470	0.90534	0.03552	0.03552	0.00032	0.00032
0.350	64.018	0.650	0.88670	0.88574	0.04371	0.04371	0.00049	0.00049
0.350	73.868	0.750	0.81960	0.86896	0.07037	0.07037	0.49191	0.49191
0.450	9.497	0.075	0.61220	0.70654	0.04798	0.04798	3.86641	3.86641
0.450	18.994	0.150	0.58980	0.64099	0.02972	0.02972	2.96639	2.96639
0.450	31.657	0.250	0.58360	0.59648	0.02891	0.02891	0.19855	0.19855
0.450	44.321	0.350	0.53280	0.56800	0.02655	0.02655	1.75745	1.75745
0.450	56.983	0.450	0.50830	0.54701	0.03067	0.03067	1.59271	1.59271
0.450	69.647	0.550	0.50230	0.53039	0.03120	0.03120	0.81033	0.81033
0.450	82.309	0.650	0.51690	0.51664	0.04109	0.04109	0.00004	0.00004
0.450	94.972	0.750	0.53300	0.50494	0.07440	0.07440	0.14228	0.14228
0.550	23.215	0.150	0.31850	0.33983	0.01861	0.01861	1.31385	1.31385
0.550	38.693	0.250	0.27320	0.30896	0.01926	0.01926	3.44794	3.44794
0.550	54.169	0.350	0.30330	0.29036	0.02222	0.02222	0.33937	0.33937
0.550	69.647	0.450	0.29330	0.27713	0.02156	0.02156	0.56243	0.56243
0.550	85.124	0.550	0.24070	0.26690	0.02246	0.02246	1.36084	1.36084
0.550	100.600	0.650	0.24590	0.25857	0.04066	0.04066	0.09707	0.09707
0.650	27.436	0.150	0.15490	0.15032	0.01274	0.01274	0.12915	0.12915
0.650	45.727	0.250	0.12550	0.13257	0.01090	0.01090	0.42103	0.42103
0.650	64.018	0.350	0.10030	0.12252	0.01077	0.01077	4.25760	4.25760
0.650	82.309	0.450	0.12120	0.11563	0.01439	0.01439	0.14959	0.14959
0.650	100.600	0.550	0.12710	0.11043	0.01674	0.01674	0.99132	0.99132
0.650	118.891	0.650	0.08110	0.10627	0.02221	0.02221	1.28416	1.28416
0.015	4.080	0.850	1.36900	1.13204	0.07228	0.07228	10.74788	10.74788
0.045	5.023	0.350	1.79100	1.76726	0.08264	0.08264	0.08254	0.08254
0.045	6.458	0.450	1.85400	1.73208	0.07313	0.07313	2.77963	2.77963
0.045	7.893	0.550	1.94200	1.68962	0.08026	0.08026	9.88774	9.88774
0.045	9.328	0.650	1.63800	1.64688	0.07247	0.07247	0.01502	0.01502
0.045	10.764	0.750	1.68400	1.60793	0.09349	0.09349	0.66212	0.66212
0.045	12.199	0.850	1.83100	1.57535	0.09546	0.09546	7.17211	7.17211
0.080	6.378	0.250	2.06300	1.93223	0.07637	0.07637	2.93227	2.93227
0.080	8.930	0.350	2.01200	1.90308	0.07068	0.07068	2.37483	2.37483
0.080	11.481	0.450	1.85600	1.86303	0.06622	0.06622	0.01128	0.01128
0.080	14.032	0.550	1.86500	1.82178	0.08021	0.08021	0.29033	0.29033
0.080	16.584	0.650	1.72100	1.78326	0.06819	0.06819	0.83359	0.83359
0.080	19.135	0.750	1.83800	1.74982	0.07362	0.07362	1.43475	1.43475
0.080	21.687	0.850	1.86000	1.72271	0.11430	0.11430	1.44278	1.44278
0.125	5.980	0.150	1.91600	1.94011	0.06255	0.06255	0.14855	0.14855
0.125	9.966	0.250	1.92900	1.91656	0.06478	0.06478	0.03688	0.03688
0.125	13.953	0.350	1.73400	1.87749	0.06264	0.06264	5.24705	5.24705
0.125	17.939	0.450	1.80400	1.83652	0.06373	0.06373	0.26036	0.26036
0.125	21.926	0.550	1.74600	1.79786	0.06731	0.06731	0.59369	0.59369
0.125	25.912	0.650	1.79400	1.76330	0.06850	0.06850	0.20081	0.20081
0.125	29.899	0.750	1.79900	1.73386	0.07529	0.07529	0.74844	0.74844
0.125	33.885	0.850	1.85400	1.71002	0.10130	0.10130	2.02008	2.02008
0.175	4.186	0.075	1.84200	1.82607	0.09551	0.09551	0.02783	0.02783
0.175	8.372	0.150	1.76300	1.81316	0.06758	0.06758	0.55095	0.55095
0.175	13.953	0.250	1.72300	1.77103	0.06832	0.06832	0.49426	0.49426
0.175	19.534	0.350	1.57400	1.72795	0.06532	0.06532	5.55501	5.55501
0.175	25.115	0.450	1.70400	1.68801	0.06874	0.06874	0.05414	0.05414
0.175	30.696	0.550	1.60800	1.65323	0.06181	0.06181	0.53548	0.53548
0.175	36.277	0.650	1.55700	1.62266	0.06490	0.06490	1.02362	1.02362
0.175	41.858	0.750	1.61700	1.59667	0.08241	0.08241	0.06086	0.06086
0.175	47.439	0.850	1.62400	1.57517	0.12420	0.12420	0.15460	0.15460
0.225	5.382	0.075	1.78200	1.65543	0.09651	0.09651	1.71984	1.71984
0.225	10.764	0.150	1.57300	1.61440	0.06091	0.06091	0.46198	0.46198
0.225	17.939	0.250	1.62900	1.56260	0.06530	0.06530	1.03384	1.03384
0.225	25.115	0.350	1.55300	1.51909	0.06110	0.06110	0.30805	0.30805
0.225	32.291	0.450	1.47300	1.48213	0.06656	0.06656	0.01881	0.01881
0.225	39.466	0.550	1.51900	1.45041	0.06306	0.06306	1.18305	1.18305
0.225	46.642	0.650	1.22000	1.42323	0.06263	0.06263	10.52918	10.52918
0.225	53.818	0.750	1.36200	1.40002	0.07404	0.07404	0.26369	0.26369
0.225	60.993	0.850	1.54300	1.38042	0.13090	0.13090	1.54269	1.54269
0.275	6.578	0.075	1.36000	1.44356	0.09112	0.09112	0.84100	0.84100
0.275	13.155	0.150	1.28900	1.38549	0.05916	0.05916	2.66042	2.66042
0.275	21.926	0.250	1.30900	1.32980	0.06684	0.06684	0.09686	0.09686
0.275	30.696	0.350	1.19400	1.28815	0.05620	0.05620	2.80636	2.80636
0.275	39.466	0.450	1.23000	1.25393	0.05528	0.05528	0.18733	0.18733
0.275	48.237	0.550	1.17200	1.22554	0.05695	0.05695	0.88375	0.88375
0.275	57.007	0.650	1.18500	1.20141	0.06376	0.06376	0.06626	0.06626
0.275	65.777	0.750	1.05200	1.18075	0.07410	0.07410	3.01898	3.01898
0.275	74.548	0.850	1.03800	1.16303	0.12830	0.12830	0.94967	0.94967
0.350	8.372	0.075	1.06100	1.10563	0.05217	0.05217	0.73169	0.73169
0.350	16.743	0.150	1.04800	1.03688	0.03838	0.03838	0.08401	0.08401
0.350	27.905	0.250	0.87050	0.98281	0.03657	0.03657	9.43085	9.43085
0.350	39.068	0.350	0.84900	0.94554	0.03798	0.03798	6.46125	6.46125
0.350	50.230	0.450	0.88770	0.91681	0.03718	0.03718	0.61300	0.61300
0.350	61.392	0.550	0.84110	0.89342	0.03995	0.03995	1.71525	1.71525
0.350	72.554	0.650	0.79400	0.87377	0.03838	0.03838	4.31940	4.31940
0.350	83.716	0.750	0.83650	0.85692	0.05131	0.05131	0.15832	0.15832
0.450	10.764	0.075	0.65610	0.69438	0.04585	0.04585	0.69693	0.69693
0.450	21.527	0.150	0.63310	0.63012	0.03203	0.03203	0.00866	0.00866
0.450	35.879	0.250	0.56650	0.58633	0.02751	0.02751	0.51951	0.51951
0.450	50.230	0.350	0.47960	0.55817	0.02917	0.02917	7.25503	7.25503
0.450	64.581	0.450	0.51380	0.53738	0.02762	0.02762	0.72885	0.72885
0.450	78.933	0.550	0.45940	0.52088	0.03057	0.03057	4.04517	4.04517
0.450	93.284	0.650	0.41230	0.50721	0.03416	0.03416	7.71983	7.71983
0.450	107.635	0.750	0.45020	0.49555	0.05470	0.05470	0.68733	0.68733
0.550	26.311	0.150	0.30240	0.33194	0.02083	0.02083	2.01173	2.01173
0.550	43.852	0.250	0.23150	0.30199	0.01694	0.01694	17.31602	17.31602
0.550	61.392	0.350	0.25380	0.28384	0.01913	0.01913	2.46601	2.46601
0.550	78.933	0.450	0.23590	0.27089	0.02204	0.02204	2.52016	2.52016
0.550	96.473	0.550	0.22030	0.26083	0.02249	0.02249	3.24834	3.24834
0.550	114.014	0.650	0.20960	0.25262	0.02549	0.02549	2.84832	2.84832
0.550	131.554	0.750	0.26910	0.24567	0.04466	0.04466	0.27513	0.27513
0.650	31.095	0.150	0.16740	0.14561	0.01393	0.01393	2.44638	2.44638
0.650	51.825	0.250	0.12490	0.12870	0.01194	0.01194	0.10155	0.10155
0.650	72.554	0.350	0.08965	0.11905	0.01166	0.01166	6.35559	6.35559
0.650	93.284	0.450	0.08923	0.11238	0.01394	0.01394	2.75869	2.75869
0.650	114.014	0.550	0.09471	0.10733	0.01506	0.01506	0.70205	0.70205
0.650	134.744	0.650	0.07378	0.10327	0.01961	0.01961	2.26076	2.26076
0.015	4.023	0.750	1.39900	1.21094	0.06943	0.06943	7.33670	7.33670
0.015	4.560	0.850	1.31000	1.16394	0.06528	0.06528	5.00581	5.00581
0.015	5.016	0.935	1.19700	1.12908	0.18600	0.18600	0.13336	0.13336
0.045	4.010	0.250	1.92000	1.81111	0.07415	0.07415	2.15641	2.15641
0.045	5.614	0.350	1.85000	1.79425	0.07537	0.07537	0.54709	0.54709
0.045	7.218	0.450	1.96900	1.75688	0.07200	0.07200	8.67939	8.67939
0.045	8.822	0.550	1.83200	1.71271	0.07453	0.07453	2.56195	2.56195
0.045	10.426	0.650	1.67800	1.66908	0.07386	0.07386	0.01459	0.01459
0.045	12.030	0.750	1.71300	1.62870	0.07768	0.07768	1.17762	1.17762
0.045	13.634	0.850	1.78400	1.59546	0.08300	0.08300	5.16004	5.16004
0.080	4.277	0.150	2.00200	1.94717	0.06801	0.06801	0.64996	0.64996
0.080	7.129	0.250	2.02700	1.94965	0.08076	0.08076	0.91744	0.91744
0.080	9.980	0.350	2.02200	1.91748	0.06792	0.06792	2.36799	2.36799
0.080	12.832	0.450	1.83200	1.87581	0.06638	0.06638	0.43549	0.43549
0.080	15.683	0.550	1.87500	1.83308	0.06677	0.06677	0.39421	0.39421
0.080	18.535	0.650	1.82900	1.79348	0.06993	0.06993	0.25794	0.25794
0.080	21.386	0.750	1.78300	1.75912	0.07635	0.07635	0.09780	0.09780
0.080	24.238	0.850	1.76000	1.73129	0.08859	0.08859	0.10499	0.10499
0.125	6.683	0.150	1.86600	1.94972	0.05997	0.05997	1.94881	1.94881
0.125	11.139	0.250	1.83900	1.92256	0.05847	0.05847	2.04257	2.04257
0.125	15.594	0.350	1.91400	1.88142	0.07096	0.07096	0.21079	0.21079
0.125	20.050	0.450	1.91400	1.83907	0.06757	0.06757	1.22974	1.22974
0.125	24.505	0.550	1.74200	1.79929	0.05978	0.05978	0.91841	0.91841
0.125	28.961	0.650	1.66600	1.76398	0.06849	0.06849	2.04671	2.04671
0.125	33.416	0.750	1.66200	1.73397	0.07814	0.07814	0.84833	0.84833
0.125	37.872	0.850	1.70700	1.70967	0.09640	0.09640	0.00077	0.00077
0.175	4.678	0.075	1.92600	1.83141	0.09041	0.09041	1.09457	1.09457
0.175	9.357	0.150	1.86300	1.81375	0.06225	0.06225	0.62601	0.62601
0.175	15.594	0.250	1.69100	1.76899	0.06484	0.06484	1.44657	1.44657
0.175	21.832	0.350	1.65900	1.72449	0.05799	0.05799	1.27540	1.27540
0.175	28.070	0.450	1.59100	1.68399	0.07080	0.07080	1.72525	1.72525
0.175	34.307	0.550	1.65100	1.64818	0.06169	0.06169	0.00208	0.00208
0.175	40.545	0.650	1.59600	1.61712	0.06579	0.06579	0.10307	0.10307
0.175	46.783	0.750	1.44800	1.59072	0.06755	0.06755	4.46419	4.46419
0.175	53.020	0.850	1.58700	1.56888	0.09565	0.09565	0.03590	0.03590
0.225	6.015	0.075	1.54200	1.65374	0.08517	0.08517	1.72130	1.72130
0.225	12.030	0.150	1.59800	1.60925	0.05882	0.05882	0.03656	0.03656
0.225	20.050	0.250	1.52200	1.55572	0.05828	0.05828	0.33474	0.33474
0.225	28.070	0.350	1.47800	1.51138	0.05588	0.05588	0.35678	0.35678
0.225	36.090	0.450	1.43600	1.47381	0.06529	0.06529	0.33542	0.33542
0.225	44.109	0.550	1.46600	1.44170	0.06002	0.06002	0.16394	0.16394
0.225	52.129	0.650	1.32800	1.41418	0.06119	0.06119	1.98358	1.98358
0.225	60.149	0.750	1.26000	1.39069	0.07675	0.07675	2.89944	2.89944
0.225	68.169	0.850	1.37200	1.37082	0.10980	0.10980	0.00011	0.00011
0.275	7.352	0.075	1.49200	1.43723	0.09719	0.09719	0.31753	0.31753
0.275	14.703	0.150	1.32900	1.37696	0.05183	0.05183	0.85632	0.85632
0.275	24.505	0.250	1.30100	1.32044	0.05438	0.05438	0.12776	0.12776
0.275	34.307	0.350	1.22200	1.27800	0.05880	0.05880	0.90712	0.90712
0.275	44.109	0.450	1.24800	1.24371	0.05760	0.05760	0.00554	0.00554
0.275	53.912	0.550	1.12400	1.21508	0.05353	0.05353	2.89503	2.89503
0.275	63.714	0.650	1.16500	1.19075	0.06375	0.06375	0.16310	0.16310
0.275	73.516	0.750	1.07700	1.16989	0.07965	0.07965	1.36014	1.36014
0.275	83.318	0.850	1.19100	1.15198	0.13600	0.13600	0.08230	0.08230
0.350	9.357	0.075	1.15200	1.09567	0.05330	0.05330	1.11711	1.11711
0.350	18.713	0.150	0.98090	1.02637	0.03395	0.03395	1.79371	1.79371
0.350	31.189	0.250	0.96080	0.97234	0.03990	0.03990	0.08370	0.08370
0.350	43.664	0.350	0.85310	0.93501	0.03232	0.03232	6.42218	6.42218
0.350	56.139	0.450	0.85340	0.90622	0.03861	0.03861	1.87169	1.87169
0.350	68.615	0.550	0.77020	0.88278	0.03415	0.03415	10.86714	10.86714
0.350	81.090	0.650	0.82590	0.86305	0.04090	0.04090	0.82509	0.82509
0.350	93.566	0.750	0.77140	0.84612	0.04680	0.04680	2.54902	2.54902
0.450	12.030	0.075	0.75390	0.68377	0.04570	0.04570	2.35524	2.35524
0.450	24.060	0.150	0.61430	0.62072	0.02858	0.02858	0.05051	0.05051
0.450	40.099	0.250	0.56840	0.57742	0.02937	0.02937	0.09433	0.09433
0.450	56.139	0.350	0.46120	0.54953	0.02341	0.02341	14.23688	14.23688
0.450	72.179	0.450	0.47340	0.52890	0.02700	0.02700	4.22468	4.22468
0.450	88.219	0.550	0.50900	0.51249	0.03360	0.03360	0.01078	0.01078
0.450	104.259	0.650	0.43420	0.49886	0.03527	0.03527	3.36113	3.36113
0.450	120.299	0.750	0.47560	0.48721	0.06155	0.06155	0.03560	0.03560
0.550	14.703	0.075	0.35100	0.37169	0.02893	0.02893	0.51142	0.51142
0.550	29.406	0.150	0.28930	0.32516	0.01730	0.01730	4.29593	4.29593
0.550	49.011	0.250	0.28280	0.29596	0.01849	0.01849	0.50640	0.50640
0.550	68.615	0.350	0.25690	0.27818	0.01877	0.01877	1.28508	1.28508
0.550	88.219	0.450	0.26290	0.26544	0.01959	0.01959	0.01684	0.01684
0.550	107.823	0.550	0.22430	0.25552	0.02181	0.02181	2.04945	2.04945
0.550	127.427	0.650	0.19000	0.24740	0.02318	0.02318	6.13096	6.13096
0.550	147.031	0.750	0.18940	0.24051	0.03449	0.03449	2.19566	2.19566
0.650	34.753	0.150	0.12280	0.14163	0.01201	0.01201	2.45939	2.45939
0.650	57.922	0.250	0.12280	0.12541	0.01286	0.01286	0.04104	0.04104
0.650	81.090	0.350	0.11900	0.11606	0.01316	0.01316	0.04994	0.04994
0.650	104.259	0.450	0.10770	0.10958	0.01377	0.01377	0.01859	0.01859
0.650	127.427	0.550	0.09459	0.10464	0.01452	0.01452	0.47885	0.47885
0.650	150.596	0.650	0.11310	0.10065	0.01833	0.01833	0.46117	0.46117
0.015	4.553	0.750	1.51200	1.24725	0.05412	0.05412	23.93159	23.93159
0.015	5.160	0.850	1.41400	1.19972	0.05221	0.05221	16.84446	16.84446
0.015	5.676	0.935	1.40400	1.16476	0.15870	0.15870	2.27264	2.27264
0.045	4.538	0.250	1.96500	1.84359	0.05828	0.05828	4.33962	4.33962
