ID            : 5160
TypeExp       : DIS
TypeTheo      : F2
TypeCurrent   : NCGAMMA
A1            : 2
A2            : 0
Z1            : 1
Z2            : 0
KinVar        : [X, Q2 ]

X	Q2	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.272	4.470	0.26720	0.26175	0.00790	0.00790	0.47574	0.50021
0.275	5.440	0.25620	0.25804	0.00910	0.00910	0.04107	0.04944
0.279	6.840	0.25120	0.25202	0.00900	0.00900	0.00822	0.01702
0.273	8.700	0.25500	0.25273	0.01670	0.01670	0.01844	0.01130
0.348	6.870	0.21950	0.20560	0.00680	0.00680	4.18077	4.74173
0.343	8.730	0.20740	0.20487	0.01080	0.01080	0.05485	0.05807
0.035	4.410	0.36190	0.35795	0.00720	0.00720	0.30039	-0.18759
0.037	5.320	0.40040	0.36649	0.01950	0.01950	3.02441	2.07545
0.050	4.470	0.35890	0.35445	0.00550	0.00550	0.65581	0.42433
0.051	5.430	0.36890	0.36156	0.00720	0.00720	1.03966	0.52946
0.052	6.610	0.39010	0.36784	0.01110	0.01110	4.02323	2.91397
0.070	4.480	0.34420	0.35093	0.00680	0.00680	0.97879	0.62879
0.070	5.470	0.36060	0.35597	0.00780	0.00780	0.35175	0.39057
0.070	6.860	0.36910	0.36144	0.00910	0.00910	0.70776	0.49718
0.072	8.610	0.39760	0.36578	0.01990	0.01990	2.55615	2.07216
0.091	4.470	0.34870	0.34668	0.00860	0.00860	0.05492	0.15238
0.090	5.480	0.35130	0.35017	0.00890	0.00890	0.01615	0.07037
0.090	6.810	0.36180	0.35356	0.00810	0.00810	1.03458	1.27239
0.090	8.770	0.38270	0.35722	0.01490	0.01490	2.92453	2.82119
0.111	4.490	0.33900	0.34130	0.01060	0.01060	0.04713	-0.03432
0.111	5.490	0.34280	0.34350	0.01020	0.01020	0.00470	-0.02064
0.111	6.840	0.34870	0.34550	0.00870	0.00870	0.13522	0.30797
0.111	8.860	0.34480	0.34767	0.01340	0.01340	0.04582	0.00809
0.111	10.750	0.35440	0.34864	0.02510	0.02510	0.05267	0.05480
0.142	4.490	0.31050	0.33051	0.00820	0.00820	5.95581	4.78292
0.141	5.480	0.31770	0.33169	0.00810	0.00810	2.98438	2.18233
0.141	6.870	0.31800	0.33213	0.00640	0.00640	4.87159	3.65420
0.141	8.900	0.33560	0.33268	0.01010	0.01010	0.08364	0.19561
0.142	11.000	0.33450	0.33180	0.01380	0.01380	0.03842	0.07531
0.186	4.500	0.29680	0.31076	0.00990	0.00990	1.98948	1.18735
0.184	5.490	0.29130	0.31116	0.00920	0.00920	4.66138	3.69131
0.183	6.870	0.30120	0.31056	0.00730	0.00730	1.64267	1.10031
0.181	8.930	0.29730	0.31040	0.01090	0.01090	1.44331	1.08572
0.181	11.150	0.34180	0.30879	0.01350	0.01350	5.97800	6.65577
0.228	4.550	0.27070	0.28799	0.01180	0.01180	2.14690	1.48210
0.230	5.470	0.27220	0.28527	0.00970	0.00970	1.81491	1.21732
0.230	6.920	0.27690	0.28302	0.00730	0.00730	0.70274	0.35091
0.227	8.830	0.27830	0.28253	0.00920	0.00920	0.21142	0.10150
0.227	11.230	0.30410	0.27972	0.01190	0.01190	4.19798	4.64425
0.280	5.540	0.25980	0.25468	0.01250	0.01250	0.16799	0.28980
0.285	6.930	0.23890	0.24807	0.00750	0.00750	1.49522	1.15592
0.280	8.850	0.24230	0.24764	0.00950	0.00950	0.31593	0.23539
0.278	11.260	0.23500	0.24518	0.01060	0.01060	0.92207	0.78926
0.279	14.180	0.22040	0.24124	0.01730	0.01730	1.45159	1.36768
0.342	7.080	0.21680	0.20936	0.00730	0.00730	1.03747	1.32948
0.353	8.860	0.19930	0.19760	0.00680	0.00680	0.06286	0.08033
0.353	11.320	0.18290	0.19370	0.00730	0.00730	2.18795	2.24969
0.352	14.310	0.18460	0.19011	0.01120	0.01120	0.24211	0.24251
0.438	9.030	0.13300	0.14187	0.00680	0.00680	1.70092	2.28875
0.470	11.360	0.11890	0.11864	0.00540	0.00540	0.00223	-0.02858
0.478	14.380	0.12150	0.10972	0.00690	0.00690	2.91517	2.08735
0.018	4.340	0.39480	0.37320	0.01250	0.01250	2.98529	1.14642
0.024	4.540	0.38550	0.36827	0.00900	0.00900	3.66595	2.08641
0.025	5.450	0.38640	0.37901	0.00860	0.00860	0.73779	-0.21849
0.028	6.510	0.39300	0.38700	0.01150	0.01150	0.27239	-0.27493
0.035	4.430	0.36920	0.35837	0.01120	0.01120	0.93536	0.21817
0.035	5.490	0.37010	0.37000	0.01040	0.01040	0.00009	-0.00578
0.035	6.960	0.39310	0.38232	0.00750	0.00750	2.06616	0.45662
0.037	8.660	0.37250	0.39110	0.01140	0.01140	2.66321	4.19412
0.049	4.460	0.36190	0.35438	0.00920	0.00920	0.66826	0.19377
0.049	5.460	0.37170	0.36227	0.00990	0.00990	0.90757	0.40636
0.049	6.980	0.38080	0.37161	0.00710	0.00710	1.67673	0.73286
0.049	8.960	0.38650	0.38053	0.00700	0.00700	0.72835	-0.02038
0.052	11.120	0.39540	0.38625	0.00810	0.00810	1.27671	-0.03710
0.070	4.500	0.33160	0.35106	0.01420	0.01420	1.87851	2.27782
0.069	5.470	0.35580	0.35622	0.01450	0.01450	0.00085	0.01057
0.070	6.920	0.37880	0.36169	0.01040	0.01040	2.70685	2.13373
0.070	8.990	0.36380	0.36821	0.00900	0.00900	0.24063	0.44210
0.070	11.390	0.38680	0.37317	0.00790	0.00790	2.97602	1.83761
0.071	14.460	0.38920	0.37744	0.01000	0.01000	1.38202	0.40251
0.089	5.500	0.34730	0.35050	0.02150	0.02150	0.02217	0.06240
0.090	6.950	0.36290	0.35394	0.01280	0.01280	0.48999	0.35836
0.090	8.960	0.37350	0.35776	0.01140	0.01140	1.90647	1.57610
0.090	11.450	0.36550	0.36093	0.00910	0.00910	0.25249	0.09638
0.090	14.680	0.37700	0.36397	0.00960	0.00960	1.84191	1.12358
0.091	19.010	0.37650	0.36645	0.01620	0.01620	0.38461	0.06762
0.110	6.960	0.33080	0.34590	0.01450	0.01450	1.08406	1.32468
0.110	8.990	0.33740	0.34797	0.01280	0.01280	0.68181	0.73146
0.110	11.450	0.35270	0.34954	0.01040	0.01040	0.09259	0.05549
0.110	14.770	0.34940	0.35127	0.00970	0.00970	0.03717	0.07029
0.110	19.370	0.37680	0.35260	0.01530	0.01530	2.50243	2.02172
0.139	7.160	0.32910	0.33329	0.01620	0.01620	0.06675	0.11506
0.140	9.010	0.35080	0.33295	0.01410	0.01410	1.60342	1.51312
0.140	11.430	0.33700	0.33325	0.00870	0.00870	0.18590	0.17383
0.140	14.840	0.33480	0.33304	0.00760	0.00760	0.05359	0.05541
0.140	19.320	0.34130	0.33259	0.00880	0.00880	0.98039	0.87975
0.142	25.360	0.32900	0.33072	0.01730	0.01730	0.00992	0.03186
0.178	7.380	0.26780	0.31284	0.02010	0.02010	5.02069	5.25840
0.180	8.970	0.30600	0.31106	0.01580	0.01580	0.10269	0.13215
0.181	11.440	0.28670	0.30850	0.00960	0.00960	5.15466	5.33116
0.180	14.860	0.31070	0.30747	0.00890	0.00890	0.13206	0.15416
0.180	19.430	0.30470	0.30547	0.00870	0.00870	0.00780	0.00143
0.180	25.900	0.30200	0.30309	0.01440	0.01440	0.00574	0.00902
0.223	9.150	0.27810	0.28499	0.01800	0.01800	0.14657	0.18421
0.226	11.470	0.27410	0.28013	0.01010	0.01010	0.35606	0.41565
0.226	14.900	0.25690	0.27694	0.00790	0.00790	6.43745	6.49747
0.225	19.560	0.26270	0.27426	0.00780	0.00780	2.19630	2.08304
0.226	26.320	0.28400	0.27037	0.01230	0.01230	1.22753	1.29267
0.277	11.620	0.24280	0.24566	0.01170	0.01170	0.05962	0.08109
0.276	14.820	0.24530	0.24280	0.00940	0.00940	0.07068	0.06773
0.276	19.600	0.23630	0.23827	0.00820	0.00820	0.05757	0.05309
0.276	26.490	0.22830	0.23342	0.01140	0.01140	0.20204	0.18845
0.276	33.940	0.21100	0.22988	0.01970	0.01970	0.91821	0.86723
0.341	15.010	0.17330	0.19661	0.00620	0.00620	14.13204	13.89796
0.346	19.650	0.18250	0.18836	0.00570	0.00570	1.05781	0.86883
0.347	26.240	0.17740	0.18285	0.00720	0.00720	0.57267	0.41446
0.349	34.490	0.16100	0.17670	0.01100	0.01100	2.03739	1.91050
0.452	20.020	0.11520	0.11925	0.00470	0.00470	0.74251	0.27752
0.471	26.120	0.09570	0.10399	0.00420	0.00420	3.89410	2.63360
0.474	34.790	0.09690	0.09840	0.00650	0.00650	0.05314	-0.05629
0.013	4.450	0.40140	0.39215	0.00470	0.00470	3.87697	-5.57561
0.014	5.380	0.43140	0.40530	0.00840	0.00840	9.65596	0.29550
0.017	4.460	0.39910	0.37775	0.00640	0.00640	11.12829	0.65627
0.017	5.600	0.40510	0.39876	0.00790	0.00790	0.64384	-1.12739
0.018	6.730	0.42330	0.41059	0.00550	0.00550	5.34318	-3.24566
0.025	4.480	0.38830	0.36666	0.00610	0.00610	12.58586	4.03844
0.025	5.470	0.40090	0.38012	0.00630	0.00630	10.87770	1.82816
0.024	7.220	0.40430	0.40143	0.00510	0.00510	0.31696	-1.01686
0.025	8.880	0.43140	0.41171	0.00470	0.00470	17.55581	2.68109
0.028	10.780	0.44360	0.41828	0.00830	0.00830	9.30532	1.40550
0.035	4.480	0.38770	0.35910	0.00880	0.00880	10.56001	5.81661
0.035	5.490	0.37940	0.36978	0.00800	0.00800	1.44465	-0.38245
0.035	6.860	0.40190	0.38146	0.00700	0.00700	8.52625	2.57000
0.035	9.010	0.40800	0.39608	0.00590	0.00590	4.07883	0.70877
0.035	11.440	0.42270	0.40803	0.00460	0.00460	10.17699	0.84614
0.037	14.090	0.43460	0.41485	0.00760	0.00760	6.75280	0.05928
0.047	5.530	0.36960	0.36362	0.00890	0.00890	0.45136	-0.35018
0.049	6.930	0.38580	0.37116	0.00570	0.00570	6.59253	2.03973
0.049	8.990	0.38880	0.38088	0.00580	0.00580	1.86333	-0.04193
0.049	11.570	0.40670	0.39042	0.00450	0.00450	13.08078	7.74290
0.049	14.870	0.41330	0.39853	0.00380	0.00380	15.10387	3.40202
0.053	18.900	0.42440	0.40196	0.00550	0.00550	16.64625	4.17210
0.066	7.320	0.37490	0.36457	0.01130	0.01130	0.83556	0.05060
0.070	8.930	0.37380	0.36763	0.00850	0.00850	0.52700	-0.31041
0.070	11.450	0.38320	0.37329	0.00640	0.00640	2.39911	0.99592
0.069	15.010	0.39640	0.37925	0.00490	0.00490	12.24317	8.30332
0.070	19.640	0.39200	0.38430	0.00420	0.00420	3.36407	-0.82382
0.072	25.550	0.42380	0.38749	0.00900	0.00900	16.28076	8.57027
0.086	9.340	0.33900	0.36002	0.01470	0.01470	2.04471	2.92490
0.090	11.480	0.36890	0.36113	0.00770	0.00770	1.01745	0.30148
0.090	14.950	0.36680	0.36439	0.00630	0.00630	0.14614	-0.07769
0.089	19.880	0.37420	0.36787	0.00470	0.00470	1.81659	0.26028
0.090	26.060	0.38650	0.37005	0.00580	0.00580	8.04261	3.30891
0.109	11.800	0.34270	0.35023	0.01020	0.01020	0.54548	0.90383
0.110	14.900	0.36880	0.35151	0.00780	0.00780	4.91461	4.16974
0.110	19.860	0.35990	0.35307	0.00540	0.00540	1.59987	0.74220
0.110	26.360	0.35800	0.35412	0.00550	0.00550	0.49853	-0.19637
0.111	34.480	0.38490	0.35459	0.01100	0.01100	7.59269	4.98378
0.139	11.770	0.29290	0.33353	0.01510	0.01510	7.23932	7.89394
0.137	15.030	0.33320	0.33452	0.00650	0.00650	0.04096	0.11299
0.139	19.880	0.32910	0.33321	0.00430	0.00430	0.91536	0.92695
0.139	26.620	0.33280	0.33234	0.00410	0.00410	0.01275	-0.05031
0.140	35.220	0.34190	0.33112	0.00670	0.00670	2.59071	1.27273
0.179	15.070	0.30630	0.30814	0.00840	0.00840	0.04795	0.05363
0.179	19.990	0.29780	0.30573	0.00500	0.00500	2.51420	2.45844
0.179	26.740	0.30280	0.30377	0.00450	0.00450	0.04620	0.01254
0.180	35.130	0.30170	0.30099	0.00530	0.00530	0.01783	-0.00069
0.181	45.740	0.32010	0.29818	0.00990	0.00990	4.90186	4.18704
0.224	15.140	0.26610	0.27825	0.00830	0.00830	2.14212	2.27053
0.224	19.970	0.27290	0.27478	0.00510	0.00510	0.13596	0.13973
0.224	26.760	0.26740	0.27133	0.00430	0.00430	0.83617	0.70384
0.224	35.300	0.26090	0.26814	0.00470	0.00470	2.37139	2.07908
0.225	46.570	0.26140	0.26404	0.00750	0.00750	0.12375	0.12039
0.265	16.060	0.27820	0.24931	0.02320	0.02320	1.55029	1.65948
0.274	19.990	0.23460	0.23933	0.00550	0.00550	0.73850	0.87557
0.274	26.760	0.22920	0.23502	0.00450	0.00450	1.67470	1.63694
0.275	35.420	0.23280	0.23043	0.00480	0.00480	0.24343	0.33093
0.274	46.980	0.23540	0.22640	0.00710	0.00710	1.60689	1.78745
0.277	59.790	0.16980	0.22107	0.01830	0.01830	7.85038	7.99990
0.329	20.730	0.19810	0.19948	0.00580	0.00580	0.05637	0.04832
0.344	26.730	0.17390	0.18458	0.00320	0.00320	11.13213	10.66995
0.345	35.480	0.17780	0.17947	0.00320	0.00320	0.27393	0.12585
0.345	46.610	0.16940	0.17462	0.00390	0.00390	1.79388	1.53513
0.349	61.170	0.15920	0.16798	0.01060	0.01060	0.68676	0.72463
0.433	27.700	0.12460	0.12496	0.00350	0.00350	0.01052	-0.05063
0.466	35.560	0.09990	0.10247	0.00210	0.00210	1.50111	0.21265
0.470	46.580	0.09600	0.09638	0.00240	0.00240	0.02448	-0.12681
0.477	62.240	0.08350	0.08908	0.00540	0.00540	1.06750	0.86415
