ID            : 5947
TypeExp       : DISNEU
TypeTheo      : SIG
TypeCurrent   : CCWP
A1            : 208
A2            : 0
Z1            : 82
Z2            : 0
KinVar        : [X, Q2, Y ]

X	Q2	Y	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.275	9.286	0.400	1.49400	1.41606	0.06535	0.04808	1.42241	1.41051
0.275	11.608	0.500	1.36600	1.38856	0.05538	0.04497	0.16598	0.42572
0.275	13.929	0.600	1.39800	1.36477	0.05962	0.04433	0.31055	0.57590
0.275	16.251	0.700	1.33000	1.34420	0.06331	0.04237	0.05030	0.19809
0.275	18.572	0.800	1.26300	1.32645	0.09471	0.04119	0.44890	1.94096
0.350	8.864	0.300	1.21200	1.11580	0.06601	0.03123	2.12406	5.09464
0.350	11.819	0.400	1.13500	1.08288	0.05734	0.02994	0.82638	0.69478
0.350	14.774	0.500	1.08100	1.05646	0.04112	0.02853	0.35627	-0.13440
0.350	17.728	0.600	0.99590	1.03453	0.03639	0.02664	1.12659	3.33425
0.350	20.683	0.700	0.98590	1.01596	0.04723	0.02588	0.40520	2.25475
0.450	11.397	0.300	0.71240	0.70234	0.06588	0.02382	0.02332	-0.55579
0.450	15.196	0.400	0.71420	0.67305	0.05826	0.02405	0.49901	-0.51947
0.450	18.994	0.500	0.68310	0.65098	0.05341	0.02335	0.36172	-0.72091
0.450	22.793	0.600	0.63840	0.63360	0.04041	0.02165	0.01409	-0.23632
0.450	26.592	0.700	0.64280	0.61925	0.03944	0.02167	0.35653	-0.20813
0.550	13.929	0.300	0.42520	0.38511	0.05484	0.01783	0.53452	1.22276
0.550	18.572	0.400	0.41280	0.36303	0.05361	0.01768	0.86176	3.12802
0.550	23.215	0.500	0.36890	0.34742	0.04027	0.01669	0.28457	-0.49506
0.550	27.859	0.600	0.37360	0.33542	0.03109	0.01640	1.50753	1.97363
0.550	32.502	0.700	0.31680	0.32568	0.02971	0.01503	0.08928	1.15016
0.650	21.949	0.400	0.18260	0.16456	0.02927	0.01076	0.37987	0.98907
0.650	27.436	0.500	0.16680	0.15518	0.02645	0.01040	0.19299	0.09001
0.650	32.924	0.600	0.14580	0.14815	0.02507	0.00983	0.00881	0.37929
0.080	4.127	0.500	1.76600	1.71882	0.11352	0.06346	0.17273	0.53974
0.080	4.953	0.600	1.85800	1.69391	0.11861	0.06446	1.91398	6.20041
0.080	5.778	0.700	1.76000	1.66853	0.15037	0.06159	0.37001	2.43546
0.080	6.604	0.800	1.61800	1.64563	0.13833	0.05798	0.03990	0.14108
0.125	5.159	0.400	1.87500	1.83453	0.09644	0.06123	0.17607	0.58066
0.125	6.449	0.500	1.77400	1.81129	0.08980	0.05802	0.17246	0.42630
0.125	7.739	0.600	1.76900	1.78653	0.11110	0.05703	0.02489	-0.03005
0.125	9.028	0.700	1.76800	1.76325	0.11943	0.05672	0.00158	0.05096
0.125	10.318	0.800	1.62800	1.74311	0.12834	0.05300	0.80454	3.44906
0.175	5.417	0.300	1.78500	1.79708	0.08585	0.06257	0.01981	0.02387
0.175	7.223	0.400	1.81900	1.77158	0.09102	0.06220	0.27145	0.80481
0.175	9.028	0.500	1.71400	1.74462	0.07244	0.05864	0.17866	0.27452
0.175	10.834	0.600	1.69100	1.71923	0.09311	0.05770	0.09191	0.34316
0.175	12.640	0.700	1.70100	1.69633	0.11452	0.05623	0.00167	0.04503
0.175	14.445	0.800	1.56600	1.67683	0.11078	0.05284	1.00084	3.46694
0.225	4.643	0.200	1.66000	1.67181	0.08529	0.06079	0.01917	0.01432
0.225	6.965	0.300	1.59400	1.64137	0.07125	0.06008	0.44188	0.76423
0.225	9.286	0.400	1.57000	1.61040	0.07085	0.05899	0.32511	0.54400
0.225	11.608	0.500	1.74900	1.58194	0.07959	0.06086	4.40537	7.90797
0.225	13.929	0.600	1.60700	1.55662	0.08348	0.05736	0.36421	1.02830
0.225	16.251	0.700	1.52800	1.53452	0.08561	0.05479	0.00580	-0.00790
0.225	18.572	0.800	1.41700	1.51558	0.09761	0.05156	1.01988	3.40868
0.275	5.675	0.200	1.49900	1.47361	0.08070	0.05949	0.09898	-0.11357
0.275	8.512	0.300	1.47100	1.43454	0.08095	0.05965	0.20287	0.17213
0.275	11.350	0.400	1.42300	1.40118	0.06971	0.05704	0.09802	-0.06227
0.275	14.187	0.500	1.39700	1.37274	0.06505	0.05576	0.13908	0.02518
0.275	17.025	0.600	1.37500	1.34835	0.07135	0.05362	0.13954	0.11978
0.275	19.862	0.700	1.30400	1.32736	0.06930	0.05122	0.11365	0.25275
0.275	22.700	0.800	1.31300	1.30943	0.08182	0.05079	0.00191	0.01242
0.350	7.223	0.200	1.11400	1.14030	0.07339	0.03625	0.12844	1.51648
0.350	10.834	0.300	1.18300	1.09604	0.07077	0.03802	1.50979	2.41500
0.350	14.445	0.400	1.03600	1.06281	0.05564	0.03467	0.23228	1.52200
0.350	18.056	0.500	1.12000	1.03632	0.04947	0.03574	2.86086	3.73242
0.350	21.668	0.600	1.07400	1.01454	0.04777	0.03412	1.54942	1.39891
0.350	25.279	0.700	1.06600	0.99622	0.05297	0.03372	1.73523	2.79954
0.350	28.890	0.800	1.02100	0.98043	0.06052	0.03203	0.44929	0.98628
0.450	13.929	0.300	0.70910	0.68218	0.07074	0.02927	0.14485	-0.75234
0.450	18.572	0.400	0.72910	0.65379	0.06994	0.02946	1.15951	2.26103
0.450	23.215	0.500	0.72640	0.63266	0.05593	0.02903	2.80926	4.92473
0.450	27.859	0.600	0.62920	0.61584	0.04304	0.02630	0.09640	-0.36989
0.450	32.502	0.700	0.66980	0.60183	0.04602	0.02700	2.18192	2.97311
0.550	17.025	0.300	0.42230	0.36929	0.05790	0.02179	0.83797	2.10819
0.550	22.700	0.400	0.35060	0.34883	0.04630	0.01966	0.00145	-0.11499
0.550	28.375	0.500	0.38380	0.33422	0.04001	0.02069	1.53565	2.69173
0.550	34.049	0.600	0.33010	0.32283	0.03390	0.01897	0.04595	-0.28824
0.550	39.724	0.700	0.33510	0.31356	0.03326	0.01899	0.41954	0.28165
0.650	26.827	0.400	0.17980	0.15594	0.03073	0.01307	0.60295	1.50267
0.650	33.533	0.500	0.14890	0.14736	0.02275	0.01176	0.00458	-0.08367
0.650	40.240	0.600	0.16520	0.14089	0.02569	0.01272	0.89572	1.74954
0.650	46.947	0.700	0.13210	0.13574	0.02057	0.01144	0.03137	0.40370
0.045	4.137	0.700	1.38500	1.47033	0.10084	0.05015	0.71603	3.17505
0.045	4.728	0.800	1.34400	1.43579	0.11125	0.04904	0.68068	3.19220
0.080	4.202	0.400	1.96200	1.79047	0.10766	0.05718	2.53844	9.25525
0.080	5.253	0.500	1.80300	1.76647	0.10806	0.05367	0.11428	0.44061
0.080	6.303	0.600	1.77700	1.73821	0.11079	0.05215	0.12259	0.54110
0.080	7.354	0.700	1.76700	1.71036	0.11861	0.05117	0.22806	1.33384
0.080	8.404	0.800	1.58100	1.68567	0.12693	0.04786	0.68007	3.96377
0.125	4.925	0.300	1.91400	1.88175	0.08341	0.05311	0.14953	0.39752
0.125	6.566	0.400	1.88300	1.86055	0.07921	0.05147	0.08030	0.08904
0.125	8.207	0.500	1.76500	1.83338	0.08772	0.04857	0.60775	1.99766
0.125	9.849	0.600	1.89000	1.80576	0.09818	0.04970	0.73621	3.31822
0.125	11.491	0.700	1.84300	1.78035	0.11013	0.04788	0.32355	2.18045
0.125	13.132	0.800	1.65300	1.75863	0.11001	0.04444	0.92196	4.97632
0.175	4.596	0.200	1.69300	1.82786	0.07023	0.05155	3.68670	7.27207
0.175	6.894	0.300	1.75200	1.80509	0.07144	0.05180	0.55223	1.10386
0.175	9.192	0.400	1.85600	1.77541	0.07338	0.05262	1.20616	2.30628
0.175	11.491	0.500	1.74900	1.74570	0.07915	0.04937	0.00173	0.00802
0.175	13.789	0.600	1.74800	1.71826	0.08426	0.04895	0.12459	0.51752
0.175	16.087	0.700	1.66800	1.69402	0.08866	0.04681	0.08610	0.12435
0.175	18.385	0.800	1.62000	1.67342	0.10142	0.04516	0.27737	0.91811
0.225	5.909	0.200	1.55900	1.66909	0.06274	0.05026	3.07880	5.20300
0.225	8.864	0.300	1.63000	1.63353	0.06352	0.05137	0.00310	0.01393
0.225	11.819	0.400	1.61300	1.59981	0.06204	0.04991	0.04517	-0.09051
0.225	14.774	0.500	1.51000	1.56963	0.06574	0.04711	0.82284	1.55435
0.225	17.728	0.600	1.55300	1.54313	0.06744	0.04707	0.02142	0.00744
0.225	20.683	0.700	1.57800	1.52017	0.07678	0.04636	0.56718	1.45427
0.225	23.638	0.800	1.49800	1.50059	0.09418	0.04489	0.00075	-0.00474
0.275	7.223	0.200	1.45200	1.45929	0.07930	0.04968	0.00845	0.16646
0.275	10.834	0.300	1.49500	1.41703	0.08408	0.05078	0.85995	0.70591
0.275	14.445	0.400	1.31300	1.38210	0.05980	0.04553	1.33490	3.01731
0.275	18.056	0.500	1.38600	1.35275	0.05878	0.04636	0.31999	0.16322
0.275	21.668	0.600	1.35100	1.32786	0.05598	0.04434	0.17090	0.05089
0.275	25.279	0.700	1.34800	1.30660	0.06288	0.04402	0.43336	0.55222
0.275	28.890	0.800	1.25600	1.28833	0.07600	0.04145	0.18094	0.53972
0.350	9.192	0.200	1.13300	1.11713	0.07691	0.03185	0.04257	-0.63918
0.350	13.789	0.300	1.05500	1.07209	0.06450	0.03003	0.07022	1.13882
0.350	18.385	0.400	1.04700	1.03869	0.05958	0.02942	0.01944	-0.39348
0.350	22.981	0.500	1.00400	1.01245	0.04569	0.02811	0.03417	0.47080
0.350	27.577	0.600	1.02800	0.99086	0.04184	0.02790	0.78809	-0.14111
0.350	32.173	0.700	0.99910	0.97255	0.04154	0.02712	0.40844	-0.19291
0.350	36.770	0.800	1.01100	0.95678	0.05196	0.02704	1.08863	2.02961
0.450	11.819	0.200	0.76500	0.69909	0.07512	0.02585	0.76985	1.34104
0.450	17.728	0.300	0.77190	0.65895	0.06875	0.02616	2.69951	9.85701
0.450	23.638	0.400	0.64420	0.63188	0.05624	0.02302	0.04799	-0.65209
0.450	29.547	0.500	0.66630	0.61154	0.05431	0.02322	1.01682	0.77987
0.450	35.456	0.600	0.59840	0.59518	0.04066	0.02151	0.00626	-0.24146
0.450	41.366	0.700	0.60820	0.58155	0.03869	0.02163	0.47436	-0.32963
0.450	47.275	0.800	0.58740	0.56990	0.03820	0.02136	0.20985	-0.49543
0.550	14.445	0.200	0.42650	0.38171	0.06106	0.01848	0.53809	0.72915
0.550	21.668	0.300	0.38250	0.35188	0.06121	0.01760	0.25024	-0.19066
0.550	28.890	0.400	0.38300	0.33307	0.05131	0.01765	0.94677	1.77476
0.550	36.113	0.500	0.34750	0.31933	0.03793	0.01634	0.55134	0.28330
0.550	43.336	0.600	0.34390	0.30858	0.03628	0.01626	0.94745	1.21308
0.550	50.558	0.700	0.30650	0.29979	0.02717	0.01508	0.06093	-0.34356
0.650	25.607	0.300	0.16580	0.15768	0.02670	0.01039	0.09251	-0.16675
0.650	34.143	0.400	0.15150	0.14659	0.02439	0.00998	0.04054	-0.19199
0.650	42.679	0.500	0.14520	0.13881	0.02318	0.00951	0.07589	-0.13190
0.650	51.215	0.600	0.13430	0.13290	0.01857	0.00915	0.00566	-0.06820
0.650	59.751	0.700	0.15540	0.12817	0.01997	0.01034	1.85936	5.07356
0.045	4.559	0.600	1.58600	1.56782	0.11399	0.06389	0.02544	0.07769
0.045	5.318	0.700	1.68100	1.52961	0.13172	0.06502	1.32087	5.10941
0.045	6.078	0.800	1.42000	1.49474	0.10826	0.05891	0.47667	1.63034
0.080	4.052	0.300	1.91900	1.85757	0.09932	0.06659	0.38249	0.41288
0.080	5.403	0.400	1.96200	1.84056	0.11068	0.06601	1.20402	2.36425
0.080	6.754	0.500	1.89200	1.81197	0.11152	0.06350	0.51498	1.06497
0.080	8.104	0.600	1.89100	1.78029	0.12304	0.06242	0.80966	2.66152
0.080	9.455	0.700	1.73300	1.74988	0.10936	0.05896	0.02384	0.10793
0.080	10.806	0.800	1.60000	1.72336	0.13036	0.05524	0.89542	4.69071
0.125	4.221	0.200	2.01800	1.91982	0.08681	0.06484	1.27931	1.71144
0.125	6.332	0.300	1.85300	1.90990	0.09291	0.05993	0.37507	0.93537
0.125	8.442	0.400	1.91800	1.88319	0.08127	0.06015	0.18341	0.06495
0.125	10.553	0.500	1.75000	1.85223	0.08756	0.05560	1.36297	3.30138
0.125	12.663	0.600	1.87600	1.82184	0.10715	0.05776	0.25546	0.55450
0.125	14.774	0.700	1.76500	1.79438	0.12492	0.05495	0.05530	0.10737
0.125	16.884	0.800	1.69900	1.77109	0.11558	0.05320	0.38905	1.47559
0.175	5.909	0.200	1.89600	1.83894	0.08060	0.06453	0.50123	0.40570
0.175	8.864	0.300	1.80500	1.80949	0.07777	0.06126	0.00334	0.04286
0.175	11.819	0.400	1.83300	1.77596	0.07454	0.06016	0.58551	0.67299
0.175	14.774	0.500	1.69700	1.74371	0.07561	0.05620	0.38162	0.81228
0.175	17.728	0.600	1.70900	1.71445	0.08667	0.05594	0.00396	0.00345
0.175	20.683	0.700	1.67200	1.68885	0.11090	0.05503	0.02307	0.05431
0.175	23.638	0.800	1.60500	1.66709	0.11114	0.05297	0.31217	1.11828
0.225	7.598	0.200	1.72400	1.66275	0.08479	0.06290	0.52185	0.55218
0.225	11.397	0.300	1.70500	1.62270	0.07475	0.06045	1.21242	1.25645
0.225	15.196	0.400	1.52900	1.58654	0.06903	0.05597	0.69477	1.28161
0.225	18.994	0.500	1.45200	1.55483	0.06608	0.05313	2.42114	4.16546
0.225	22.793	0.600	1.45300	1.52731	0.07027	0.05237	1.11843	1.95022
0.225	26.592	0.700	1.49900	1.50359	0.08199	0.05282	0.00313	0.00754
0.225	30.391	0.800	1.52900	1.48336	0.07882	0.05366	0.33527	0.48940
0.275	4.643	0.100	1.47000	1.49869	0.08170	0.05807	0.12328	0.62595
0.275	9.286	0.200	1.43300	1.44218	0.09375	0.05792	0.00958	0.13202
0.275	13.929	0.300	1.51900	1.39727	0.09297	0.05894	1.71452	1.95120
0.275	18.572	0.400	1.36100	1.36103	0.06639	0.05411	0.00000	0.00058
0.275	23.215	0.500	1.41300	1.33110	0.06744	0.05411	1.47506	1.02611
0.275	27.859	0.600	1.30000	1.30578	0.06163	0.05086	0.00881	0.08646
0.275	32.502	0.700	1.34900	1.28412	0.06930	0.05161	0.87655	1.07218
0.275	37.145	0.800	1.30900	1.26552	0.08753	0.05098	0.24672	0.34125
0.350	11.819	0.200	1.12100	1.09252	0.07272	0.03701	0.15342	-0.38993
0.350	17.728	0.300	1.13600	1.04703	0.07916	0.03654	1.26307	1.78648
0.350	23.638	0.400	1.03500	1.01389	0.06884	0.03358	0.09402	-0.44498
0.350	29.547	0.500	0.99930	0.98778	0.04890	0.03254	0.05547	-0.39896
0.350	35.456	0.600	0.96770	0.96620	0.04124	0.03142	0.00132	-0.04361
0.350	41.366	0.700	0.90940	0.94791	0.04091	0.03013	0.88610	2.69484
0.350	47.275	0.800	0.97630	0.93217	0.05581	0.03162	0.62523	0.64902
0.450	15.196	0.200	0.75310	0.67442	0.08259	0.03015	0.90744	1.49614
0.450	22.793	0.300	0.71270	0.63603	0.07655	0.02909	1.00306	2.65084
0.450	30.391	0.400	0.66540	0.61008	0.06001	0.02723	0.84996	0.10248
0.450	37.989	0.500	0.60780	0.59028	0.04929	0.02549	0.12632	-0.45746
0.450	45.587	0.600	0.58570	0.57437	0.04165	0.02487	0.07405	-0.42281
0.450	53.185	0.700	0.57740	0.56108	0.04055	0.02458	0.16200	-0.47059
0.450	60.782	0.800	0.52870	0.54970	0.03654	0.02349	0.33048	1.69126
0.550	18.572	0.200	0.46360	0.36258	0.06839	0.02292	2.18183	11.45807
0.550	27.859	0.300	0.35090	0.33538	0.05094	0.01930	0.09288	-0.70564
0.550	37.145	0.400	0.37110	0.31774	0.04299	0.01975	1.54064	4.20694
0.550	46.431	0.500	0.30900	0.30478	0.03765	0.01740	0.01254	-0.27286
0.550	55.717	0.600	0.30990	0.29460	0.03052	0.01782	0.25135	-0.35329
0.550	65.003	0.700	0.29100	0.28623	0.02868	0.01734	0.02760	-0.24756
0.550	74.290	0.800	0.26880	0.27915	0.02946	0.01707	0.12353	1.08271
0.650	21.949	0.200	0.16950	0.16407	0.03887	0.01211	0.01950	-0.32300
0.650	32.924	0.300	0.17730	0.14782	0.03478	0.01231	0.71850	3.81790
0.650	43.898	0.400	0.14550	0.13781	0.02550	0.01074	0.09088	-0.00369
0.650	54.873	0.500	0.12370	0.13072	0.01960	0.00985	0.12832	0.87343
0.650	65.848	0.600	0.11790	0.12528	0.01843	0.00948	0.16042	1.20413
0.650	76.822	0.700	0.11010	0.12090	0.01500	0.00985	0.51852	1.62802
0.045	4.643	0.500	1.50700	1.65611	0.11528	0.07376	1.67299	4.48020
0.045	5.572	0.600	1.82200	1.61581	0.16542	0.08425	1.55378	5.15763
0.045	6.500	0.700	1.51900	1.57599	0.13643	0.07455	0.17451	0.68714
0.080	4.953	0.300	1.97900	1.89939	0.10738	0.08003	0.54960	0.50954
0.080	6.604	0.400	2.00200	1.87746	0.12388	0.07949	1.01068	2.12221
0.080	8.254	0.500	1.93200	1.84528	0.11965	0.07626	0.52533	0.66845
0.080	9.905	0.600	1.78900	1.81089	0.13279	0.07295	0.02718	0.06574
0.080	11.556	0.700	1.79300	1.77847	0.14202	0.07312	0.01046	0.01581
0.125	5.159	0.200	1.95500	1.94553	0.11537	0.07490	0.00673	-0.01234
0.125	7.739	0.300	1.91100	1.92900	0.09274	0.07196	0.03766	0.16768
0.125	10.318	0.400	1.91000	1.89819	0.08964	0.07088	0.01737	-0.05884
0.125	12.898	0.500	1.88600	1.86437	0.11166	0.06877	0.03751	0.06210
0.125	15.477	0.600	1.72600	1.83193	0.11333	0.06522	0.87368	2.74799
0.125	18.056	0.700	1.81100	1.80289	0.13325	0.06745	0.00371	0.02780
0.175	7.223	0.200	1.84600	1.84460	0.11039	0.07437	0.00016	-0.00773
0.175	10.834	0.300	1.81700	1.81051	0.11795	0.07103	0.00303	0.03888
0.175	14.445	0.400	1.83500	1.77410	0.08404	0.07104	0.52511	0.41819
0.175	18.056	0.500	1.75200	1.74000	0.10145	0.06857	0.01398	0.00361
0.175	21.668	0.600	1.66900	1.70939	0.09275	0.06710	0.18965	0.46705
0.175	25.279	0.700	1.58400	1.68270	0.10994	0.06433	0.80598	2.23929
0.225	4.643	0.100	1.72500	1.69835	0.10095	0.07426	0.06967	-0.03714
0.225	9.286	0.200	1.54600	1.65546	0.11096	0.06928	0.97317	3.07678
0.225	13.929	0.300	1.63600	1.61232	0.07851	0.06974	0.09100	-0.04468
0.225	18.572	0.400	1.51400	1.57448	0.07985	0.06538	0.57360	1.29810
0.225	23.215	0.500	1.54800	1.54176	0.08044	0.06593	0.00603	-0.01790
0.225	27.859	0.600	1.48700	1.51348	0.09152	0.06443	0.08374	0.37287
0.225	32.502	0.700	1.45300	1.48917	0.09922	0.06329	0.13289	0.47699
0.275	5.675	0.100	1.46600	1.48881	0.10547	0.06888	0.04675	0.29907
0.275	11.350	0.200	1.55900	1.42719	0.10148	0.07158	1.68713	1.84501
0.275	17.025	0.300	1.48500	1.38055	0.09257	0.06741	1.27328	1.17087
0.275	22.700	0.400	1.42900	1.34362	0.07964	0.06548	1.14934	0.75713
0.275	28.375	0.500	1.28900	1.31322	0.07170	0.06078	0.11409	0.31098
0.275	34.049	0.600	1.33200	1.28751	0.07887	0.06262	0.31824	0.24651
0.275	39.724	0.700	1.27700	1.26555	0.08623	0.06107	0.01764	-0.04274
0.350	7.223	0.100	1.16100	1.14550	0.11553	0.04374	0.01800	-0.46267
0.350	14.445	0.200	1.05200	1.07265	0.08672	0.04145	0.05669	0.99548
0.350	21.668	0.300	1.07300	1.02714	0.07517	0.04085	0.37215	-0.31594
0.350	28.890	0.400	1.12900	0.99420	0.07001	0.04236	3.70735	5.15920
0.350	36.113	0.500	1.10800	0.96807	0.06171	0.04088	5.14188	6.67537
0.350	43.336	0.600	1.02400	0.94650	0.05241	0.03891	2.18653	1.74046
0.350	50.558	0.700	1.01200	0.92822	0.06462	0.03899	1.68086	2.42969
0.450	18.572	0.200	0.71900	0.65550	0.09162	0.03393	0.48044	0.49924
0.450	27.859	0.300	0.69590	0.61854	0.07916	0.03283	0.95498	1.79506
0.450	37.145	0.400	0.66150	0.59314	0.05864	0.03135	1.35896	1.99634
0.450	46.431	0.500	0.59750	0.57379	0.04783	0.02978	0.24577	-0.42428
0.450	55.717	0.600	0.63170	0.55818	0.04120	0.03095	3.18436	2.82188
0.450	65.003	0.700	0.56180	0.54512	0.03475	0.02883	0.23046	-0.17707
0.550	22.700	0.200	0.37390	0.34864	0.05592	0.02318	0.20407	-0.32188
0.550	34.049	0.300	0.34570	0.32301	0.04999	0.02214	0.20605	-0.36932
0.550	45.399	0.400	0.34880	0.30618	0.04478	0.02185	0.90554	2.10498
0.550	56.749	0.500	0.32140	0.29376	0.04112	0.02071	0.45178	0.20117
0.550	68.099	0.600	0.30050	0.28396	0.02742	0.02060	0.36391	0.03801
0.550	79.449	0.700	0.31830	0.27588	0.03412	0.02173	1.54580	1.90880
0.650	26.827	0.200	0.15370	0.15559	0.03278	0.01267	0.00334	0.10524
0.650	40.240	0.300	0.15680	0.14068	0.02927	0.01287	0.30332	0.71691
0.650	53.654	0.400	0.16350	0.13139	0.02795	0.01358	1.31968	3.32606
0.650	67.067	0.500	0.15100	0.12474	0.02320	0.01308	1.28037	3.06825
0.650	80.480	0.600	0.13530	0.11962	0.02060	0.01249	0.57921	1.03270
0.650	93.894	0.700	0.10970	0.11547	0.01572	0.01131	0.13455	0.50003
