ID            : 105
TypeExp       : DIS
TypeTheo      : F2
TypeCurrent   : NCGAMMA
A1            : 1
A2            : 0
Z1            : 1
Z2            : 0
KinVar        : [X, Q2 ]

X	Q2	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.350	49.500	0.20928	0.21326	0.00430	0.00430	0.85520	1.02466
0.350	57.000	0.21417	0.21066	0.00500	0.00500	0.49217	0.29888
0.450	13.250	0.15964	0.16332	0.00590	0.00590	0.38914	-0.00544
0.450	15.000	0.16152	0.16053	0.00550	0.00550	0.03241	0.16269
0.450	17.000	0.15248	0.15778	0.00530	0.00530	1.00138	0.38365
0.450	19.000	0.15384	0.15540	0.00550	0.00550	0.08077	0.02031
0.450	21.500	0.15355	0.15285	0.00480	0.00480	0.02116	0.07112
0.450	24.500	0.14984	0.15025	0.00320	0.00320	0.01673	-0.05202
0.450	28.000	0.14605	0.14767	0.00300	0.00300	0.29036	0.16940
0.450	32.500	0.14605	0.14486	0.00290	0.00290	0.16840	0.32000
0.450	37.500	0.14330	0.14224	0.00320	0.00320	0.10874	0.18354
0.450	43.000	0.14231	0.13982	0.00370	0.00370	0.45456	0.46165
0.450	49.500	0.13745	0.13739	0.00370	0.00370	0.00028	0.00100
0.450	57.000	0.13757	0.13503	0.00390	0.00390	0.42530	0.37024
0.450	65.500	0.13481	0.13277	0.00420	0.00420	0.23653	0.20499
0.450	75.000	0.12375	0.13063	0.00480	0.00480	2.05353	2.06248
0.550	15.000	0.08496	0.09559	0.00390	0.00390	7.42838	3.86713
0.550	17.000	0.08002	0.09323	0.00360	0.00360	13.45574	9.11916
0.550	19.000	0.09077	0.09121	0.00450	0.00450	0.00972	-0.09316
0.550	21.500	0.08541	0.08909	0.00370	0.00370	0.99176	0.01029
0.550	24.500	0.09161	0.08697	0.00430	0.00430	1.16195	1.94556
0.550	28.000	0.08160	0.08490	0.00230	0.00230	2.05688	0.44678
0.550	32.500	0.07931	0.08268	0.00220	0.00220	2.35171	0.87830
0.550	37.500	0.07870	0.08065	0.00250	0.00250	0.61023	0.06490
0.550	43.000	0.07629	0.07879	0.00290	0.00290	0.74514	0.34190
0.550	49.500	0.07905	0.07696	0.00300	0.00300	0.48540	0.75296
0.550	57.000	0.07485	0.07520	0.00310	0.00310	0.01264	-0.02817
0.550	65.500	0.06696	0.07353	0.00320	0.00320	4.21940	3.70995
0.550	75.000	0.07074	0.07197	0.00360	0.00360	0.11743	0.05905
0.550	86.000	0.07066	0.07046	0.00380	0.00380	0.00284	0.00748
0.650	21.500	0.04107	0.04430	0.00220	0.00220	2.15583	0.15624
0.650	24.500	0.03655	0.04281	0.00230	0.00230	7.40472	4.66538
0.650	28.000	0.03694	0.04138	0.00230	0.00230	3.72555	1.96079
0.650	32.500	0.03681	0.03989	0.00140	0.00140	4.83308	1.84994
0.650	37.500	0.04068	0.03855	0.00170	0.00170	1.57124	2.97053
0.650	43.000	0.03615	0.03735	0.00180	0.00180	0.44184	-0.11505
0.650	49.500	0.03593	0.03618	0.00200	0.00200	0.01584	-0.06312
0.650	57.000	0.03047	0.03508	0.00190	0.00190	5.89069	4.71000
0.650	65.500	0.03567	0.03406	0.00230	0.00230	0.49157	0.74253
0.650	75.000	0.03176	0.03311	0.00240	0.00240	0.31742	0.17227
0.650	86.000	0.03051	0.03221	0.00250	0.00250	0.45993	0.35075
0.650	99.000	0.03451	0.03132	0.00300	0.00300	1.13096	1.27514
0.750	37.500	0.01194	0.01427	0.00080	0.00080	8.51752	4.17154
0.750	43.000	0.01239	0.01365	0.00090	0.00090	1.94958	0.35409
0.750	49.500	0.01156	0.01305	0.00100	0.00100	2.22990	1.06382
0.750	57.000	0.01170	0.01251	0.00110	0.00110	0.53698	0.10252
0.750	65.500	0.01057	0.01201	0.00120	0.00120	1.43615	0.95759
0.750	75.000	0.00993	0.01156	0.00120	0.00120	1.84010	1.37333
0.750	86.000	0.00963	0.01113	0.00130	0.00130	1.33884	1.06793
0.750	99.000	0.00817	0.01073	0.00130	0.00130	3.87169	3.53188
0.070	17.000	0.41459	0.40933	0.00540	0.00540	0.94978	0.91744
0.070	19.000	0.41972	0.41168	0.00550	0.00550	2.13770	1.65104
0.100	19.000	0.40180	0.39199	0.00410	0.00410	5.72292	2.70080
0.100	21.500	0.40171	0.39308	0.00320	0.00320	7.27233	2.30647
0.100	24.500	0.40528	0.39416	0.00350	0.00350	10.09097	5.67634
0.140	21.500	0.38121	0.37004	0.00360	0.00360	9.62932	2.88500
0.140	24.500	0.38366	0.36992	0.00380	0.00380	13.08088	5.94282
0.140	28.000	0.37999	0.36975	0.00370	0.00370	7.66625	3.49342
0.140	32.500	0.37396	0.36950	0.00360	0.00360	1.53417	-0.46833
0.180	21.500	0.35183	0.34791	0.00420	0.00420	0.86951	-0.83660
0.180	24.500	0.36243	0.34696	0.00440	0.00440	12.35755	7.18671
0.180	28.000	0.36224	0.34596	0.00420	0.00420	15.02846	9.68162
0.180	32.500	0.35007	0.34480	0.00290	0.00290	3.30033	0.09999
0.180	37.500	0.34450	0.34366	0.00310	0.00310	0.07349	-0.19084
0.180	43.000	0.34801	0.34254	0.00310	0.00310	3.11216	1.10710
0.225	28.000	0.32347	0.31742	0.00390	0.00390	2.40813	0.68184
0.225	32.500	0.32855	0.31550	0.00370	0.00370	12.44030	8.12270
0.225	37.500	0.31485	0.31365	0.00280	0.00280	0.18443	-0.28221
0.225	43.000	0.31585	0.31187	0.00270	0.00270	2.17314	0.12057
0.225	49.500	0.30939	0.31004	0.00270	0.00270	0.05757	0.43370
0.225	57.000	0.31816	0.30820	0.00370	0.00370	7.24448	5.35190
0.275	28.000	0.28872	0.28215	0.00410	0.00410	2.56959	0.91308
0.275	32.500	0.28319	0.27964	0.00370	0.00370	0.92031	0.39647
0.275	37.500	0.27997	0.27725	0.00290	0.00290	0.88249	0.00093
0.275	43.000	0.27380	0.27497	0.00270	0.00270	0.18793	0.51575
0.275	49.500	0.27157	0.27265	0.00270	0.00270	0.15952	0.67337
0.275	57.000	0.27491	0.27034	0.00290	0.00290	2.48103	1.16594
0.275	65.500	0.27275	0.26809	0.00360	0.00360	1.67391	0.91430
0.275	75.000	0.26446	0.26592	0.00390	0.00390	0.14076	0.40576
0.350	32.500	0.22247	0.22128	0.00280	0.00280	0.18173	0.06238
0.350	37.500	0.22019	0.21850	0.00210	0.00210	0.64585	0.13103
0.350	43.000	0.21710	0.21589	0.00200	0.00200	0.36395	-0.12082
0.350	49.500	0.21531	0.21326	0.00200	0.00200	1.05421	0.33424
0.350	57.000	0.21488	0.21066	0.00200	0.00200	4.44734	2.56864
0.350	65.500	0.20861	0.20815	0.00210	0.00210	0.04710	0.01297
0.350	75.000	0.20327	0.20576	0.00260	0.00260	0.91462	1.19614
0.350	86.000	0.20739	0.20338	0.00280	0.00280	2.05113	1.18017
0.350	99.000	0.20279	0.20098	0.00300	0.00300	0.36253	0.13692
0.450	32.500	0.14306	0.14486	0.00270	0.00270	0.44441	0.05870
0.450	37.500	0.13699	0.14224	0.00280	0.00280	3.52202	2.39543
0.450	43.000	0.13886	0.13982	0.00180	0.00180	0.28174	-0.07713
0.450	49.500	0.13693	0.13739	0.00180	0.00180	0.06479	-0.07771
0.450	57.000	0.13616	0.13503	0.00190	0.00190	0.35584	0.76617
0.450	65.500	0.13059	0.13277	0.00180	0.00180	1.46322	1.33077
0.450	75.000	0.12772	0.13063	0.00230	0.00230	1.59908	1.45502
0.450	86.000	0.13136	0.12853	0.00240	0.00240	1.39257	1.35280
0.450	99.000	0.12791	0.12643	0.00240	0.00240	0.38093	0.50691
0.450	115.500	0.12426	0.12420	0.00240	0.00240	0.00064	-0.00317
0.550	32.500	0.07735	0.08268	0.00200	0.00200	7.11226	2.76656
0.550	37.500	0.08022	0.08065	0.00230	0.00230	0.03543	-0.20242
0.550	43.000	0.07595	0.07879	0.00140	0.00140	4.12471	0.52537
0.550	49.500	0.07563	0.07696	0.00140	0.00140	0.90233	-0.54315
0.550	57.000	0.07595	0.07520	0.00150	0.00150	0.25101	0.87175
0.550	65.500	0.07098	0.07353	0.00140	0.00140	3.32587	1.18796
0.550	75.000	0.07032	0.07197	0.00160	0.00160	1.06817	0.20285
0.550	86.000	0.07313	0.07046	0.00190	0.00190	1.97852	2.71942
0.550	99.000	0.06700	0.06896	0.00190	0.00190	1.06102	0.61496
0.550	115.500	0.06536	0.06738	0.00190	0.00190	1.12926	0.69598
0.550	137.500	0.06655	0.06567	0.00200	0.00200	0.19317	0.26795
0.650	32.500	0.03722	0.03989	0.00120	0.00120	4.94246	-1.83463
0.650	37.500	0.03408	0.03855	0.00130	0.00130	11.81809	4.54426
0.650	43.000	0.03539	0.03735	0.00080	0.00080	5.98091	-1.52768
0.650	49.500	0.03513	0.03618	0.00080	0.00080	1.72823	-1.67771
0.650	57.000	0.03329	0.03508	0.00090	0.00090	3.96205	0.02541
0.650	65.500	0.03250	0.03406	0.00090	0.00090	2.99451	-0.11761
0.650	75.000	0.03215	0.03311	0.00100	0.00100	0.92577	-0.42944
0.650	86.000	0.03362	0.03221	0.00130	0.00130	1.18400	2.23931
0.650	99.000	0.03084	0.03132	0.00130	0.00130	0.13610	-0.13716
0.650	115.500	0.02844	0.03040	0.00130	0.00130	2.27235	1.46671
0.650	137.500	0.02787	0.02942	0.00130	0.00130	1.41602	0.93251
0.750	43.000	0.01252	0.01365	0.00040	0.00040	7.93334	-5.55257
0.750	49.500	0.01189	0.01305	0.00040	0.00040	8.45768	-2.69207
0.750	57.000	0.01076	0.01251	0.00050	0.00050	12.19500	4.37450
0.750	65.500	0.01068	0.01201	0.00050	0.00050	7.05512	2.35778
0.750	75.000	0.01117	0.01156	0.00060	0.00060	0.41775	-0.39914
0.750	86.000	0.01000	0.01113	0.00060	0.00060	3.57339	1.86810
0.750	99.000	0.00906	0.01073	0.00060	0.00060	7.72803	5.87337
0.750	115.500	0.00814	0.01031	0.00060	0.00060	13.12563	11.33861
0.750	137.500	0.00904	0.00988	0.00070	0.00070	1.43872	0.99675
0.100	32.500	0.40558	0.39629	0.00570	0.00570	2.65817	0.75017
0.100	37.500	0.40695	0.39725	0.00650	0.00650	2.22794	1.40383
0.140	37.500	0.37701	0.36921	0.00660	0.00660	1.39505	0.28500
0.140	43.000	0.37628	0.36890	0.00650	0.00650	1.29067	0.26709
0.140	49.500	0.36420	0.36852	0.00670	0.00670	0.41610	0.91565
0.140	57.000	0.38075	0.36810	0.00830	0.00830	2.32148	1.51826
0.180	37.500	0.34807	0.34366	0.00700	0.00700	0.39696	-0.05108
0.180	43.000	0.36142	0.34254	0.00700	0.00700	7.27366	5.72543
0.180	49.500	0.34020	0.34137	0.00710	0.00710	0.02700	0.13553
0.180	57.000	0.34527	0.34017	0.00480	0.00480	1.13011	0.28794
0.180	65.500	0.34112	0.33897	0.00510	0.00510	0.17823	-0.08007
0.225	37.500	0.31280	0.31365	0.00660	0.00660	0.01649	0.09271
0.225	43.000	0.30989	0.31187	0.00630	0.00630	0.09875	0.33933
0.225	49.500	0.31821	0.31004	0.00660	0.00660	1.53316	0.76325
0.225	57.000	0.31194	0.30820	0.00440	0.00440	0.72202	0.11212
0.225	65.500	0.31557	0.30639	0.00470	0.00470	3.81221	2.83461
0.225	75.000	0.30609	0.30464	0.00500	0.00500	0.08464	-0.07984
0.225	86.000	0.30722	0.30286	0.00540	0.00540	0.65051	0.31346
0.275	37.500	0.27435	0.27725	0.00710	0.00710	0.16634	0.31354
0.275	43.000	0.27909	0.27497	0.00660	0.00660	0.38959	0.10742
0.275	49.500	0.26720	0.27265	0.00660	0.00660	0.68147	0.94961
0.275	57.000	0.27580	0.27034	0.00460	0.00460	1.40777	1.06701
0.275	65.500	0.26187	0.26809	0.00470	0.00470	1.75271	2.69626
0.275	75.000	0.27649	0.26592	0.00520	0.00520	4.12935	2.88955
0.275	86.000	0.26182	0.26376	0.00510	0.00510	0.14406	0.24466
0.275	99.000	0.26097	0.26155	0.00640	0.00640	0.00830	0.01726
0.275	115.500	0.26278	0.25917	0.00700	0.00700	0.26551	0.21880
0.350	43.000	0.20778	0.21589	0.00470	0.00470	2.97998	3.04534
0.350	49.500	0.21507	0.21326	0.00480	0.00480	0.14274	0.09814
0.350	57.000	0.21277	0.21066	0.00330	0.00330	0.40795	0.43261
0.350	65.500	0.20136	0.20815	0.00330	0.00330	4.23890	4.27535
0.350	75.000	0.20997	0.20576	0.00360	0.00360	1.36986	1.28936
0.350	86.000	0.20664	0.20338	0.00360	0.00360	0.82008	0.85121
0.350	99.000	0.20421	0.20098	0.00380	0.00380	0.72086	0.70762
0.350	115.500	0.20511	0.19842	0.00440	0.00440	2.31485	2.23697
0.350	137.500	0.20266	0.19558	0.00480	0.00480	2.17534	2.10696
0.450	43.000	0.12933	0.13982	0.00440	0.00440	5.67893	3.57017
0.450	49.500	0.13784	0.13739	0.00450	0.00450	0.01008	0.09015
0.450	57.000	0.13221	0.13503	0.00300	0.00300	0.88148	0.09651
0.450	65.500	0.12880	0.13277	0.00310	0.00310	1.63786	0.79365
0.450	75.000	0.13342	0.13063	0.00330	0.00330	0.71558	1.05850
0.450	86.000	0.12682	0.12853	0.00320	0.00320	0.28483	0.06301
0.450	99.000	0.13172	0.12643	0.00340	0.00340	2.42194	2.78094
0.450	115.500	0.12014	0.12420	0.00330	0.00330	1.51311	1.20407
0.450	137.500	0.11853	0.12176	0.00390	0.00390	0.68654	0.56771
0.450	175.000	0.11937	0.11853	0.00370	0.00370	0.05164	0.06290
0.550	43.000	0.07505	0.07879	0.00350	0.00350	1.14387	-0.47610
0.550	49.500	0.07682	0.07696	0.00350	0.00350	0.00160	-0.05285
0.550	57.000	0.07395	0.07520	0.00220	0.00220	0.32205	-0.67526
0.550	65.500	0.06999	0.07353	0.00230	0.00230	2.37317	0.36579
0.550	75.000	0.07270	0.07197	0.00260	0.00260	0.07805	0.34962
0.550	86.000	0.06756	0.07046	0.00250	0.00250	1.34325	0.40977
0.550	99.000	0.06957	0.06896	0.00260	0.00260	0.05557	0.20396
0.550	115.500	0.06786	0.06738	0.00260	0.00260	0.03422	0.13906
0.550	137.500	0.07058	0.06567	0.00320	0.00320	2.35336	2.87027
0.550	175.000	0.06013	0.06343	0.00270	0.00270	1.49667	1.15192
0.550	230.000	0.06133	0.06106	0.00370	0.00370	0.00542	0.01766
0.650	49.500	0.03372	0.03618	0.00210	0.00210	1.37414	-0.70907
0.650	57.000	0.03360	0.03508	0.00140	0.00140	1.11973	-1.33548
0.650	65.500	0.03078	0.03406	0.00140	0.00140	5.48035	1.06657
0.650	75.000	0.03237	0.03311	0.00160	0.00160	0.21516	-0.49598
0.650	86.000	0.03092	0.03221	0.00160	0.00160	0.64546	-0.36991
0.650	99.000	0.03184	0.03132	0.00170	0.00170	0.09371	0.41707
0.650	115.500	0.02902	0.03040	0.00170	0.00170	0.65864	0.04653
0.650	137.500	0.03164	0.02942	0.00220	0.00220	1.02106	1.54563
0.650	175.000	0.02729	0.02815	0.00190	0.00190	0.20438	0.06941
0.650	230.000	0.02975	0.02683	0.00250	0.00250	1.36822	1.53823
0.750	57.000	0.01165	0.01251	0.00080	0.00080	1.14508	-1.46648
0.750	65.500	0.01225	0.01201	0.00090	0.00090	0.07226	0.59576
0.750	75.000	0.01111	0.01156	0.00090	0.00090	0.24757	-0.50783
0.750	86.000	0.00985	0.01113	0.00090	0.00090	2.03603	0.35039
0.750	99.000	0.01010	0.01073	0.00100	0.00100	0.39433	-0.26576
0.750	115.500	0.00833	0.01031	0.00090	0.00090	4.85839	3.21476
0.750	137.500	0.00926	0.00988	0.00110	0.00110	0.31730	0.00635
0.750	175.000	0.00833	0.00933	0.00100	0.00100	1.00327	0.65587
0.750	230.000	0.00799	0.00877	0.00130	0.00130	0.36325	0.24150
