ID            : 5948
TypeExp       : DISNEU
TypeTheo      : SIG
TypeCurrent   : CCWM
A1            : 56
A2            : 0
Z1            : 26
Z2            : 0
KinVar        : [X, Q2, Y ]

X	Q2	Y	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.175	8.411	0.300	1.07600	1.03326	0.07340	0.07340	0.33904	0.33904
0.175	10.976	0.392	0.80000	0.84512	0.05471	0.05471	0.68012	0.68012
0.175	14.215	0.507	0.66500	0.64381	0.04397	0.04397	0.23235	0.23235
0.175	18.476	0.659	0.48300	0.44140	0.03347	0.03347	1.54478	1.54478
0.175	24.028	0.857	0.31900	0.28363	0.02869	0.02869	1.51913	1.51913
0.225	4.920	0.137	1.03900	1.26916	0.10300	0.10300	4.99372	4.99372
0.225	6.398	0.177	1.09000	1.16219	0.09122	0.09122	0.62631	0.62631
0.225	8.327	0.231	0.94900	1.03116	0.07518	0.07518	1.19432	1.19432
0.225	10.814	0.300	0.85400	0.87718	0.06099	0.06099	0.14446	0.14446
0.225	14.113	0.392	0.69000	0.69811	0.04617	0.04617	0.03089	0.03089
0.225	18.276	0.507	0.51000	0.51070	0.03380	0.03380	0.00043	0.00043
0.225	23.755	0.659	0.32200	0.32602	0.02379	0.02379	0.02855	0.02855
0.225	30.893	0.857	0.22300	0.18519	0.02015	0.02015	3.52229	3.52229
0.275	4.626	0.105	0.97700	1.18230	0.10985	0.10985	3.49306	3.49306
0.275	6.014	0.137	0.93600	1.09573	0.09728	0.09728	2.69601	2.69601
0.275	7.820	0.177	0.92500	0.99138	0.08426	0.08426	0.62058	0.62058
0.275	10.177	0.231	0.86200	0.86778	0.07028	0.07028	0.00677	0.00677
0.275	13.217	0.300	0.64100	0.72621	0.05282	0.05282	2.60241	2.60241
0.275	17.249	0.392	0.50100	0.56503	0.03816	0.03816	2.81528	2.81528
0.275	22.337	0.507	0.40000	0.39934	0.02806	0.02806	0.00056	0.00056
0.275	29.034	0.659	0.27300	0.23853	0.02018	0.02018	2.91703	2.91703
0.275	37.758	0.857	0.11700	0.11796	0.01387	0.01387	0.00483	0.00483
0.350	7.654	0.137	0.74400	0.83190	0.07308	0.07308	1.44670	1.44670
0.350	9.953	0.177	0.75300	0.74112	0.06397	0.06397	0.03447	0.03447
0.350	12.953	0.231	0.58400	0.63783	0.05030	0.05030	1.14515	1.14515
0.350	16.822	0.300	0.53100	0.52329	0.03873	0.03873	0.03961	0.03961
0.350	21.953	0.392	0.38900	0.39637	0.02723	0.02723	0.07336	0.07336
0.350	28.429	0.507	0.27400	0.26877	0.01808	0.01808	0.08382	0.08382
0.350	36.953	0.659	0.15500	0.14720	0.01152	0.01152	0.45817	0.45817
0.350	48.055	0.857	0.06400	0.05802	0.00802	0.00802	0.55546	0.55546
0.450	9.841	0.137	0.42800	0.51984	0.04844	0.04844	3.59471	3.59471
0.450	12.797	0.177	0.38700	0.45446	0.04059	0.04059	2.76177	2.76177
0.450	16.654	0.231	0.38500	0.38360	0.03375	0.03375	0.00173	0.00173
0.450	21.628	0.300	0.27400	0.30816	0.02471	0.02471	1.91022	1.91022
0.450	28.225	0.392	0.21300	0.22729	0.01803	0.01803	0.62811	0.62811
0.450	36.552	0.507	0.15200	0.14800	0.01281	0.01281	0.09744	0.09744
0.450	47.510	0.659	0.07000	0.07424	0.00806	0.00806	0.27707	0.27707
0.450	61.785	0.857	0.02400	0.02147	0.00505	0.00505	0.25062	0.25062
0.550	15.641	0.177	0.23000	0.24350	0.03991	0.03991	0.11442	0.11442
0.550	20.355	0.231	0.17600	0.20163	0.03083	0.03083	0.69098	0.69098
0.550	26.435	0.300	0.15300	0.15904	0.02239	0.02239	0.07286	0.07286
0.550	34.497	0.392	0.10700	0.11479	0.01475	0.01475	0.27874	0.27874
0.550	44.675	0.507	0.07000	0.07262	0.00944	0.00944	0.07731	0.07731
0.550	58.068	0.659	0.03100	0.03435	0.00508	0.00508	0.43467	0.43467
0.550	75.515	0.857	0.01500	0.00761	0.00286	0.00286	6.67772	6.67772
0.650	24.056	0.231	0.08800	0.08878	0.01521	0.01521	0.00262	0.00262
0.650	31.241	0.300	0.07200	0.06858	0.01222	0.01222	0.07840	0.07840
0.650	40.770	0.392	0.05800	0.04846	0.00865	0.00865	1.21704	1.21704
0.650	52.797	0.507	0.02800	0.02995	0.00506	0.00506	0.14793	0.14793
0.650	68.626	0.659	0.01200	0.01361	0.00362	0.00362	0.19854	0.19854
0.650	89.245	0.857	0.00500	0.00249	0.00224	0.00224	1.25455	1.25455
0.045	4.751	0.507	1.22200	1.00432	0.12451	0.12451	3.05630	3.05630
0.045	6.175	0.659	0.95400	0.83281	0.11610	0.11610	1.08958	1.08958
0.045	8.031	0.857	0.83300	0.67632	0.11374	0.11374	1.89771	1.89771
0.080	4.998	0.300	1.18900	1.28949	0.12955	0.12955	0.60163	0.60163
0.080	6.522	0.392	1.12700	1.12983	0.11063	0.11063	0.00065	0.00065
0.080	8.446	0.507	1.12700	0.94516	0.09812	0.09812	3.43490	3.43490
0.080	10.978	0.659	0.83000	0.74642	0.08312	0.08312	1.01097	1.01097
0.080	14.277	0.857	0.69900	0.57942	0.07862	0.07862	2.31313	2.31313
0.125	4.620	0.177	1.40300	1.45870	0.13572	0.13572	0.16843	0.16843
0.125	6.013	0.231	1.45000	1.34102	0.12074	0.12074	0.81477	0.81477
0.125	7.809	0.300	1.32100	1.19131	0.10179	0.10179	1.62331	1.62331
0.125	10.191	0.392	0.95300	1.00628	0.08133	0.08133	0.42911	0.42911
0.125	13.197	0.507	0.87200	0.80285	0.07060	0.07060	0.95931	0.95931
0.125	17.153	0.659	0.64300	0.59334	0.06034	0.06034	0.67730	0.67730
0.125	22.307	0.857	0.44600	0.42531	0.05561	0.05561	0.13850	0.13850
0.175	4.974	0.137	1.32500	1.42919	0.14610	0.14610	0.50858	0.50858
0.175	6.468	0.177	1.22400	1.32527	0.12635	0.12635	0.64245	0.64245
0.175	8.418	0.231	1.12900	1.19352	0.10657	0.10657	0.36659	0.36659
0.175	10.932	0.300	1.04500	1.03446	0.08701	0.08701	0.01468	0.01468
0.175	14.267	0.392	0.83100	0.84541	0.06747	0.06747	0.04562	0.04562
0.175	18.476	0.507	0.64300	0.64389	0.05290	0.05290	0.00029	0.00029
0.175	24.015	0.659	0.44400	0.44197	0.04181	0.04181	0.00236	0.00236
0.175	31.230	0.857	0.27500	0.28484	0.03503	0.03503	0.07896	0.07896
0.225	4.920	0.105	1.49900	1.35176	0.17649	0.17649	0.69596	0.69596
0.225	6.395	0.137	1.16000	1.26455	0.13971	0.13971	0.55998	0.55998
0.225	8.316	0.177	1.04000	1.15620	0.12057	0.12057	0.92886	0.92886
0.225	10.823	0.231	0.88900	1.02464	0.09971	0.09971	1.85035	1.85035
0.225	14.056	0.300	0.84100	0.87084	0.08145	0.08145	0.13425	0.13425
0.225	18.343	0.392	0.67400	0.69266	0.06495	0.06495	0.08257	0.08257
0.225	23.755	0.507	0.53000	0.50681	0.05074	0.05074	0.20890	0.20890
0.225	30.876	0.659	0.32800	0.32395	0.03941	0.03941	0.01055	0.01055
0.225	40.153	0.857	0.18300	0.18459	0.03395	0.03395	0.00218	0.00218
0.275	4.610	0.081	1.15000	1.24306	0.15362	0.15362	0.36698	0.36698
0.275	6.013	0.105	1.02600	1.17017	0.13339	0.13339	1.16817	1.16817
0.275	7.817	0.137	1.09400	1.08285	0.12150	0.12150	0.00842	0.00842
0.275	10.165	0.177	0.86900	0.97865	0.09938	0.09938	1.21736	1.21736
0.275	13.228	0.231	0.79600	0.85588	0.08177	0.08177	0.53634	0.53634
0.275	17.179	0.300	0.66500	0.71585	0.06305	0.06305	0.65029	0.65029
0.275	22.419	0.392	0.54000	0.55689	0.04855	0.04855	0.12107	0.12107
0.275	29.033	0.507	0.38200	0.39375	0.03443	0.03443	0.11638	0.11638
0.275	37.738	0.659	0.23500	0.23549	0.02501	0.02501	0.00039	0.00039
0.275	49.076	0.857	0.12800	0.11695	0.01945	0.01945	0.32278	0.32278
0.350	7.653	0.105	0.77300	0.89096	0.09600	0.09600	1.50969	1.50969
0.350	9.948	0.137	0.68600	0.81285	0.08259	0.08259	2.35926	2.35926
0.350	12.937	0.177	0.67600	0.72382	0.07186	0.07186	0.44288	0.44288
0.350	16.836	0.231	0.62200	0.62278	0.05839	0.05839	0.00018	0.00018
0.350	21.865	0.300	0.49200	0.51101	0.04432	0.04432	0.18390	0.18390
0.350	28.534	0.392	0.37300	0.38725	0.03230	0.03230	0.19470	0.19470
0.350	36.951	0.507	0.25800	0.26269	0.02246	0.02246	0.04363	0.04363
0.350	48.030	0.659	0.14400	0.14412	0.01473	0.01473	0.00006	0.00006
0.350	62.460	0.857	0.05800	0.05716	0.01094	0.01094	0.00594	0.00594
0.450	9.839	0.105	0.51600	0.55804	0.08260	0.08260	0.25906	0.25906
0.450	12.791	0.137	0.53800	0.50013	0.07268	0.07268	0.27155	0.27155
0.450	16.633	0.177	0.40600	0.43756	0.05885	0.05885	0.28758	0.28758
0.450	21.646	0.231	0.30500	0.36972	0.04444	0.04444	2.12121	2.12121
0.450	28.112	0.300	0.31800	0.29740	0.03464	0.03464	0.35350	0.35350
0.450	36.686	0.392	0.22900	0.21951	0.02356	0.02356	0.16235	0.16235
0.450	47.509	0.507	0.14300	0.14307	0.01421	0.01421	0.00003	0.00003
0.450	61.752	0.659	0.08500	0.07193	0.00800	0.00800	2.66981	2.66981
0.450	80.306	0.857	0.02800	0.02101	0.00454	0.00454	2.36533	2.36533
0.550	15.633	0.137	0.22800	0.26847	0.04596	0.04596	0.77553	0.77553
0.550	20.329	0.177	0.23700	0.23065	0.03999	0.03999	0.02522	0.02522
0.550	26.456	0.231	0.19600	0.19166	0.03131	0.03131	0.01923	0.01923
0.550	34.359	0.300	0.15100	0.15145	0.02321	0.02321	0.00038	0.00038
0.550	44.838	0.392	0.10200	0.10949	0.01515	0.01515	0.24457	0.24457
0.550	58.067	0.507	0.06500	0.06940	0.00941	0.00941	0.21843	0.21843
0.550	75.475	0.659	0.04400	0.03292	0.00683	0.00683	2.63480	2.63480
0.550	98.152	0.857	0.01300	0.00739	0.00362	0.00362	2.39160	2.39160
0.650	24.025	0.177	0.10100	0.10171	0.02541	0.02541	0.00079	0.00079
0.650	31.267	0.231	0.08200	0.08283	0.02038	0.02038	0.00166	0.00166
0.650	40.606	0.300	0.06800	0.06423	0.01456	0.01456	0.06718	0.06718
0.650	52.991	0.392	0.05200	0.04554	0.01073	0.01073	0.36237	0.36237
0.650	68.624	0.507	0.02600	0.02823	0.00645	0.00645	0.11936	0.11936
0.650	89.198	0.659	0.01200	0.01288	0.00426	0.00426	0.04314	0.04314
0.650	115.998	0.857	0.00300	0.00240	0.00224	0.00224	0.07185	0.07185
0.045	4.769	0.392	1.54000	1.20313	0.17618	0.17618	3.65623	3.65623
0.045	6.176	0.507	1.22600	1.04837	0.16086	0.16086	1.21935	1.21935
0.045	8.028	0.659	1.08900	0.87158	0.14597	0.14597	2.21841	2.21841
0.045	10.440	0.857	0.92200	0.71190	0.14175	0.14175	2.19696	2.19696
0.080	5.003	0.231	1.36600	1.44783	0.19428	0.19428	0.17741	0.17741
0.080	6.497	0.300	1.32400	1.32168	0.16751	0.16751	0.00019	0.00019
0.080	8.479	0.392	1.31800	1.15671	0.14527	0.14527	1.23266	1.23266
0.080	10.980	0.507	1.04300	0.96711	0.12079	0.12079	0.39470	0.39470
0.080	14.272	0.659	0.78600	0.76484	0.10271	0.10271	0.04244	0.04244
0.080	18.560	0.857	0.71100	0.59560	0.09594	0.09594	1.44705	1.44705
0.125	4.619	0.137	1.65500	1.56881	0.21219	0.21219	0.16501	0.16501
0.125	6.006	0.177	1.27800	1.47814	0.16973	0.16973	1.39042	1.39042
0.125	7.817	0.231	1.35100	1.35639	0.15093	0.15093	0.00128	0.00128
0.125	10.152	0.300	1.12100	1.20320	0.12652	0.12652	0.42206	0.42206
0.125	13.248	0.392	1.04000	1.01523	0.10816	0.10816	0.05246	0.05246
0.125	17.156	0.507	0.80900	0.80963	0.08867	0.08867	0.00005	0.00005
0.125	22.299	0.659	0.61200	0.59876	0.07532	0.07532	0.03092	0.03092
0.125	28.999	0.857	0.43000	0.43019	0.06824	0.06824	0.00001	0.00001
0.175	4.974	0.105	1.08000	1.51651	0.20901	0.20901	4.36143	4.36143
0.175	6.467	0.137	1.30100	1.43429	0.19725	0.19725	0.45665	0.45665
0.175	8.409	0.177	1.31700	1.32771	0.17160	0.17160	0.00390	0.00390
0.175	10.943	0.231	1.05400	1.19399	0.13568	0.13568	1.06456	1.06456
0.175	14.212	0.300	0.98800	1.03365	0.11338	0.11338	0.16209	0.16209
0.175	18.547	0.392	0.82000	0.84399	0.09043	0.09043	0.07040	0.07040
0.175	24.018	0.507	0.72600	0.64266	0.07437	0.07437	1.25575	1.25575
0.175	31.219	0.659	0.41500	0.44138	0.05297	0.05297	0.24796	0.24796
0.175	40.599	0.857	0.31200	0.28503	0.04622	0.04622	0.34048	0.34048
0.225	4.903	0.081	1.35800	1.41806	0.24298	0.24298	0.06109	0.06109
0.225	6.395	0.105	1.37400	1.34648	0.22628	0.22628	0.01479	0.01479
0.225	8.314	0.137	1.31300	1.25756	0.19302	0.19302	0.08250	0.08250
0.225	10.811	0.177	1.18800	1.14830	0.16178	0.16178	0.06022	0.06022
0.225	14.070	0.231	0.93000	1.01650	0.12798	0.12798	0.45687	0.45687
0.225	18.273	0.300	0.75400	0.86315	0.10272	0.10272	1.12914	1.12914
0.225	23.846	0.392	0.70400	0.68622	0.08530	0.08530	0.04343	0.04343
0.225	30.881	0.507	0.49400	0.50204	0.06526	0.06526	0.01516	0.01516
0.225	40.139	0.659	0.29000	0.32104	0.04898	0.04898	0.40160	0.40160
0.225	52.199	0.857	0.18900	0.18336	0.04223	0.04223	0.01784	0.01784
0.275	4.616	0.062	1.09300	1.28984	0.23647	0.23647	0.69294	0.69294
