ID            : 5949
TypeExp       : DISNEU
TypeTheo      : SIG
TypeCurrent   : CCWP
A1            : 56
A2            : 0
Z1            : 26
Z2            : 0
KinVar        : [X, Q2, Y ]

X	Q2	Y	data	theory	totError	totErrorUncor	chi2Naive	chi2Corr
0.450	16.634	0.659	0.61500	0.64834	0.05326	0.05326	0.39204	0.39204
0.550	15.641	0.507	0.41100	0.36827	0.03354	0.03354	1.62353	1.62353
0.550	20.331	0.659	0.37800	0.34901	0.02759	0.02759	1.10406	1.10406
0.650	24.027	0.659	0.16700	0.15654	0.01725	0.01725	0.36759	0.36759
0.125	4.625	0.507	1.68400	1.72230	0.12801	0.12801	0.08950	0.08950
0.125	6.011	0.659	1.76000	1.68850	0.11714	0.11714	0.37252	0.37252
0.175	5.000	0.392	1.57400	1.70886	0.12425	0.12425	1.17814	1.17814
0.175	6.475	0.507	1.64800	1.68176	0.11662	0.11662	0.08380	0.08380
0.175	8.416	0.659	1.78200	1.64800	0.11011	0.11011	1.48107	1.48107
0.225	4.926	0.300	1.41800	1.59759	0.11523	0.11523	2.42888	2.42888
0.225	6.428	0.392	1.52800	1.57385	0.10535	0.10535	0.18938	0.18938
0.225	8.325	0.507	1.46600	1.54480	0.09845	0.09845	0.64072	0.64072
0.225	10.821	0.659	1.56200	1.51120	0.08779	0.08779	0.33483	0.33483
0.275	4.636	0.231	1.34200	1.43589	0.11649	0.11649	0.64955	0.64955
0.275	6.021	0.300	1.43700	1.41411	0.10526	0.10526	0.04730	0.04730
0.275	7.857	0.392	1.34700	1.38714	0.09189	0.09189	0.19080	0.19080
0.275	10.175	0.507	1.28200	1.35715	0.08333	0.08333	0.81347	0.81347
0.275	13.225	0.659	1.42300	1.32411	0.07710	0.07710	1.64511	1.64511
0.350	7.663	0.300	0.98500	1.10087	0.06975	0.06975	2.75954	2.75954
0.350	10.000	0.392	1.02700	1.07187	0.06196	0.06196	0.52449	0.52449
0.350	12.950	0.507	0.94600	1.04231	0.05271	0.05271	3.33873	3.33873
0.350	16.832	0.659	0.99800	1.01149	0.04692	0.04692	0.08266	0.08266
0.450	9.852	0.300	0.66400	0.70171	0.05468	0.05468	0.47571	0.47571
0.450	12.857	0.392	0.65700	0.67474	0.04916	0.04916	0.13017	0.13017
0.450	16.650	0.507	0.66100	0.64921	0.04627	0.04627	0.06495	0.06495
0.450	21.641	0.659	0.63400	0.62416	0.04072	0.04072	0.05838	0.05838
0.550	15.714	0.392	0.37700	0.36756	0.04027	0.04027	0.05492	0.05492
0.550	20.349	0.507	0.32000	0.34874	0.03425	0.03425	0.70414	0.70414
0.550	26.450	0.659	0.32400	0.33138	0.03123	0.03123	0.05579	0.05579
0.650	24.049	0.507	0.14000	0.15624	0.02009	0.02009	0.65354	0.65354
0.650	31.259	0.659	0.14800	0.14595	0.01662	0.01662	0.01520	0.01520
0.080	4.995	0.659	1.77200	1.62109	0.11201	0.11201	1.81537	1.81537
0.125	4.636	0.392	1.73800	1.77707	0.14494	0.14494	0.07267	0.07267
0.125	6.004	0.507	1.69500	1.74842	0.12595	0.12595	0.17992	0.17992
0.125	7.804	0.659	1.79800	1.71052	0.11728	0.11728	0.55637	0.55637
0.175	4.974	0.300	1.68800	1.74094	0.14107	0.14107	0.14082	0.14082
0.175	6.491	0.392	1.61100	1.71770	0.12888	0.12888	0.68542	0.68542
0.175	8.406	0.507	1.73600	1.68693	0.11745	0.11745	0.17456	0.17456
0.175	10.926	0.659	1.61000	1.65005	0.10611	0.10611	0.14246	0.14246
0.225	4.924	0.231	1.61100	1.61425	0.13444	0.13444	0.00058	0.00058
0.225	6.395	0.300	1.57000	1.59413	0.12315	0.12315	0.03838	0.03838
0.225	8.345	0.392	1.50500	1.56708	0.10816	0.10816	0.32940	0.32940
0.225	10.807	0.507	1.51600	1.53543	0.09518	0.09518	0.04166	0.04166
0.225	14.047	0.659	1.51900	1.49968	0.08587	0.08587	0.05065	0.05065
0.275	4.624	0.177	1.50100	1.44386	0.13300	0.13300	0.18455	0.18455
0.275	6.018	0.231	1.46400	1.42378	0.11996	0.11996	0.11239	0.11239
0.275	7.816	0.300	1.26600	1.39926	0.10105	0.10105	1.73883	1.73883
0.275	10.200	0.392	1.25400	1.37014	0.09031	0.09031	1.65370	1.65370
0.275	13.209	0.507	1.30300	1.33849	0.08010	0.08010	0.19638	0.19638
0.275	17.169	0.659	1.30800	1.30423	0.07255	0.07255	0.00270	0.00270
0.350	7.660	0.231	1.03600	1.10442	0.08405	0.08405	0.66259	0.66259
0.350	9.947	0.300	1.00900	1.07686	0.07297	0.07297	0.86489	0.86489
0.350	12.981	0.392	0.99100	1.04727	0.06221	0.06221	0.81812	0.81812
0.350	16.811	0.507	0.97700	1.01742	0.05209	0.05209	0.60192	0.60192
0.350	21.851	0.659	0.92000	0.98666	0.04503	0.04503	2.19144	2.19144
0.450	9.848	0.231	0.68300	0.70205	0.06263	0.06263	0.09256	0.09256
0.450	12.790	0.300	0.63700	0.67589	0.05500	0.05500	0.50003	0.50003
0.450	16.690	0.392	0.64200	0.64994	0.04941	0.04941	0.02579	0.02579
0.450	21.614	0.507	0.62400	0.62551	0.04238	0.04238	0.00126	0.00126
0.450	28.095	0.659	0.57500	0.60165	0.03742	0.03742	0.50718	0.50718
0.550	15.632	0.300	0.36400	0.36770	0.04685	0.04685	0.00623	0.00623
0.550	20.399	0.392	0.34500	0.34845	0.04055	0.04055	0.00723	0.00723
0.550	26.418	0.507	0.34100	0.33146	0.03524	0.03524	0.07327	0.07327
0.550	34.338	0.659	0.32800	0.31525	0.03086	0.03086	0.17063	0.17063
0.650	24.108	0.392	0.14800	0.15593	0.02452	0.02452	0.10457	0.10457
0.650	31.221	0.507	0.15700	0.14584	0.01971	0.01971	0.32054	0.32054
0.650	40.581	0.659	0.13100	0.13664	0.01565	0.01565	0.12972	0.12972
0.045	4.753	0.857	1.70900	1.37667	0.10900	0.10900	9.29518	9.29518
0.080	4.999	0.507	1.80100	1.70707	0.12916	0.12916	0.52891	0.52891
0.080	6.498	0.659	1.71700	1.66327	0.12508	0.12508	0.18457	0.18457
0.080	8.450	0.857	1.76800	1.61660	0.12528	0.12528	1.46049	1.46049
0.125	4.622	0.300	1.78100	1.82515	0.13722	0.13722	0.10353	0.10353
0.125	6.032	0.392	1.86000	1.80314	0.12193	0.12193	0.21751	0.21751
0.125	7.811	0.507	1.89000	1.77012	0.11139	0.11139	1.15815	1.15815
0.125	10.153	0.659	1.70400	1.72841	0.10393	0.10393	0.05516	0.05516
0.125	13.204	0.857	1.73100	1.68641	0.10384	0.10384	0.18438	0.18438
0.175	4.983	0.231	1.73000	1.76748	0.14731	0.14731	0.06475	0.06475
0.175	6.471	0.300	1.75600	1.74967	0.13185	0.13185	0.00230	0.00230
0.175	8.444	0.392	1.66900	1.72249	0.10917	0.10917	0.24008	0.24008
0.175	10.936	0.507	1.74400	1.68845	0.09559	0.09559	0.33771	0.33771
0.175	14.214	0.659	1.56600	1.64880	0.08649	0.08649	0.91654	0.91654
0.175	18.485	0.857	1.69100	1.60932	0.08857	0.08857	0.85036	0.85036
0.225	4.922	0.177	1.59300	1.62798	0.13580	0.13580	0.06635	0.06635
0.225	6.406	0.231	1.72900	1.61067	0.12651	0.12651	0.87491	0.87491
0.225	8.320	0.300	1.48500	1.58719	0.10560	0.10560	0.93651	0.93651
0.225	10.857	0.392	1.38000	1.55735	0.08469	0.08469	4.38565	4.38565
0.225	14.060	0.507	1.52800	1.52347	0.07632	0.07632	0.00353	0.00353
0.225	18.275	0.659	1.44700	1.48589	0.07093	0.07093	0.30065	0.30065
0.225	23.766	0.857	1.47000	1.44846	0.07054	0.07054	0.09329	0.09329
0.275	4.627	0.137	1.21100	1.45018	0.12809	0.12809	3.48648	3.48648
0.275	6.016	0.177	1.30300	1.43178	0.12010	0.12010	1.14974	1.14974
0.275	7.830	0.231	1.47000	1.40887	0.11114	0.11114	0.30257	0.30257
0.275	10.168	0.300	1.40800	1.38215	0.09747	0.09747	0.07034	0.07034
0.275	13.270	0.392	1.28800	1.35125	0.07577	0.07577	0.69663	0.69663
0.275	17.185	0.507	1.25100	1.31834	0.06361	0.06361	1.12065	1.12065
0.275	22.337	0.659	1.21400	1.28321	0.05833	0.05833	1.40782	1.40782
0.275	29.048	0.857	1.16000	1.24822	0.05634	0.05634	2.45188	2.45188
0.350	7.657	0.177	1.06300	1.10738	0.08440	0.08440	0.27648	0.27648
0.350	9.965	0.231	1.03600	1.08043	0.07549	0.07549	0.34647	0.34647
0.350	12.942	0.300	1.04600	1.05225	0.06777	0.06777	0.00851	0.00851
0.350	16.889	0.392	0.96400	1.02232	0.05425	0.05425	1.15558	1.15558
0.350	21.871	0.507	0.96100	0.99249	0.04660	0.04660	0.45655	0.45655
0.350	28.428	0.659	0.95100	0.96198	0.04400	0.04400	0.06224	0.06224
0.450	9.845	0.177	0.68400	0.70237	0.07225	0.07225	0.06464	0.06464
0.450	12.812	0.231	0.70300	0.67629	0.06565	0.06565	0.16554	0.16554
0.450	16.639	0.300	0.59800	0.65112	0.05623	0.05623	0.89241	0.89241
0.450	21.714	0.392	0.57500	0.62628	0.04789	0.04789	1.14639	1.14639
0.450	28.120	0.507	0.56500	0.60301	0.04183	0.04183	0.82565	0.82565
0.450	36.551	0.659	0.60100	0.57983	0.03975	0.03975	0.28352	0.28352
0.550	15.659	0.231	0.41600	0.36737	0.05067	0.05067	0.92101	0.92101
0.550	20.337	0.300	0.37200	0.34858	0.04256	0.04256	0.30291	0.30291
0.550	26.539	0.392	0.33200	0.33121	0.03518	0.03518	0.00050	0.00050
0.550	34.369	0.507	0.31200	0.31535	0.02900	0.02900	0.01336	0.01336
0.550	44.673	0.659	0.30600	0.30013	0.02597	0.02597	0.05115	0.05115
0.650	24.034	0.300	0.15800	0.15589	0.02851	0.02851	0.00549	0.00549
0.650	31.365	0.392	0.14400	0.14555	0.02409	0.02409	0.00415	0.00415
0.650	40.618	0.507	0.13400	0.13653	0.02058	0.02058	0.01509	0.01509
0.650	52.795	0.659	0.13400	0.12819	0.01965	0.01965	0.08733	0.08733
0.650	68.658	0.857	0.09700	0.12051	0.01822	0.01822	1.66588	1.66588
0.045	4.751	0.659	1.90400	1.49596	0.11152	0.11152	13.38616	13.38616
0.045	6.179	0.857	1.60900	1.43504	0.10369	0.10369	2.81463	2.81463
0.080	5.018	0.392	2.00900	1.78441	0.13866	0.13866	2.62357	2.62357
0.080	6.498	0.507	1.91600	1.74926	0.13157	0.13157	1.60609	1.60609
0.080	8.446	0.659	2.00700	1.70103	0.13017	0.13017	5.52497	5.52497
0.080	10.984	0.857	1.88300	1.65067	0.12805	0.12805	3.29197	3.29197
0.125	4.626	0.231	1.84500	1.86482	0.14532	0.14532	0.01860	0.01860
0.125	6.008	0.300	1.89900	1.85112	0.12871	0.12871	0.13840	0.13840
0.125	7.840	0.392	1.91600	1.82445	0.11458	0.11458	0.63842	0.63842
0.125	10.153	0.507	1.86600	1.78741	0.10676	0.10676	0.54188	0.54188
0.125	13.197	0.659	1.86300	1.74220	0.10317	0.10317	1.37115	1.37115
0.125	17.163	0.857	1.77500	1.69738	0.10083	0.10083	0.59259	0.59259
0.175	4.977	0.177	1.71000	1.78921	0.15428	0.15428	0.26362	0.26362
0.175	6.477	0.231	1.65100	1.77598	0.13833	0.13833	0.81631	0.81631
0.175	8.411	0.300	1.64700	1.75420	0.11681	0.11681	0.84226	0.84226
0.175	10.976	0.392	1.71800	1.72354	0.10158	0.10158	0.00298	0.00298
0.175	14.215	0.507	1.77700	1.68662	0.09311	0.09311	0.94215	0.94215
0.175	18.476	0.659	1.70300	1.64453	0.08710	0.08710	0.45071	0.45071
0.175	24.028	0.857	1.66000	1.60292	0.08460	0.08460	0.45534	0.45534
0.225	4.920	0.137	1.40900	1.63899	0.14042	0.14042	2.68279	2.68279
0.225	6.398	0.177	1.44100	1.62436	0.12778	0.12778	2.05903	2.05903
0.225	8.327	0.231	1.39400	1.60361	0.11396	0.11396	3.38313	3.38313
0.225	10.814	0.300	1.57400	1.57733	0.09953	0.09953	0.00112	0.00112
0.225	14.113	0.392	1.53100	1.54510	0.08316	0.08316	0.02873	0.02873
0.225	18.276	0.507	1.49700	1.50933	0.07468	0.07468	0.02725	0.02725
0.225	23.755	0.659	1.49400	1.47028	0.07101	0.07101	0.11156	0.11156
0.225	30.893	0.857	1.42200	1.43158	0.06927	0.06927	0.01912	0.01912
0.275	4.626	0.105	1.42400	1.45523	0.14908	0.14908	0.04389	0.04389
0.275	6.014	0.137	1.27000	1.43822	0.13271	0.13271	1.60660	1.60660
0.275	7.820	0.177	1.36400	1.41696	0.12124	0.12124	0.19082	0.19082
0.275	10.177	0.231	1.30800	1.39180	0.10325	0.10325	0.65880	0.65880
0.275	13.217	0.300	1.34100	1.36328	0.08654	0.08654	0.06629	0.06629
0.275	17.249	0.392	1.35000	1.33101	0.07229	0.07229	0.06900	0.06900
0.275	22.337	0.507	1.33100	1.29720	0.06423	0.06423	0.27690	0.27690
0.275	29.034	0.659	1.24200	1.26139	0.05876	0.05876	0.10890	0.10890
0.275	37.758	0.857	1.14700	1.22569	0.05497	0.05497	2.04964	2.04964
0.350	7.654	0.137	0.94700	1.10979	0.08968	0.08968	3.29459	3.29459
0.350	9.953	0.177	0.98100	1.08364	0.08180	0.08180	1.57450	1.57450
0.350	12.953	0.231	1.05800	1.05604	0.07508	0.07508	0.00068	0.00068
0.350	16.822	0.300	0.99200	1.02749	0.06109	0.06109	0.33750	0.33750
0.350	21.953	0.392	0.99700	0.99755	0.05153	0.05153	0.00011	0.00011
0.350	28.429	0.507	0.95400	0.96793	0.04584	0.04584	0.09235	0.09235
0.350	36.953	0.659	0.94900	0.93735	0.04284	0.04284	0.07394	0.07394
0.350	48.055	0.857	0.94300	0.90694	0.04263	0.04263	0.71571	0.71571
0.450	9.841	0.137	0.62800	0.70265	0.07555	0.07555	0.97627	0.97627
0.450	12.797	0.177	0.74100	0.67689	0.07251	0.07251	0.78169	0.78169
0.450	16.654	0.231	0.61000	0.65179	0.06136	0.06136	0.46395	0.46395
0.450	21.628	0.300	0.56600	0.62769	0.05206	0.05206	1.40403	1.40403
0.450	28.225	0.392	0.58600	0.60402	0.04581	0.04581	0.15475	0.15475
0.450	36.552	0.507	0.56000	0.58139	0.04139	0.04139	0.26722	0.26722
0.450	47.510	0.659	0.53300	0.55883	0.03820	0.03820	0.45730	0.45730
0.450	61.785	0.857	0.50600	0.53672	0.03792	0.03792	0.65639	0.65639
0.550	15.641	0.177	0.33800	0.36732	0.05583	0.05583	0.27577	0.27577
0.550	20.355	0.231	0.34200	0.34847	0.04926	0.04926	0.01725	0.01725
0.550	26.435	0.300	0.33500	0.33152	0.04039	0.04039	0.00743	0.00743
0.550	34.497	0.392	0.30400	0.31529	0.03335	0.03335	0.11463	0.11463
0.550	44.675	0.507	0.28900	0.30038	0.02842	0.02842	0.16045	0.16045
0.550	58.068	0.659	0.27900	0.28598	0.02533	0.02533	0.07593	0.07593
0.550	75.515	0.857	0.27000	0.27218	0.02567	0.02567	0.00721	0.00721
0.650	24.056	0.231	0.17000	0.15572	0.04204	0.04204	0.11538	0.11538
0.650	31.241	0.300	0.16100	0.14560	0.03390	0.03390	0.20628	0.20628
0.650	40.770	0.392	0.14200	0.13635	0.02653	0.02653	0.04539	0.04539
0.650	52.797	0.507	0.12500	0.12817	0.02053	0.02053	0.02384	0.02384
0.650	68.626	0.659	0.13600	0.12053	0.01785	0.01785	0.75071	0.75071
0.650	89.245	0.857	0.09600	0.11342	0.01637	0.01637	1.13247	1.13247
0.045	4.751	0.507	1.96700	1.61181	0.14239	0.14239	6.22203	6.22203
0.045	6.175	0.659	1.91700	1.55455	0.13766	0.13766	6.93289	6.93289
0.045	8.031	0.857	1.73000	1.49042	0.13382	0.13382	3.20543	3.20543
0.080	4.998	0.300	1.92400	1.85153	0.13999	0.13999	0.26804	0.26804
0.080	6.522	0.392	1.99700	1.82708	0.13256	0.13256	1.64316	1.64316
0.080	8.446	0.507	1.91700	1.78712	0.12702	0.12702	1.04539	1.04539
0.080	10.978	0.659	1.94600	1.73430	0.12325	0.12325	2.95042	2.95042
0.080	14.277	0.857	1.86700	1.68086	0.12152	0.12152	2.34650	2.34650
0.125	4.620	0.177	1.82700	1.89717	0.14556	0.14556	0.23239	0.23239
0.125	6.013	0.231	1.80600	1.89075	0.12667	0.12667	0.44765	0.44765
0.125	7.809	0.300	1.96500	1.87238	0.11250	0.11250	0.67776	0.67776
0.125	10.191	0.392	1.91900	1.84140	0.10754	0.10754	0.52069	0.52069
0.125	13.197	0.507	1.91700	1.80065	0.10509	0.10509	1.22577	1.22577
0.125	17.153	0.659	1.91600	1.75218	0.10416	0.10416	2.47363	2.47363
0.125	22.307	0.857	1.82800	1.70456	0.10165	0.10165	1.47475	1.47475
0.175	4.974	0.137	1.78700	1.80663	0.17050	0.17050	0.01325	0.01325
0.175	6.468	0.177	1.81900	1.79758	0.16059	0.16059	0.01779	0.01779
0.175	8.418	0.231	1.54500	1.78028	0.12938	0.12938	3.30682	3.30682
0.175	10.932	0.300	1.67300	1.75499	0.11737	0.11737	0.48799	0.48799
0.175	14.267	0.392	1.68400	1.72123	0.10996	0.10996	0.11464	0.11464
0.175	18.476	0.507	1.65000	1.68175	0.10294	0.10294	0.09511	0.09511
0.175	24.015	0.659	1.67900	1.63737	0.10008	0.10008	0.17306	0.17306
0.175	31.230	0.857	1.64700	1.59386	0.09763	0.09763	0.29631	0.29631
0.225	4.920	0.105	1.54000	1.64773	0.17756	0.17756	0.36815	0.36815
0.225	6.395	0.137	1.63700	1.63532	0.16386	0.16386	0.00011	0.00011
0.225	8.316	0.177	1.53800	1.61721	0.15239	0.15239	0.27018	0.27018
0.225	10.823	0.231	1.48400	1.59357	0.11859	0.11859	0.85367	0.85367
0.225	14.056	0.300	1.49700	1.56486	0.09918	0.09918	0.46825	0.46825
0.225	18.343	0.392	1.49000	1.53060	0.08789	0.08789	0.21340	0.21340
0.225	23.755	0.507	1.49600	1.49331	0.08011	0.08011	0.00113	0.00113
0.225	30.876	0.659	1.54100	1.45292	0.07586	0.07586	1.34807	1.34807
0.225	40.153	0.857	1.47900	1.41299	0.07376	0.07376	0.80091	0.80091
0.275	4.610	0.081	1.14900	1.45940	0.15960	0.15960	3.78237	3.78237
0.275	6.013	0.105	1.34500	1.44332	0.16082	0.16082	0.37382	0.37382
0.275	7.817	0.137	1.29800	1.42343	0.13716	0.13716	0.83620	0.83620
0.275	10.165	0.177	1.31700	1.39990	0.13147	0.13147	0.39760	0.39760
0.275	13.228	0.231	1.24900	1.37287	0.10277	0.10277	1.45287	1.45287
0.275	17.179	0.300	1.34700	1.34295	0.08908	0.08908	0.00206	0.00206
0.275	22.419	0.392	1.32400	1.30971	0.08050	0.08050	0.03153	0.03153
0.275	29.033	0.507	1.25200	1.27517	0.07284	0.07284	0.10118	0.10118
0.275	37.738	0.659	1.24900	1.23859	0.06894	0.06894	0.02280	0.02280
0.275	49.076	0.857	1.22600	1.20224	0.06863	0.06863	0.11987	0.11987
0.350	7.653	0.105	1.16200	1.11170	0.10304	0.10304	0.23834	0.23834
0.350	9.948	0.137	1.07300	1.08618	0.09598	0.09598	0.01885	0.01885
0.350	12.937	0.177	1.02500	1.05936	0.08529	0.08529	0.16232	0.16232
0.350	16.836	0.231	0.96000	1.03136	0.07209	0.07209	0.97990	0.97990
0.350	21.865	0.300	1.02000	1.00277	0.06581	0.06581	0.06859	0.06859
0.350	28.534	0.392	0.96100	0.97301	0.06175	0.06175	0.03784	0.03784
0.350	36.951	0.507	0.95400	0.94329	0.05842	0.05842	0.03363	0.03363
0.350	48.030	0.659	0.92400	0.91267	0.05643	0.05643	0.04034	0.04034
0.350	62.460	0.857	0.85400	0.88221	0.05520	0.05520	0.26110	0.26110
0.450	9.839	0.105	0.66200	0.70287	0.10118	0.10118	0.16318	0.16318
0.450	12.791	0.137	0.70200	0.67734	0.09380	0.09380	0.06911	0.06911
0.450	16.633	0.177	0.64500	0.65255	0.07988	0.07988	0.00892	0.00892
0.450	21.646	0.231	0.59000	0.62851	0.06382	0.06382	0.36417	0.36417
0.450	28.112	0.300	0.59200	0.60555	0.05176	0.05176	0.06853	0.06853
0.450	36.686	0.392	0.56600	0.58252	0.04154	0.04154	0.15815	0.15815
0.450	47.509	0.507	0.57800	0.56047	0.03583	0.03583	0.23932	0.23932
0.450	61.752	0.659	0.54400	0.53843	0.03080	0.03080	0.03277	0.03277
0.450	80.306	0.857	0.54000	0.51674	0.03008	0.03008	0.59832	0.59832
0.550	15.633	0.137	0.36000	0.36725	0.05491	0.05491	0.01742	0.01742
0.550	20.329	0.177	0.35200	0.34852	0.04875	0.04875	0.00508	0.00508
0.550	26.456	0.231	0.31400	0.33152	0.04192	0.04192	0.17469	0.17469
0.550	34.359	0.300	0.31200	0.31568	0.03460	0.03460	0.01131	0.01131
0.550	44.838	0.392	0.29800	0.30042	0.03017	0.03017	0.00644	0.00644
0.550	58.067	0.507	0.27700	0.28631	0.02701	0.02701	0.11872	0.11872
0.550	75.475	0.659	0.29200	0.27258	0.02500	0.02500	0.60353	0.60353
0.550	98.152	0.857	0.26400	0.25932	0.02523	0.02523	0.03437	0.03437
0.650	24.025	0.177	0.20400	0.15567	0.05087	0.05087	0.90272	0.90272
0.650	31.267	0.231	0.17100	0.14550	0.04205	0.04205	0.36785	0.36785
0.650	40.606	0.300	0.15100	0.13644	0.03283	0.03283	0.19682	0.19682
0.650	52.991	0.392	0.14900	0.12805	0.02688	0.02688	0.60760	0.60760
0.650	68.624	0.507	0.12000	0.12055	0.02051	0.02051	0.00072	0.00072
0.650	89.198	0.659	0.12800	0.11347	0.01780	0.01780	0.66568	0.66568
0.650	115.998	0.857	0.10600	0.10680	0.01641	0.01641	0.00240	0.00240
0.045	4.769	0.392	2.07000	1.71483	0.17306	0.17306	4.21203	4.21203
0.045	6.176	0.507	2.03800	1.67212	0.16443	0.16443	4.95095	4.95095
0.045	8.028	0.659	2.08700	1.61013	0.15995	0.15995	8.88897	8.88897
0.045	10.440	0.857	1.78100	1.54257	0.15275	0.15275	2.43635	2.43635
0.080	5.003	0.231	2.01700	1.90695	0.17690	0.17690	0.38703	0.38703
0.080	6.497	0.300	2.10100	1.89500	0.16899	0.16899	1.48596	1.48596
0.080	8.479	0.392	1.96300	1.86542	0.15414	0.15414	0.40080	0.40080
0.080	10.980	0.507	2.08700	1.82048	0.14971	0.14971	3.16928	3.16928
0.080	14.272	0.659	1.92500	1.76371	0.14116	0.14116	1.30550	1.30550
0.080	18.560	0.857	1.93800	1.70698	0.14001	0.14001	2.72266	2.72266
0.125	4.619	0.137	1.79200	1.92311	0.18258	0.18258	0.51562	0.51562
0.125	6.006	0.177	1.80700	1.92317	0.15451	0.15451	0.56525	0.56525
0.125	7.817	0.231	1.90700	1.91198	0.13556	0.13556	0.00135	0.00135
0.125	10.152	0.300	1.92800	1.88928	0.12977	0.12977	0.08904	0.08904
0.125	13.248	0.392	1.88400	1.85425	0.12427	0.12427	0.05731	0.05731
0.125	17.156	0.507	1.81200	1.81007	0.11895	0.11895	0.00026	0.00026
0.125	22.299	0.659	1.74800	1.75843	0.11628	0.11628	0.00804	0.00804
0.125	28.999	0.857	1.76100	1.70806	0.11512	0.11512	0.21149	0.21149
0.175	4.974	0.105	1.98600	1.82045	0.25918	0.25918	0.40797	0.40797
0.175	6.467	0.137	2.01600	1.81490	0.22208	0.22208	0.82000	0.82000
0.175	8.409	0.177	1.76000	1.80174	0.17445	0.17445	0.05724	0.05724
0.175	10.943	0.231	1.86100	1.78082	0.15075	0.15075	0.28291	0.28291
0.175	14.212	0.300	1.77200	1.75238	0.13893	0.13893	0.01994	0.01994
0.175	18.547	0.392	1.73300	1.71585	0.12770	0.12770	0.01803	0.01803
0.175	24.018	0.507	1.62800	1.67399	0.11803	0.11803	0.15184	0.15184
0.175	31.219	0.659	1.65100	1.62755	0.11324	0.11324	0.04288	0.04288
0.175	40.599	0.857	1.57500	1.58230	0.10981	0.10981	0.00442	0.00442
0.225	4.903	0.081	2.01800	1.65473	0.25479	0.25479	2.03289	2.03289
0.225	6.395	0.105	1.50700	1.64401	0.20833	0.20833	0.43252	0.43252
0.225	8.314	0.137	1.63800	1.62808	0.19319	0.19319	0.00264	0.00264
0.225	10.811	0.177	1.57500	1.60704	0.15996	0.15996	0.04011	0.04011
0.225	14.070	0.231	1.55700	1.58089	0.13027	0.13027	0.03364	0.03364
0.225	18.273	0.300	1.47600	1.55011	0.11297	0.11297	0.43036	0.43036
0.225	23.846	0.392	1.60900	1.51420	0.10460	0.10460	0.82141	0.82141
0.225	30.881	0.507	1.45700	1.47550	0.09067	0.09067	0.04164	0.04164
0.225	40.139	0.659	1.43500	1.43378	0.08410	0.08410	0.00021	0.00021
0.225	52.199	0.857	1.41500	1.39272	0.08136	0.08136	0.07499	0.07499
0.275	4.616	0.062	1.58400	1.46245	0.23754	0.23754	0.26183	0.26183
0.275	5.993	0.081	1.20000	1.44757	0.19332	0.19332	1.63992	1.63992
0.275	7.817	0.105	1.17600	1.42854	0.17298	0.17298	2.13133	2.13133
0.275	10.162	0.137	1.32000	1.40634	0.16320	0.16320	0.27989	0.27989
